"HHID","h17q1","h17q2","h17q3","h17q4","h17q5","h17q6","h17q7","h17q8","h17q9","wgt_X"
"H38703-04-01","P38703-001",1,2,1,3,2,5,12,2,1116.73669433594
"H38704-04-01","P38704-001",1,3,1,3,1,12,12,2,1116.73669433594
"H38705-04-01","P38705-001",1,2,2,3,2,12,4,2,1116.73669433594
"H38706-04-01","P38706-002",1,1,1,3,2,4,12,2,1116.73669433594
"H38707-04-01","P38707-001",1,3,2,3,4,12,12,2,1116.73669433594
"H38708-04-01","P38708-001",1,3,2,1,2,12,12,1,1116.73669433594
"H38709-04-01","P38709-001",1,3,2,2,1,12,12,1,1116.73669433594
"H38710-04-01","P38710-001",1,2,1,3,1,4,4,2,1116.73669433594
"H38801-04-01","P38801-002",2,1,1,3,1,12,4,1,2706.57373046875
"H38802-04-01","P38802-001",2,2,2,2,1,12,5,1,2706.57373046875
"H38803-04-01","P38803-001",2,2,2,3,2,5,5,1,2706.57373046875
"H38804-04-01","P38804-002",1,2,2,2,1,12,3,1,2706.57373046875
"H38805-04-01","P38805-001",1,2,2,3,1,12,5,1,2706.57373046875
"H38806-04-01","P38806-001",1,3,2,3,1,12,12,2,2706.57373046875
"H38807-04-01","P38807-001",1,2,2,3,2,12,5,2,2706.57373046875
"H38808-04-01","P38808-001",1,2,2,3,1,5,4,2,2706.57373046875
"H38809-04-01","P38809-001",1,1,1,3,1,5,12,2,2706.57373046875
"H38901-04-01","P38901-001",1,2,1,3,1,8,7,1,959.520629882813
"H38902-04-01","P38902-001",1,2,2,3,1,11,12,2,959.520629882813
"H38903-04-01","P38903-002",1,1,1,2,2,12,12,2,959.520629882813
"H38904-04-01","P38904-001",1,1,1,3,2,2,2,2,959.520629882813
"H38905-04-01","P38905-002",1,1,1,4,2,12,12,2,959.520629882813
"H38906-04-01","P38906-002",1,2,2,2,1,1,11,1,959.520629882813
"H38907-04-01","P38907-001",1,1,1,4,2,12,12,2,959.520629882813
"H38908-04-01","P38908-001",1,2,1,3,2,12,12,2,959.520629882813
"H38909-04-01","P38909-002",1,2,1,3,2,12,12,2,959.520629882813
"H38910-04-01","P38910-001",1,2,2,3,2,1,1,2,959.520629882813
"H39001-04-01","P39001-002",1,2,1,3,2,12,4,2,1330.84216308594
"H39002-04-01","P39002-001",1,2,2,3,2,5,5,2,1330.84216308594
"H39003-04-01","P39003-003",1,2,1,2,1,3,3,1,1330.84216308594
"H39004-04-01","P39004-001",1,3,2,3,1,12,12,1,1330.84216308594
"H39005-04-01","P39005-001",1,2,2,3,1,4,4,2,1330.84216308594
"H39006-04-01","P39006-001",1,3,1,3,2,12,12,2,1330.84216308594
"H39007-04-01","P39007-001",1,2,1,3,1,12,3,2,1330.84216308594
"H39008-04-01","P39008-002",1,2,1,3,2,12,11,2,1330.84216308594
"H39009-04-01","P39009-001",1,2,2,2,2,12,9,2,1330.84216308594
"H39010-04-01","P39010-001",1,3,2,2,2,12,12,2,1330.84216308594
"H39101-04-01","P39101-001",1,2,1,3,1,5,5,1,3899.56103515625
"H39102-04-01","P39102-001",1,2,1,3,1,12,12,2,3899.56103515625
"H39103-04-01","P39103-001",1,2,1,3,1,12,12,1,3899.56103515625
"H39104-04-01","P39104-001",1,2,1,3,1,5,12,1,3899.56103515625
"H39105-04-01","P39105-001",1,2,1,3,1,5,12,2,3899.56103515625
"H39106-04-01","P39106-001",1,2,1,3,2,11,4,2,3899.56103515625
"H39107-04-01","P39107-001",1,1,1,3,2,4,12,2,3899.56103515625
"H39109-04-01","P39109-002",1,3,1,3,2,12,12,2,3899.56103515625
"H39110-04-01","P39110-001",1,3,2,2,1,12,12,2,3899.56103515625
"H39301-04-01","P39301-002",1,2,1,2,2,3,12,1,2549.3349609375
"H39302-04-01","P39302-001",1,1,2,2,2,3,7,2,2549.3349609375
"H39303-04-01","P39303-001",1,1,2,2,2,12,12,1,2549.3349609375
"H39304-04-01","P39304-002",1,3,2,2,2,3,3,1,2549.3349609375
"H39305-04-01","P39305-001",1,1,2,2,2,12,3,2,2549.3349609375
"H39307-04-01","P39307-002",2,3,2,2,2,3,3,1,2549.3349609375
"H39308-04-01","P39308-001",1,2,1,3,2,4,3,2,2549.3349609375
"H39309-04-01","P39309-002",1,2,1,2,2,12,3,1,2549.3349609375
"H39310-04-01","P39310-002",1,3,2,2,2,4,4,1,2549.3349609375
"H39401-04-01","P39401-001",1,2,2,2,1,9,9,1,911.797973632813
"H39402-04-01","P39402-001",1,2,2,1,1,9,9,1,911.797973632813
"H39403-04-01","P39403-001",1,2,2,3,2,7,9,2,911.797973632813
"H39404-04-01","P39404-001",1,2,2,3,2,3,3,2,911.797973632813
"H39405-04-01","P39405-004",1,2,2,2,1,7,12,2,911.797973632813
"H39406-04-01","P39406-002",1,2,2,3,1,12,1,2,911.797973632813
"H39407-04-01","P39407-001",1,2,2,2,1,12,9,2,911.797973632813
"H39408-04-01","P39408-001",1,2,2,1,1,9,12,2,911.797973632813
"H39409-04-01","P39409-001",1,2,2,2,1,11,11,1,911.797973632813
"H39410-04-01","P39410-001",1,2,1,1,2,11,11,1,911.797973632813
"H39501-04-01","P39501-002",1,1,2,2,2,3,3,2,1220.53100585938
"H39502-04-01","P39502-001",1,3,2,2,1,12,11,2,1220.53100585938
"H39503-04-01","P39503-002",1,2,2,2,1,3,3,2,1220.53100585938
"H39504-04-01","P39504-001",1,1,2,2,2,11,12,2,1220.53100585938
"H39505-04-01","P39505-001",1,2,2,3,2,12,12,2,1220.53100585938
"H39506-04-01","P39506-001",2,2,2,2,2,3,3,1,1220.53100585938
"H39507-04-01","P39507-001",1,3,2,2,2,3,3,2,1220.53100585938
"H39509-04-01","P39509-001",1,2,2,3,2,12,2,2,1220.53100585938
"H39510-04-01","P39510-002",1,2,2,2,1,3,3,2,1220.53100585938
"H39601-04-01","P39601-001",2,2,2,2,1,11,3,1,1151.29089355469
"H39602-04-01","P39602-001",2,2,2,2,1,9,9,2,1151.29089355469
"H39603-04-01","P39603-001",2,2,2,1,1,11,11,1,1151.29089355469
"H39604-04-01","P39604-001",1,2,2,2,1,9,9,1,1151.29089355469
"H39605-04-01","P39605-002",2,2,2,2,1,3,3,2,1151.29089355469
"H39606-04-01","P39606-001",2,2,2,2,1,9,12,1,1151.29089355469
"H39607-04-01","P39607-001",1,2,2,2,1,9,9,1,1151.29089355469
"H39608-04-01","P39608-005",2,2,2,1,1,3,11,2,1151.29089355469
"H39609-04-01","P39609-001",1,2,2,1,1,11,11,1,1151.29089355469
"H39610-04-01","P39610-001",2,2,2,2,1,7,7,2,1151.29089355469
"H39701-04-01","P39701-001",1,2,1,3,2,5,5,2,1330.84216308594
"H39702-04-01","P39702-001",1,2,2,3,1,12,5,2,1330.84216308594
"H39703-04-01","P39703-001",1,3,1,3,2,12,12,2,1330.84216308594
"H39704-04-01","P39704-001",1,3,2,3,2,12,12,2,1330.84216308594
"H39705-04-01","P39705-001",1,2,1,3,2,4,12,2,1330.84216308594
"H39706-04-01","P39706-001",1,2,2,3,2,4,4,2,1330.84216308594
"H39707-04-01","P39707-001",1,2,2,3,2,4,4,2,1330.84216308594
"H39708-04-01","P39708-001",1,3,2,3,1,12,12,2,1330.84216308594
"H39709-04-01","P39709-001",1,2,1,4,1,4,12,2,1330.84216308594
"H39710-04-01","P39710-002",1,2,2,3,2,4,4,2,1330.84216308594
"H39801-04-01","P39801-001",1,2,2,3,1,4,5,2,1933.7021484375
"H39802-04-01","P39802-002",2,2,2,2,2,3,3,1,1933.7021484375
"H39803-04-01","P39803-001",1,1,1,3,1,96,12,2,1933.7021484375
"H39804-04-01","P39804-002",1,1,1,3,1,6,12,2,1933.7021484375
"H39805-04-01","P39805-001",1,2,1,3,2,12,12,1,1933.7021484375
"H39806-04-01","P39806-001",1,2,2,2,1,3,12,1,1933.7021484375
"H39807-04-01","P39807-001",1,2,1,3,1,4,4,2,1933.7021484375
"H39808-04-01","P39808-001",1,2,2,3,1,4,4,2,1933.7021484375
"H39809-04-01","P39809-001",1,2,2,2,1,96,11,1,1933.7021484375
"H39810-04-01","P39810-001",1,3,2,3,1,12,12,2,1933.7021484375
"H39901-04-01","P39901-001",1,2,2,2,2,11,11,1,1611.22216796875
"H39902-04-01","P39902-001",1,2,2,2,1,3,3,2,1611.22216796875
"H39903-04-01","P39903-002",1,2,2,2,1,3,3,1,1611.22216796875
"H39904-04-01","P39904-001",1,1,2,2,1,12,12,1,1611.22216796875
"H39905-04-01","P39905-001",1,2,1,2,2,3,3,1,1611.22216796875
"H39906-04-01","P39906-001",1,2,2,2,2,12,11,1,1611.22216796875
"H39907-04-01","P39907-001",1,2,2,2,2,3,3,1,1611.22216796875
"H39908-04-01","P39908-001",1,3,2,2,1,12,3,1,1611.22216796875
"H39909-04-01","P39909-001",1,3,2,2,2,3,3,1,1611.22216796875
"H39910-04-01","P39910-001",1,2,2,1,1,12,12,2,1611.22216796875
"H40001-04-01","P40001-002",1,3,2,3,2,11,4,2,1763.8642578125
"H40002-04-01","P40002-001",1,3,2,2,1,12,3,2,1763.8642578125
"H40003-04-01","P40003-001",1,2,2,1,2,12,12,1,1763.8642578125
"H40004-04-01","P40004-002",1,2,2,2,2,12,12,2,1763.8642578125
"H40005-04-02","P40005-001",1,2,2,2,2,12,12,2,1763.8642578125
"H40006-04-01","P40006-001",1,2,2,2,1,3,12,2,1763.8642578125
"H40007-04-01","P40007-001",1,1,1,3,2,12,11,2,1763.8642578125
"H40008-04-01","P40008-001",1,2,2,2,1,3,12,1,1763.8642578125
"H40009-04-01","P40009-001",1,1,1,2,1,12,12,2,1763.8642578125
"H40010-04-01","P40010-001",1,1,1,3,1,7,12,1,1763.8642578125
"H40101-04-01","P40101-001",1,2,2,2,1,3,11,2,4319.05126953125
"H40102-04-01","P40102-001",1,1,2,1,2,12,11,1,4319.05126953125
"H40103-04-01","P40103-002",1,2,2,3,2,1,11,1,4319.05126953125
"H40104-04-01","P40104-002",2,2,2,2,2,3,3,2,4319.05126953125
"H40105-04-01","P40105-001",1,2,2,2,2,12,12,1,4319.05126953125
"H40106-04-01","P40106-002",2,2,1,3,2,7,7,2,4319.05126953125
"H40107-04-01","P40107-002",1,2,2,3,2,12,3,2,4319.05126953125
"H40108-04-01","P40108-004",1,2,2,2,2,12,12,2,4319.05126953125
"H40109-04-01","P40109-002",1,1,1,2,2,4,4,2,4319.05126953125
"H40110-04-01","P40110-001",1,1,2,2,2,12,12,1,4319.05126953125
"H40201-04-01","P40201-002",1,2,2,2,2,3,3,1,3219.75244140625
"H40202-04-01","P40202-002",1,3,2,3,1,12,3,1,3219.75244140625
"H40203-04-01","P40203-001",2,2,2,2,1,11,11,1,3219.75244140625
"H40204-04-01","P40204-001",1,2,2,2,2,11,11,2,3219.75244140625
"H40205-04-01","P40205-001",1,2,2,2,2,12,12,2,3219.75244140625
"H40206-04-01","P40206-001",1,2,2,2,2,11,11,1,3219.75244140625
"H40207-04-01","P40207-001",1,2,2,2,2,12,3,2,3219.75244140625
"H40208-04-01","P40208-001",1,2,2,2,2,12,3,2,3219.75244140625
"H40209-04-01","P40209-002",1,3,2,2,1,3,3,1,3219.75244140625
"H40210-04-01","P40210-001",1,2,2,2,2,3,3,2,3219.75244140625
"H40301-04-01","P40301-002",1,3,2,3,1,2,3,2,1800.61120605469
"H40302-04-01","P40302-001",1,2,1,3,2,96,12,2,1800.61120605469
"H40303-04-01","P40303-002",2,2,2,2,1,3,3,1,1800.61120605469
"H40304-04-01","P40304-002",2,2,2,2,2,11,11,1,1800.61120605469
"H40305-04-01","P40305-001",1,1,1,2,1,12,12,2,1800.61120605469
"H40306-04-01","P40306-001",1,3,1,2,1,12,11,2,1800.61120605469
"H40307-04-01","P40307-002",1,2,2,2,2,12,11,1,1800.61120605469
"H40308-04-01","P40308-001",2,3,1,3,2,12,12,2,1800.61120605469
"H40309-04-01","P40309-001",1,3,2,2,1,12,12,2,1800.61120605469
"H40310-04-01","P40310-001",1,3,2,2,2,3,12,1,1800.61120605469
"H40401-04-01","P40401-001",1,3,1,3,2,3,3,2,2133.70678710938
"H40402-04-01","P40402-001",1,1,1,1,2,12,12,2,2133.70678710938
"H40403-04-01","P40403-002",1,2,2,2,3,3,3,2,2133.70678710938
"H40404-04-01","P40404-002",1,2,1,2,1,1,11,2,2133.70678710938
"H40405-04-01","P40405-001",1,2,1,2,2,4,2,2,2133.70678710938
"H40406-04-01","P40406-001",1,2,2,2,1,4,4,1,2133.70678710938
"H40407-04-01","P40407-002",1,2,2,2,1,3,3,2,2133.70678710938
"H40408-04-01","P40408-001",2,2,2,2,1,3,12,1,2133.70678710938
"H40409-04-01","P40409-001",1,2,2,2,3,3,3,1,2133.70678710938
"H40410-04-01","P40410-001",1,2,2,3,2,12,3,1,2133.70678710938
"H40501-04-01","P40501-001",1,2,2,1,1,3,3,1,2694.79272460938
"H40502-04-01","P40502-001",1,3,1,2,2,12,12,1,2694.79272460938
"H40503-04-01","P40503-002",1,2,1,2,2,4,4,2,2694.79272460938
"H40504-04-01","P40504-002",1,2,2,2,2,4,4,1,2694.79272460938
"H40505-04-01","P40505-001",1,3,2,1,1,12,12,1,2694.79272460938
"H40506-04-01","P40506-002",1,2,2,2,2,3,3,2,2694.79272460938
"H40507-04-01","P40507-001",1,1,1,2,2,12,4,1,2694.79272460938
"H40508-04-01","P40508-001",1,2,2,2,1,12,3,2,2694.79272460938
"H40509-04-01","P40509-002",1,2,2,2,1,3,3,2,2694.79272460938
"H40510-04-01","P40510-002",1,3,2,2,2,3,2,1,2694.79272460938
"H40601-04-01","P40601-002",1,2,2,3,2,4,4,2,5655.76318359375
"H40602-04-01","P40602-001",1,2,1,4,2,12,1,2,5655.76318359375
"H40603-04-01","P40603-001",1,1,1,3,2,5,5,2,5655.76318359375
"H40604-04-01","P40604-001",1,3,1,3,5,12,12,2,5655.76318359375
"H40605-04-01","P40605-001",1,1,1,3,1,5,12,2,5655.76318359375
"H40607-04-01","P40607-001",1,2,1,3,2,4,12,2,5655.76318359375
"H40608-04-01","P40608-002",1,2,1,3,2,4,12,2,5655.76318359375
"H40609-04-01","P40609-001",1,3,1,3,2,12,12,2,5655.76318359375
"H40610-04-01","P40610-001",1,2,1,3,2,4,4,2,5655.76318359375
"H40701-04-01","P40701-001",1,2,1,3,1,4,12,2,2266.640625
"H40702-04-01","P40702-002",1,1,1,2,2,3,3,2,2266.640625
"H40703-04-01","P40703-001",1,1,1,3,2,4,12,2,2266.640625
"H40704-04-01","P40704-001",1,1,1,2,2,3,3,2,2266.640625
"H40705-04-01","P40705-002",2,2,2,2,2,11,3,2,2266.640625
"H40707-04-01","P40707-001",1,1,1,2,2,12,8,2,2266.640625
"H40708-04-01","P40708-001",1,1,1,2,1,12,11,1,2266.640625
"H40709-04-01","P40709-001",1,2,2,3,1,12,2,2,2266.640625
"H40710-04-01","P40710-001",1,2,2,2,2,12,3,1,2266.640625
"H40801-04-01","P40801-001",1,2,1,1,2,12,12,2,3741.4892578125
"H40802-04-01","P40802-002",1,2,1,3,2,4,4,2,3741.4892578125
"H40803-04-01","P40803-002",1,2,2,2,2,4,12,2,3741.4892578125
"H40804-04-01","P40804-002",1,2,2,2,2,3,3,2,3741.4892578125
"H40805-04-01","P40805-001",1,2,1,3,2,4,5,2,3741.4892578125
"H40806-04-01","P40806-002",1,1,1,3,2,3,3,2,3741.4892578125
"H40807-04-01","P40807-001",1,2,1,2,2,12,12,2,3741.4892578125
"H40808-04-01","P40808-002",1,2,1,3,2,2,8,2,3741.4892578125
"H40809-04-01","P40809-002",1,1,1,3,2,12,4,2,3741.4892578125
"H40810-04-01","P40810-001",1,1,1,3,2,2,2,2,3741.4892578125
"H40901-04-01","P40901-001",1,1,1,2,2,12,12,2,4667.84765625
"H40902-04-01","P40902-002",1,2,1,3,2,12,11,2,4667.84765625
"H40903-04-01","P40903-002",1,2,2,3,2,12,4,1,4667.84765625
"H40904-04-01","P40904-002",1,1,1,3,2,2,2,2,4667.84765625
"H40905-04-01","P40905-001",1,2,1,3,2,2,2,2,4667.84765625
"H40906-04-01","P40906-001",1,2,1,3,1,4,4,2,4667.84765625
"H40908-04-01","P40908-002",1,2,1,2,1,12,4,2,4667.84765625
"H40909-04-01","P40909-001",1,1,1,2,2,12,12,2,4667.84765625
"H40910-04-01","P40910-001",1,2,1,2,2,11,11,2,4667.84765625
"H41001-04-01","P41001-001",1,2,1,2,2,12,3,2,953.583068847656
"H41002-04-01","P41002-001",1,3,1,2,1,12,12,2,953.583068847656
"H41003-04-01","P41003-002",1,2,1,2,2,6,6,2,953.583068847656
"H41004-04-01","P41004-001",1,1,1,3,2,7,6,2,953.583068847656
"H41005-04-01","P41005-001",1,3,1,2,2,12,12,2,953.583068847656
"H41006-04-01","P41006-002",1,2,2,2,2,3,12,2,953.583068847656
"H41007-04-01","P41007-001",1,2,1,3,2,6,6,2,953.583068847656
"H41008-04-01","P41008-002",1,2,1,2,2,11,11,1,953.583068847656
"H41009-04-01","P41009-001",1,1,1,3,2,12,12,2,953.583068847656
"H41010-04-01","P41010-002",1,1,1,2,2,5,12,2,953.583068847656
"H41101-04-01","P41101-002",1,1,1,3,2,1,1,2,3022.623046875
"H41102-04-01","P41102-001",1,2,1,2,2,12,12,2,3022.623046875
"H41103-04-01","P41103-001",1,1,1,3,2,96,12,2,3022.623046875
"H41104-04-01","P41104-001",1,2,1,2,1,12,4,2,3022.623046875
"H41106-04-01","P41106-001",1,2,1,3,2,12,8,2,3022.623046875
"H41107-04-01","P41107-001",1,2,2,3,2,1,1,2,3022.623046875
"H41108-04-01","P41108-002",1,2,1,3,2,12,7,2,3022.623046875
"H41109-04-01","P41109-001",1,1,1,3,2,12,8,2,3022.623046875
"H41110-04-01","P41110-001",1,2,2,3,2,6,6,2,3022.623046875
"H41201-04-01","P41201-002",1,2,2,2,2,4,4,1,5796.548828125
"H41202-04-01","P41202-001",1,1,1,3,2,4,12,2,5796.548828125
"H41203-04-01","P41203-002",1,1,1,3,1,12,12,2,5796.548828125
"H41204-04-01","P41204-002",1,2,1,3,2,6,6,2,5796.548828125
"H41205-04-01","P41205-002",1,2,1,3,2,7,7,2,5796.548828125
"H41206-04-01","P41206-001",1,1,1,3,2,8,8,2,5796.548828125
"H41207-04-01","P41207-001",1,1,1,2,1,6,12,2,5796.548828125
"H41208-04-01","P41208-002",1,2,1,3,2,5,5,2,5796.548828125
"H41209-04-01","P41209-002",1,1,1,2,2,12,4,2,5796.548828125
"H41210-04-01","P41210-001",1,2,1,3,2,7,7,2,5796.548828125
"H41301-04-01","P41301-002",1,2,2,2,2,3,3,2,2583.84936523438
"H41302-04-01","P41302-002",1,1,1,2,2,6,6,1,2583.84936523438
"H41303-04-01","P41303-001",2,2,2,2,1,3,3,1,2583.84936523438
"H41304-04-01","P41304-002",1,1,1,3,2,7,12,2,2583.84936523438
"H41305-04-01","P41305-002",1,2,1,,1,12,3,1,2583.84936523438
"H41306-04-01","P41306-002",1,3,1,3,2,12,12,1,2583.84936523438
"H41308-04-01","P41308-002",2,2,2,2,2,3,3,1,2583.84936523438
"H41309-04-01","P41309-002",1,1,1,2,2,3,12,2,2583.84936523438
"H41310-04-01","P41310-001",1,1,1,3,2,12,8,2,2583.84936523438
"H41401-04-01","P41401-002",1,2,2,3,5,9,9,1,2895.740234375
"H41402-04-01","P41402-002",1,2,1,1,1,3,12,1,2895.740234375
"H41403-04-01","P41403-001",1,1,1,3,2,6,6,1,2895.740234375
"H41404-04-01","P41404-001",1,2,2,2,2,11,11,1,2895.740234375
"H41405-04-01","P41405-001",1,2,1,3,1,3,3,1,2895.740234375
"H41406-04-01","P41406-001",2,2,2,2,1,3,11,1,2895.740234375
"H41407-04-01","P41407-002",1,1,1,2,1,12,12,2,2895.740234375
"H41408-04-01","P41408-002",1,1,1,2,2,11,3,1,2895.740234375
"H41409-04-01","P41409-001",1,1,2,2,2,3,3,2,2895.740234375
"H41410-04-01","P41410-002",2,2,2,2,3,3,11,1,2895.740234375
"H41501-04-01","P41501-002",1,1,2,2,2,2,4,2,4312.05419921875
"H41502-04-01","P41502-001",2,2,2,3,2,12,3,2,4312.05419921875
"H41503-04-01","P41503-002",1,1,1,3,5,96,96,2,4312.05419921875
"H41504-04-01","P41504-002",1,1,1,3,1,12,12,1,4312.05419921875
"H41505-04-01","P41505-001",1,1,1,3,2,11,2,2,4312.05419921875
"H41508-04-01","P41508-001",1,1,2,3,2,12,2,2,4312.05419921875
"H41509-04-01","P41509-001",1,2,2,2,1,12,3,1,4312.05419921875
"H41510-04-01","P41510-001",1,1,1,3,2,2,7,2,4312.05419921875
"H41601-04-01","P41601-004",1,1,1,3,2,12,2,2,1703.13720703125
"H41602-04-01","P41602-002",1,1,1,3,2,2,12,2,1703.13720703125
"H41603-04-01","P41603-001",1,1,2,3,5,12,12,2,1703.13720703125
"H41604-04-01","P41604-001",1,1,1,2,1,12,96,2,1703.13720703125
"H41605-04-01","P41605-002",1,1,1,2,2,4,4,2,1703.13720703125
"H41606-04-01","P41606-002",1,1,1,3,2,2,2,2,1703.13720703125
"H41607-04-01","P41607-004",1,1,1,3,2,4,4,2,1703.13720703125
"H41609-04-01","P41609-001",1,1,1,2,2,12,4,2,1703.13720703125
"H41610-04-01","P41610-002",1,1,1,3,5,2,2,2,1703.13720703125
"H41701-04-01","P41701-001",2,2,2,2,2,12,11,1,2704.7509765625
"H41702-04-01","P41702-002",2,2,2,2,2,11,11,1,2704.7509765625
"H41703-04-01","P41703-001",2,2,2,1,1,96,11,1,2704.7509765625
"H41704-04-01","P41704-001",1,1,1,3,2,12,3,2,2704.7509765625
"H41705-04-01","P41705-001",1,3,1,2,1,12,12,2,2704.7509765625
"H41706-04-01","P41706-001",1,1,1,3,2,6,12,2,2704.7509765625
"H41707-04-01","P41707-002",2,2,2,3,2,3,3,1,2704.7509765625
"H41708-04-01","P41708-001",2,2,2,2,2,3,3,2,2704.7509765625
"H41709-04-01","P41709-002",1,2,1,2,2,11,12,1,2704.7509765625
"H41710-04-01","P41710-001",1,2,2,3,2,3,3,2,2704.7509765625
"H41801-04-01","P41801-002",1,2,1,3,2,9,12,2,2529.2197265625
"H41802-04-01","P41802-002",1,2,2,3,2,9,9,2,2529.2197265625
"H41803-04-01","P41803-001",1,1,1,3,1,12,11,2,2529.2197265625
"H41804-04-01","P41804-001",1,2,2,2,1,11,11,1,2529.2197265625
"H41805-04-01","P41805-001",2,2,1,2,2,3,3,2,2529.2197265625
"H41806-04-01","P41806-002",2,2,2,2,2,6,6,2,2529.2197265625
"H41807-04-01","P41807-001",2,2,2,2,3,3,3,1,2529.2197265625
"H41808-04-01","P41808-001",1,2,2,2,1,12,3,1,2529.2197265625
"H41809-04-01","P41809-001",2,2,2,2,2,12,12,1,2529.2197265625
"H41810-04-01","P41810-001",1,2,1,2,2,12,12,2,2529.2197265625
"H41901-04-01","P41901-001",1,1,1,3,2,12,12,2,2738.48071289063
"H41902-04-01","P41902-001",1,2,1,3,2,5,11,1,2738.48071289063
"H41903-04-01","P41903-001",1,1,1,2,2,96,12,2,2738.48071289063
"H41904-04-01","P41904-001",1,2,1,2,2,4,4,2,2738.48071289063
"H41905-04-01","P41905-002",1,2,1,3,5,12,3,2,2738.48071289063
"H41906-04-01","P41906-001",1,1,1,2,2,12,12,2,2738.48071289063
"H41907-04-01","P41907-001",1,1,1,2,2,11,11,2,2738.48071289063
"H41908-04-01","P41908-001",1,1,2,2,1,12,3,1,2738.48071289063
"H41909-04-01","P41909-002",1,2,2,2,2,11,11,1,2738.48071289063
"H41910-04-01","P41910-002",1,2,2,3,1,1,11,1,2738.48071289063
"H42001-04-01","P42001-002",1,2,1,3,2,4,4,1,4114.3056640625
"H42002-04-01","P42002-001",1,2,1,2,1,12,12,2,4114.3056640625
"H42003-04-01","P42003-002",1,2,2,2,1,11,11,1,4114.3056640625
"H42004-04-01","P42004-002",1,2,1,3,2,12,2,2,4114.3056640625
"H42006-04-01","P42006-002",1,2,2,3,2,3,3,2,4114.3056640625
"H42007-04-01","P42007-001",1,2,1,2,2,6,6,2,4114.3056640625
"H42008-04-01","P42008-001",1,2,1,3,1,6,6,2,4114.3056640625
"H42009-04-01","P42009-002",1,2,2,2,2,5,5,1,4114.3056640625
"H42010-04-01","P42010-001",1,2,1,2,2,9,9,2,4114.3056640625
"H42101-04-01","P42101-002",1,2,1,3,2,4,4,2,6198.29052734375
"H42102-04-01","P42102-001",1,2,1,2,2,3,3,1,6198.29052734375
"H42103-04-01","P42103-001",1,3,1,3,2,12,12,2,6198.29052734375
"H42104-04-01","P42104-001",1,2,1,2,2,5,12,2,6198.29052734375
"H42105-04-01","P42105-002",1,2,1,2,2,12,4,2,6198.29052734375
"H42106-04-01","P42106-002",1,2,2,2,1,11,3,2,6198.29052734375
"H42107-04-01","P42107-001",1,1,1,3,2,12,12,2,6198.29052734375
"H42108-04-01","P42108-001",1,2,2,3,2,4,4,2,6198.29052734375
"H42109-04-01","P42109-002",1,2,1,2,2,2,4,2,6198.29052734375
"H42110-04-01","P42110-002",1,2,2,3,2,3,3,2,6198.29052734375
"H42201-04-02","P42201-001",1,2,1,2,2,12,2,2,2960.76196289063
"H42202-04-01","P42202-002",1,2,2,3,2,3,3,2,2960.76196289063
"H42203-04-01","P42203-001",2,2,2,2,1,4,4,2,2960.76196289063
"H42204-04-01","P42204-002",1,2,2,2,2,12,3,2,2960.76196289063
"H42205-04-01","P42205-002",1,2,2,2,2,5,5,2,2960.76196289063
"H42206-04-01","P42206-001",1,3,1,0,4,12,12,2,2960.76196289063
"H42207-04-01","P42207-001",1,2,1,2,1,12,12,2,2960.76196289063
"H42208-04-01","P42208-001",1,2,1,3,2,12,4,2,2960.76196289063
"H42210-04-01","P42210-001",1,2,1,2,2,12,5,2,2960.76196289063
"H42301-04-01","P42301-002",1,1,1,2,5,12,12,1,3080.41040039063
"H42302-04-01","P42302-002",1,2,1,2,1,11,12,1,3080.41040039063
"H42303-04-01","P42303-001",1,2,2,2,2,4,4,2,3080.41040039063
"H42304-04-01","P42304-001",1,2,1,2,2,4,4,2,3080.41040039063
"H42305-04-01","P42305-001",2,2,2,2,1,12,11,1,3080.41040039063
"H42306-04-01","P42306-001",1,1,1,2,2,4,12,2,3080.41040039063
"H42307-04-01","P42307-001",1,2,1,2,2,3,3,2,3080.41040039063
"H42308-04-01","P42308-001",1,1,1,3,2,12,2,2,3080.41040039063
"H42309-04-01","P42309-001",1,1,1,2,1,12,12,1,3080.41040039063
"H42310-04-01","P42310-005",1,2,1,2,5,12,3,2,3080.41040039063
"H42401-04-01","P42401-001",1,3,1,3,2,12,12,2,1819.81176757813
"H42402-04-02","P42402-001",1,3,1,2,2,12,12,2,1819.81176757813
"H42403-04-01","P42403-001",1,2,1,2,2,12,7,1,1819.81176757813
"H42404-04-02","P42404-002",1,1,1,3,2,2,12,2,1819.81176757813
"H42405-04-01","P42405-002",1,1,1,3,5,6,12,2,1819.81176757813
"H42406-04-01","P42406-001",1,2,1,2,1,12,12,1,1819.81176757813
"H42407-04-01","P42407-002",1,1,1,3,5,8,12,2,1819.81176757813
"H42408-04-01","P42408-001",1,2,2,3,2,6,6,2,1819.81176757813
"H42409-04-01","P42409-001",1,1,1,3,2,12,12,2,1819.81176757813
"H42410-04-01","P42410-002",1,2,1,3,2,8,8,2,1819.81176757813
"H42501-04-01","P42501-002",1,2,2,2,2,3,3,2,1631.22888183594
"H42502-04-01","P42502-001",2,1,1,2,2,12,12,2,1631.22888183594
"H42503-04-01","P42503-002",1,2,1,2,2,8,8,1,1631.22888183594
"H42504-04-01","P42504-001",1,2,1,3,2,12,4,2,1631.22888183594
"H42505-04-01","P42505-001",1,2,1,3,2,7,7,2,1631.22888183594
