"HHID","parcelID","a2bq1owned","Parcel_Resp","a2bq4","a2bq5","a2bq5_2_1","a2bq5_2","a2bq6","a2bq7","a2bq8","a2bq9","a2bq10","a2bq11","a2bq12a","a2bq12b","a2bq12a1","a2bq12b1","a2bq13","a2bq14","a2bq15","a2bq16","a2bq17","a2bq18","a2bq19","a2bq20a","a2bq20b","a2bq21a","a2bq21b","A2BQ12B_plots","A2BQ12A_plots","hh","wgt_X"
337070401,2,2,33707001,,0.300000011920929,2,2,1,1,2,,2,2,1,1,,,,2,3,2,3,2,,,,33707001,,2,2,"H33707-04-01",2240.11083984375
337070401,3,2,33707001,,0.5,1,2,3,1,2,,10,2,1,1,,,,3,1,2,2,2,,,,33707001,,3,3,"H33707-04-01",2240.11083984375
337080401,1,2,33708001,,0.5,2,2,1,1,2,,1,1,1,1,,,,1,2,2,2,2,,,,33708001,,1,1,"H33708-04-01",2240.11083984375
337080401,2,2,33708001,,1.5,1,2,5,1,2,,5,1,1,1,,,,1,2,2,2,2,,,,33708001,,4,4,"H33708-04-01",2240.11083984375
337090401,1,2,33709001,0.239999994635582,0.25,,1,3,1,2,,5,2,1,1,,,,3,1,2,2,2,,,,33709001,,1,1,"H33709-04-01",2240.11083984375
337090401,2,2,33709001,0.349999994039536,0.5,,1,1,1,2,,35,2,2,1,,,,3,1,2,2,2,,,,33709001,,1,1,"H33709-04-01",2240.11083984375
338020401,1,2,33802002,,0.25,4,2,1,6,2,,5,1,2,2,,,,1,2,2,3,2,,,,33802002,33802001,1,1,"H33802-04-01",4106.56884765625
338030401,1,2,33803001,0.349999994039536,0.25,,1,1,4,1,0,0,1,96,1,,,,1,2,2,3,2,,,,33803001,,2,,"H33803-04-01",4106.56884765625
338030401,2,2,33803001,0.629999995231628,0.5,,1,1,4,1,25000,0,2,96,1,,,,1,2,2,3,2,,,,33803001,,6,,"H33803-04-01",4106.56884765625
338030401,3,2,33803001,,0.5,1,2,2,4,1,25000,0,2,96,7,,,,3,1,3,3,2,,,,33803001,,,,"H33803-04-01",4106.56884765625
338040401,1,2,33804001,1.86000001430511,2.5,,1,1,1,2,,20,1,1,1,,,,3,1,2,2,2,,,,33804001,33804002,4,3,"H33804-04-01",4106.56884765625
338050401,1,2,33805002,,1,1,2,2,1,2,,1,1,1,1,,,,2,1,2,3,2,,,,33805002,33805003,5,2,"H33805-04-01",4106.56884765625
338060401,2,2,33806001,,1,2,2,1,4,1,200000,0,2,1,1,,,,1,2,2,3,2,,,,33806001,33806002,1,1,"H33806-04-01",4106.56884765625
338080401,2,2,33808001,,0.75,1,2,4,1,2,,8,2,1,1,,,,3,1,2,3,2,,,,33808001,,1,1,"H33808-04-01",4106.56884765625
338080401,3,2,33808001,,0.75,1,2,4,1,2,,6,2,1,5,,3,,3,1,2,3,2,,,,33808001,,,1,"H33808-04-01",4106.56884765625
338080401,4,2,33808001,,0.75,1,2,3,1,2,,1,2,1,1,,,,2,1,2,3,2,,,,33808001,,1,1,"H33808-04-01",4106.56884765625
338080401,5,2,33808001,,5,1,2,4,1,1,80000,1,1,96,1,,,,3,1,2,3,2,,,,33808001,,1,,"H33808-04-01",4106.56884765625
338090401,2,2,33809001,,1,4,2,2,6,1,30000,2,1,1,1,,,,2,2,3,5,2,,,,33809001,,3,3,"H33809-04-01",4106.56884765625
339010401,1,2,33901001,,2,1,2,3,1,2,,2,2,1,1,,,,3,1,2,2,2,,,,33901001,33901002,4,5,"H33901-04-01",4673.64306640625
339010401,2,2,33901001,,1.5,1,2,3,1,2,,0,2,5,1,1,,,2,1,2,3,2,,,,33901001,33901002,4,,"H33901-04-01",4673.64306640625
339020401,2,2,33902001,,0.5,1,2,3,1,2,,3,2,1,1,,,,1,1,2,2,2,,,,33902001,,3,4,"H33902-04-01",4673.64306640625
339030401,1,2,33903002,,0.25,1,2,2,1,2,,1,1,1,1,,,,2,1,2,2,2,,,,33903002,33903001,2,2,"H33903-04-01",4673.64306640625
339050401,1,2,33905001,,1.25,1,2,2,3,2,,20,2,1,1,,,,1,2,2,5,2,,,,33905001,,3,3,"H33905-04-01",4673.64306640625
339070401,1,2,33907001,0.209999993443489,0.300000011920929,,1,1,1,2,,10,2,2,2,,,,1,1,2,2,2,,,,33907001,,1,1,"H33907-04-01",4673.64306640625
339070401,2,2,33907001,,3,3,2,2,1,2,,3,2,1,1,,,,1,1,2,2,2,,,,33907001,,5,6,"H33907-04-01",4673.64306640625
339090401,1,2,33909001,,2,1,2,3,1,2,,2,1,1,1,,,,1,2,2,4,1,2,6,8,33909001,,4,4,"H33909-04-01",4673.64306640625
339100401,1,2,33910001,,1,1,2,2,1,2,,20,2,1,5,,3,,3,1,2,3,2,,,,33910001,,,3,"H33910-04-01",4673.64306640625
340020401,3,2,34002002,1.39999997615814,2,,1,2,1,2,,6,2,1,2,,,,3,1,2,2,2,,,,34002001,34002002,2,2,"H34002-04-01",2421.95361328125
340020401,4,2,34002002,,2,2,2,3,1,2,,1,1,1,1,,,,2,1,2,3,2,,,,34002001,34002002,1,2,"H34002-04-01",2421.95361328125
340080401,2,2,34008002,,0.5,1,2,3,1,2,,10,1,1,1,,,,2,2,2,2,2,,,,34008001,,2,1,"H34008-04-01",2421.95361328125
341020401,4,2,34102001,,2,3,2,3,1,1,50000,5,1,1,1,,,,3,1,2,3,2,,,,34102001,34102002,1,1,"H34102-04-01",3394.763671875
341090401,2,2,34109001,,0.5,2,2,1,1,2,,13,2,1,1,,,,1,2,2,3,2,,,,34109001,34109002,1,2,"H34109-04-01",3394.763671875
342020401,1,2,34202001,0.920000016689301,0.5,,1,4,6,2,,2,1,1,1,,,,3,1,2,5,2,,,,34202001,,2,2,"H34202-04-01",2461.78002929688
342020401,2,2,34202001,,0.25,1,2,4,6,2,,2,1,1,96,,,,3,1,2,5,1,2,8,,34202001,,,1,"H34202-04-01",2461.78002929688
342060401,1,2,34206001,1.29999995231628,1.5,,1,1,1,2,,27,2,2,2,,,,6,1,2,4,1,1,6,6,34206001,34206002,4,4,"H34206-04-01",2461.78002929688
343040401,2,2,34304001,,1.25,1,2,3,1,1,250000,2,2,1,1,,,,2,1,2,2,2,,,,34304001,34304002,1,1,"H34304-04-01",4167.21923828125
343050401,3,2,34305002,,0.25,1,2,3,1,1,20000,1,2,1,1,,,,2,2,2,2,2,,,,34305002,,1,1,"H34305-04-01",4167.21923828125
343050401,4,2,34305002,,0.25,1,2,3,1,1,20000,1,1,1,1,,,,2,2,2,2,2,,,,34305002,,1,1,"H34305-04-01",4167.21923828125
343050401,5,2,34305002,,0.25,1,2,3,1,2,,1,2,5,1,3,,,2,2,2,2,2,,,,34305002,,1,,"H34305-04-01",4167.21923828125
343060401,2,2,34306001,,1,1,2,2,6,2,,4,1,1,1,,,,2,1,2,3,1,2,1,6,34306001,,1,1,"H34306-04-01",4167.21923828125
343080401,3,2,34308001,,0.25,1,2,1,1,2,,0,2,96,1,,,,2,2,2,2,2,,,,34308001,,1,,"H34308-04-01",4167.21923828125
344020401,1,2,34402001,,1,4,2,2,2,2,,2,2,1,5,,2,,2,1,2,3,2,,,,34402001,34402002,,1,"H34402-04-01",6452.8603515625
344020401,2,2,34402001,,3,4,2,2,2,2,,3,1,1,1,,,,2,1,2,3,2,,,,34402001,34402002,1,1,"H34402-04-01",6452.8603515625
344050401,1,2,34405001,,1,4,2,3,3,2,,0,2,1,1,,,,2,1,2,2,2,,,,34405001,34405002,3,1,"H34405-04-01",6452.8603515625
344060401,2,2,34406002,,4,4,2,3,6,1,60000,7,1,2,2,,,,1,1,2,2,2,,,,34406001,34406002,1,1,"H34406-04-01",6452.8603515625
344060401,3,2,34406002,,3,4,2,3,2,1,60000,7,1,2,2,,,,1,1,2,2,2,,,,34406001,34406002,1,1,"H34406-04-01",6452.8603515625
344070401,2,2,34407001,,1,4,2,2,2,1,50000,0,1,1,1,,,,2,1,2,3,2,,,,34407001,34407002,1,1,"H34407-04-01",6452.8603515625
344100401,2,2,34410002,,0.25,2,2,1,1,2,,2,2,1,1,,,,3,1,2,2,2,,,,34410002,,2,1,"H34410-04-01",6452.8603515625
346070401,1,2,34607001,,1,1,2,3,1,2,,4,2,1,96,,,,1,2,2,3,2,,,,34607001,34607002,,3,"H34607-04-01",4612.7412109375
349080401,1,2,34908001,,0.25,1,2,2,1,2,,3,1,1,1,,,,3,1,3,5,1,2,6,6,34908001,,2,1,"H34908-04-01",2306.8203125
349080401,2,2,34908001,,0.119999997317791,2,2,2,1,1,10000,1,1,1,96,,,,3,1,2,2,2,,,,34908001,,,1,"H34908-04-01",2306.8203125
349080401,3,2,34908001,,0.25,2,2,2,1,2,,4,2,1,1,,,,1,1,2,2,2,,,,34908001,,2,1,"H34908-04-01",2306.8203125
350020401,2,2,35002002,,5,1,2,2,4,2,,10,2,1,1,,,,3,1,2,3,2,,,,35002001,35002004,2,2,"H35002-04-01",707.40234375
350060401,1,2,35006001,0.939999997615814,0.699999988079071,,1,1,4,2,,4,2,1,1,,,,2,2,2,3,2,,,,35006001,35006002,5,5,"H35006-04-01",707.40234375
350070401,1,2,35007001,4.76000022888184,2,,1,1,1,2,,1,2,1,1,,,,1,1,2,2,2,,,,35007001,,7,6,"H35007-04-01",707.40234375
350070401,2,2,35007001,1.60000002384186,1.5,,1,1,1,2,,3,2,1,1,,,,1,1,2,2,2,,,,35007001,,2,2,"H35007-04-01",707.40234375
350080401,2,2,35008001,,1.5,1,2,3,3,2,,20,2,1,1,,,,3,2,2,3,2,,,,35008001,35008002,3,3,"H35008-04-01",707.40234375
350090401,3,2,35009002,,1,1,2,3,4,2,,2,2,1,1,,,,1,2,2,3,2,,,,35009002,35009001,1,1,"H35009-04-01",707.40234375
350090401,5,2,35009002,,0.5,1,2,3,1,2,,3,1,1,1,,,,1,1,2,3,2,,,,35009001,35009002,2,2,"H35009-04-01",707.40234375
350090401,6,2,35009002,,1,1,2,3,1,2,,3,1,1,5,,3,,1,1,2,3,2,,,,35009002,35009001,,2,"H35009-04-01",707.40234375
350100401,2,2,35010001,0.230000004172325,0.25,,1,1,1,2,,3,2,2,2,,,,3,2,2,3,2,,8,,35010001,,1,1,"H35010-04-01",707.40234375
351010401,1,2,35101002,,0.5,1,2,3,1,2,,10,1,1,1,,,,2,3,2,3,2,,,,35101002,,1,2,"H35101-04-01",2409.94018554688
351020401,2,2,35102001,,0.25,1,2,4,1,2,,1,1,5,1,1,,,1,1,2,2,2,,,,35102001,,1,,"H35102-04-01",2409.94018554688
351030401,1,2,35103002,,1,1,2,4,3,2,,4,2,2,2,,,,1,1,2,1,2,,,,35103001,35103002,3,3,"H35103-04-01",2409.94018554688
351060401,2,2,35106001,,1.5,1,2,4,1,2,,2,1,1,1,,,,2,2,2,2,1,2,1,6,35106001,35106002,3,4,"H35106-04-01",2409.94018554688
351070401,1,2,35107001,0.280000001192093,0.200000002980232,,1,1,3,2,,10,2,1,1,,,,1,1,2,2,2,,,,35107001,,1,1,"H35107-04-01",2409.94018554688
351070401,2,2,35107001,0.109999999403954,0.200000002980232,,1,1,1,2,,10,2,1,1,,,,1,1,2,2,2,,,,35107001,,1,1,"H35107-04-01",2409.94018554688
351070401,3,2,35107001,,0.200000002980232,3,2,1,3,2,,10,2,5,1,3,,,1,1,2,2,2,,,,35107001,,1,,"H35107-04-01",2409.94018554688
351100401,2,2,35110001,,3,1,2,4,1,1,260000,2,1,1,1,,,,1,2,2,2,2,,,,35110001,,1,2,"H35110-04-01",2409.94018554688
352010401,2,2,35201001,,0.200000002980232,1,2,3,1,2,,2,2,1,1,,,,6,1,2,3,2,,,,35201001,35201002,1,1,"H35201-04-01",2257.27416992188
352030401,2,2,35203001,,0.200000002980232,1,2,3,1,1,100000,10,1,1,1,,,,1,2,2,2,2,,8,,35203001,35203002,1,1,"H35203-04-01",2257.27416992188
352030401,3,2,35203001,0.119999997317791,0.100000001490116,,1,1,1,2,,3,2,1,1,,,,2,1,2,3,1,6,6,8,35203001,35203002,1,1,"H35203-04-01",2257.27416992188
352060401,2,2,35206001,,0.5,2,2,2,1,2,,10,2,1,1,,,,1,1,2,2,2,,,,35206001,35206002,2,2,"H35206-04-01",2257.27416992188
352080401,1,2,35208001,3.55999994277954,3,,1,1,1,2,,4,2,1,1,,,,1,2,2,3,2,,6,,35208001,,2,4,"H35208-04-01",2257.27416992188
352100401,3,2,35210002,,0.400000005960464,2,2,3,1,2,,10,2,1,1,,,,1,2,2,2,2,,8,,35210002,,1,1,"H35210-04-01",2257.27416992188
353050401,2,2,35305002,,0.5,1,2,5,3,2,,0,2,1,1,,,,3,1,2,2,2,,,,35305001,35305002,1,1,"H35305-04-01",1059.9375
354020401,1,2,35402001,,0.5,2,2,1,3,2,,3,2,2,2,,,,2,2,2,2,2,,,,35402001,,1,2,"H35402-04-01",733.614135742188
354020401,2,2,35402001,,3,1,2,4,3,2,,2,2,1,1,,,,3,2,3,2,2,,,,35402001,,1,3,"H35402-04-01",733.614135742188
354030401,3,2,35403001,,1,1,2,2,1,2,,10,2,2,2,,,,2,1,2,2,2,,,,35403001,35403002,1,1,"H35403-04-01",733.614135742188
354030401,4,2,35403001,,0.5,1,2,3,3,2,,2,2,1,1,,,,2,1,2,2,2,,,,35403001,35403002,2,2,"H35403-04-01",733.614135742188
354060401,1,2,35406001,0.25,0.25,,1,1,3,6,,3,2,2,2,,,,1,2,2,3,2,,,,35406001,99999999,2,2,"H35406-04-01",733.614135742188
354090401,2,2,35409001,,1,1,2,3,1,2,,10,2,1,1,,,,2,1,2,3,2,,,,35409001,35409002,2,2,"H35409-04-01",733.614135742188
355020401,2,2,35502001,,1,1,2,1,1,2,,1,2,1,1,,,,3,1,2,3,2,,,,35502001,35502002,1,3,"H35502-04-01",5974.580078125
355050401,4,2,35505001,,0.25,1,2,4,1,2,,1,1,1,1,,,,3,2,1,3,2,,,,35505001,35505002,1,1,"H35505-04-01",5974.580078125
355060401,3,2,35506002,,0.5,2,2,2,1,2,,7,2,1,1,,,,3,2,2,2,2,,,,35506001,35506002,3,2,"H35506-04-01",5974.580078125
356040401,1,2,35604001,,0.5,2,2,1,1,1,15000,1,1,1,1,,,,1,2,2,2,2,,,,35604001,35604002,2,2,"H35604-04-01",2553.11254882813
356040401,2,2,35604001,,0.5,2,2,1,1,1,15000,1,1,1,1,,,,1,2,2,2,2,,,,35604001,35604002,1,1,"H35604-04-01",2553.11254882813
356090401,2,2,35609001,0.209999993443489,0.300000011920929,,1,1,1,2,,15,2,5,5,3,3,,1,2,2,3,2,,,,35609001,35609002,,,"H35609-04-01",2553.11254882813
357030401,2,2,35703001,,15,1,2,5,1,1,350000,1,1,1,1,,,,1,2,2,3,2,,,,35703001,,1,1,"H35703-04-01",4125.23486328125
357050401,1,2,35705001,,0.5,1,2,1,1,2,,1,1,1,5,,3,,2,2,2,3,2,,,,35705001,35705002,,1,"H35705-04-01",4125.23486328125
357060401,1,2,35706001,,1,2,2,3,1,1,50000,0,1,1,1,,,,1,1,1,1,2,,,,35706001,,2,1,"H35706-04-01",4125.23486328125
357080401,1,2,35708001,,2,1,2,3,1,2,,2,2,1,1,,,,2,1,2,3,2,,,,35708001,35708006,1,2,"H35708-04-01",4125.23486328125
357080401,2,2,35708001,,0.200000002980232,2,2,3,1,2,,2,2,5,1,3,,,3,1,2,2,2,,,,35708001,35708002,1,,"H35708-04-01",4125.23486328125
357090401,2,2,35709003,,0.25,1,2,3,1,1,20000,4,1,1,96,,,,1,2,2,2,2,,,,35709002,35709003,,2,"H35709-04-01",4125.23486328125
357090401,3,2,35709003,,0.100000001490116,2,2,1,1,2,,0,1,96,1,,,,1,1,2,5,2,,,,35709002,35709003,1,,"H35709-04-01",4125.23486328125
357100401,2,2,35710002,,2,1,2,2,1,2,,4,1,1,1,,,,2,1,2,4,1,2,8,,35710002,,1,1,"H35710-04-01",4125.23486328125
358010401,1,2,35801001,,0.25,3,2,2,1,2,,5,1,1,1,,,,3,1,2,5,2,,,,35801001,35801002,1,1,"H35801-04-01",3136.74340820313
358010401,2,2,35801001,0.620000004768372,0.600000023841858,,1,1,1,2,,0,1,1,1,,,,3,1,2,5,2,,,,35801001,35801002,1,1,"H35801-04-01",3136.74340820313
358010401,3,2,35801001,,0.200000002980232,3,2,1,1,2,,0,1,1,1,,,,3,2,2,3,2,,,,35801001,35801002,1,1,"H35801-04-01",3136.74340820313
358030401,2,2,35803001,,0.5,3,2,2,1,2,,0,2,96,1,,,,3,2,2,3,2,,,,35803002,,1,,"H35803-04-01",3136.74340820313
358040401,2,2,35804001,,1,3,2,3,1,1,130000,2,1,1,1,,,,3,2,2,5,2,,,,35804001,35804002,2,2,"H35804-04-01",3136.74340820313
358040401,3,2,35804001,0.0599999986588955,0.100000001490116,,1,1,1,2,,1,2,5,1,1,,,3,1,2,4,2,,,,35804001,35804002,1,,"H35804-04-01",3136.74340820313
358050401,2,2,35805003,,1,2,2,1,1,1,60000,10,1,1,1,,,,1,2,2,2,2,,,,35805001,,2,1,"H35805-04-01",3136.74340820313
358060401,2,2,35806001,0.990000009536743,1,,1,1,1,1,200000,2,1,1,1,,,,3,2,2,3,1,2,8,,35806001,35806002,1,1,"H35806-04-01",3136.74340820313
358060401,3,2,35806001,0.230000004172325,0.25,,1,1,1,1,30000,0,1,1,1,,,,3,1,2,3,2,,,,35806001,35806002,2,1,"H35806-04-01",3136.74340820313
358070401,1,2,35807001,0.340000003576279,0.400000005960464,,1,1,1,2,,2,2,1,5,,,,6,2,2,4,2,,,,35807001,,,2,"H35807-04-01",3136.74340820313
358070401,3,2,35807001,0.449999988079071,0.5,,1,3,1,2,,2,2,1,5,,,,3,1,2,3,2,,,,35807001,35807002,,1,"H35807-04-01",3136.74340820313
358090401,2,2,35809001,0.779999971389771,1,,1,2,1,1,80000,1,1,1,96,,,,2,2,2,4,2,,,,35809001,,,1,"H35809-04-01",3136.74340820313
358100401,2,2,35810002,0.100000001490116,0.5,,1,1,1,2,,0,1,96,1,,,,1,1,2,3,2,,,,35810001,35810002,1,,"H35810-04-01",3136.74340820313
358100401,3,2,35810002,,1,1,2,4,1,2,,0,1,96,1,,,,1,1,2,2,2,,,,35810001,35810002,1,,"H35810-04-01",3136.74340820313
359010401,1,2,35901002,0.639999985694885,0.5,,1,1,1,2,,3,1,1,5,,3,,1,2,2,2,2,,,,35901002,,,2,"H35901-04-01",2865.50756835938
359020401,2,2,35902002,,0.5,1,2,2,4,2,,2,1,2,2,,,,2,2,2,2,2,,,,35902001,35902002,1,1,"H35902-04-01",2865.50756835938
359020401,4,2,35902002,,0.5,1,2,3,4,2,,1,2,2,5,,3,,2,2,2,2,2,,,,35902001,35902002,,1,"H35902-04-01",2865.50756835938
359030401,2,2,35903001,,0.25,1,2,3,4,1,20000,1,1,1,1,,,,1,1,2,3,2,,,,35903001,,1,1,"H35903-04-01",2865.50756835938
359030401,3,2,35903001,,0.100000001490116,1,2,3,4,1,10000,0,1,96,1,,,,3,1,2,5,2,,,,35903001,,1,,"H35903-04-01",2865.50756835938
359040401,2,2,35904001,,1.5,3,2,4,1,1,80000,2,1,1,1,,,,3,1,3,2,2,,,,35904001,35904002,1,1,"H35904-04-01",2865.50756835938
359050401,3,2,35905002,,1,1,2,2,4,1,10000,2,1,1,1,,,,1,2,2,2,2,,,,35905001,35905002,3,2,"H35905-04-01",2865.50756835938
359060401,1,2,35906001,,1.5,1,2,3,4,2,,4,2,2,2,,,,2,2,2,1,2,,,,35906001,35906002,1,1,"H35906-04-01",2865.50756835938
359070401,1,2,35907001,,1.29999995231628,1,2,4,4,2,,1,2,5,2,3,,,2,1,2,1,2,,,,35907001,35907002,1,,"H35907-04-01",2865.50756835938
360040401,3,2,36004001,,1,1,2,2,4,1,150000,2,1,2,2,,,,2,1,2,2,2,,,,36004001,36004002,2,2,"H36004-04-01",3345.0654296875
360090401,1,2,36009002,0.709999978542328,0.25,,1,1,2,1,100000,10,1,1,1,,,,6,1,2,3,1,2,6,6,36009001,36009002,1,1,"H36009-04-01",3345.0654296875
360090401,2,2,36009002,,0.25,4,2,2,2,1,150000,2,1,1,5,,3,,6,1,2,2,1,2,8,,36009001,36009002,,1,"H36009-04-01",3345.0654296875
360100401,1,2,36010002,,0.25,2,2,1,1,1,0,10,2,1,1,,,,1,3,2,3,1,2,6,6,36010001,36010007,1,1,"H36010-04-01",3345.0654296875
360100401,2,2,36010002,,1,2,2,2,2,1,100000,3,1,1,1,,,,2,2,2,2,2,,8,,36010001,36010002,2,4,"H36010-04-01",3345.0654296875
361050401,2,2,36105002,,0.5,1,2,2,4,1,40000,3,1,1,1,,,,3,2,2,2,2,,,,36105002,,2,2,"H36105-04-01",1788.31005859375
361060401,2,2,36106001,,1,1,2,4,4,1,180000,2,1,1,1,,,,3,2,2,2,2,,,,36106001,,1,1,"H36106-04-01",1788.31005859375
361060401,3,2,36106001,,2,1,2,3,4,1,120000,2,1,1,1,,,,3,2,2,1,2,,,,36106003,,1,1,"H36106-04-01",1788.31005859375
361080401,1,2,36108002,1.12000000476837,1,,1,2,4,1,100000,2,1,1,1,,,,3,1,2,1,2,,,,36108001,36108002,3,2,"H36108-04-01",1788.31005859375
361090401,3,2,36109002,,0.699999988079071,1,2,4,4,2,,4,1,2,2,,,,1,1,2,2,2,,,,36109001,36109002,2,2,"H36109-04-01",1788.31005859375
361090401,4,2,36109002,,0.699999988079071,1,2,4,4,2,,3,1,2,2,,,,1,1,2,2,2,,,,36109001,36109002,1,1,"H36109-04-01",1788.31005859375
361100401,1,2,36110001,,0.5,1,2,5,4,2,,9,2,2,2,,,,1,2,2,3,1,2,6,8,36110001,,1,2,"H36110-04-01",1788.31005859375
362010401,1,2,36201002,,0.5,1,2,2,4,1,40000,2,1,1,1,,,,1,1,2,2,2,,,,36201001,,1,1,"H36201-04-01",1136.32202148438
362020401,1,2,36202002,,1,1,2,4,1,1,200000,2,1,1,1,,,,3,1,3,2,2,,,,36202001,36202002,1,3,"H36202-04-01",1136.32202148438
362060401,1,2,36206001,0.100000001490116,0.25,,1,3,4,1,0,4,2,2,2,,,,1,1,2,2,2,,,,36206001,36206002,1,1,"H36206-04-01",1136.32202148438
362060401,2,2,36206001,0.159999996423721,0.25,,1,3,4,1,0,10,2,2,2,,,,1,1,2,2,2,,,,36206001,36206002,1,1,"H36206-04-01",1136.32202148438
362100401,2,2,36210002,,0.300000011920929,4,2,1,4,1,120000,2,1,2,5,,1,,1,1,2,2,2,,,,36210002,36210003,,1,"H36210-04-01",1136.32202148438
362100401,3,2,36210002,,1,4,2,1,4,1,60000,3,1,2,5,,1,,1,1,2,2,2,,,,36210002,36210003,,1,"H36210-04-01",1136.32202148438
363090401,1,2,36309001,,0.25,1,2,1,3,1,25000,10,1,1,1,,,,3,1,3,2,2,,,,36309001,,1,100,"H36309-04-01",3302.39892578125
364010401,2,2,36401001,,0.5,1,2,4,4,2,,4,1,1,1,,,,1,2,2,2,2,,,,36401001,36401002,1,1,"H36401-04-01",1878.69799804688
364010401,3,2,36401001,,0.25,1,2,4,4,1,40000,3,1,1,1,,,,1,2,2,2,2,,,,36401001,36401003,1,1,"H36401-04-01",1878.69799804688
364030401,3,2,36403001,,0.200000002980232,1,2,3,4,1,0,0,1,96,1,,,,1,1,2,2,2,,,,36403001,,1,,"H36403-04-01",1878.69799804688
364040401,2,2,36404001,,1,1,2,1,4,1,100000,1,1,1,1,,,,1,2,2,2,2,,,,36404001,36404002,1,1,"H36404-04-01",1878.69799804688
364070401,3,2,36407002,,0.100000001490116,3,2,1,1,1,0,0,2,96,1,,,,1,2,2,2,2,,,,36407002,,2,,"H36407-04-01",1878.69799804688
364090401,2,2,36409001,,0.25,4,2,2,4,1,0,5,2,1,1,,,,1,1,2,2,2,,,,36409001,36409002,2,2,"H36409-04-01",1878.69799804688
364100401,7,2,36410001,,1,1,2,4,4,1,1,1,1,1,1,,,,1,2,2,2,2,,,,36410001,36410002,2,1,"H36410-04-01",1878.69799804688
365060401,1,2,36506002,0.730000019073486,0.5,,1,1,4,1,0,3,2,2,2,,,,1,2,2,3,2,,,,36506001,36506002,1,1,"H36506-04-01",3002.18090820313
365060401,4,2,36506002,0.469999998807907,0.5,,1,1,4,1,0,2,2,2,5,,3,,1,1,2,3,2,,,,36506001,36506002,,1,"H36506-04-01",3002.18090820313
365070401,1,2,36507001,,1,1,2,2,4,2,,10,2,1,1,,,,3,1,2,2,2,,,,36507001,36507002,1,1,"H36507-04-01",3002.18090820313
365070401,2,2,36507001,,1,1,2,3,4,1,0,1,1,1,5,,3,,1,1,2,2,2,,,,36507001,36507002,,1,"H36507-04-01",3002.18090820313
365070401,3,2,36507001,,2,2,2,1,4,1,0,2,1,1,1,,,,1,1,2,2,2,,,,36507001,36507002,1,2,"H36507-04-01",3002.18090820313
366050401,1,2,36605002,,1,3,2,2,4,1,0,1,2,1,1,,,,1,3,2,2,2,,,,36605001,36605007,1,1,"H36605-04-01",2500.58227539063
366050401,2,2,36605002,,0.25,3,2,1,4,1,0,1,2,96,1,,,,2,2,3,2,2,,,,36605001,36605007,1,,"H36605-04-01",2500.58227539063
366080401,1,2,36608001,0.759999990463257,0.5,,1,1,1,1,0,10,2,1,1,,,,1,1,2,2,1,2,8,,36608001,,3,3,"H36608-04-01",2500.58227539063
366080401,2,2,36608001,,1.5,1,2,5,4,1,0,4,2,1,1,,,,2,1,2,2,1,2,6,8,36608001,,1,1,"H36608-04-01",2500.58227539063
366080401,3,2,36608001,0.109999999403954,0.25,,1,1,1,1,0,10,2,1,1,,,,1,1,2,2,1,2,6,8,36608001,,1,1,"H36608-04-01",2500.58227539063
366090401,2,2,36609001,,0.5,1,2,3,4,1,90000,1,1,1,1,,,,1,2,2,2,2,,,,36609001,36609007,1,1,"H36609-04-01",2500.58227539063
366100401,4,2,36610001,,1,1,2,3,4,1,80000,2,1,1,1,,,,1,2,2,2,2,,,,36610001,36610002,1,1,"H36610-04-01",2500.58227539063
366100401,5,2,36610001,,1,1,2,3,4,1,100000,1,1,1,5,,3,,1,1,2,2,2,,,,36610001,36610002,,1,"H36610-04-01",2500.58227539063
366100401,6,2,36610001,,1.5,1,2,2,4,1,100000,6,2,1,1,,,,1,2,2,2,2,,,,36610001,36610002,1,1,"H36610-04-01",2500.58227539063
367010401,2,2,36701002,,2,1,2,4,4,1,0,3,2,1,1,,,,3,2,2,3,2,,,,36701002,,1,2,"H36701-04-01",1059.42810058594
367010401,3,2,36701002,,0.5,1,2,2,4,1,15000,3,1,96,1,,,,1,3,2,5,2,,,,36701002,,1,,"H36701-04-01",1059.42810058594
367020401,1,2,36702001,,0.5,1,2,3,6,1,0,17,1,2,2,,,,1,2,2,2,1,2,6,6,36702001,36702002,1,1,"H36702-04-01",1059.42810058594
367050401,2,2,36705001,,1,1,2,3,4,1,50000,12,1,2,2,,,,1,1,2,2,2,,,,36705001,36705002,1,1,"H36705-04-01",1059.42810058594
367060401,2,2,36706001,,0.25,1,2,1,6,1,0,10,1,1,1,,,,1,1,2,3,2,,,,36706001,,2,2,"H36706-04-01",1059.42810058594
367070401,1,2,36707002,,0.25,1,2,2,1,1,0,8,1,1,1,,,,2,2,2,5,2,,,,36707002,36707001,2,1,"H36707-04-01",1059.42810058594
367070401,2,2,36707002,,0.5,3,2,2,4,1,50000,1,1,1,1,,,,2,2,2,3,2,,,,36707001,36707002,1,1,"H36707-04-01",1059.42810058594
367080401,2,2,36708001,,1,1,2,3,4,1,0,8,1,2,2,,,,1,1,2,2,2,,,,36708001,,1,1,"H36708-04-01",1059.42810058594
367100401,1,2,36710001,,0.5,1,2,2,1,1,0,1,2,1,1,,,,2,1,3,5,2,,,,36710001,36710002,1,2,"H36710-04-01",1059.42810058594
