"HHID","h9q15a","h9q15b","wgt_X"
"H42305-04-01",1,2,3080.41040039063
"H42305-04-01",2,1,3080.41040039063
"H42305-04-01",3,2,3080.41040039063
"H42305-04-01",4,2,3080.41040039063
"H42305-04-01",6,2,3080.41040039063
"H42401-04-01",1,2,1819.81176757813
"H42401-04-01",2,2,1819.81176757813
"H42401-04-01",3,1,1819.81176757813
"H42401-04-01",4,1,1819.81176757813
"H42401-04-01",6,2,1819.81176757813
"H42402-04-02",1,2,1819.81176757813
"H42402-04-02",2,2,1819.81176757813
"H42402-04-02",3,1,1819.81176757813
"H42402-04-02",4,2,1819.81176757813
"H42402-04-02",6,2,1819.81176757813
"H42403-04-01",1,1,1819.81176757813
"H42403-04-01",2,1,1819.81176757813
"H42403-04-01",3,1,1819.81176757813
"H42403-04-01",4,2,1819.81176757813
"H42403-04-01",6,2,1819.81176757813
"H42404-04-02",1,2,1819.81176757813
"H42404-04-02",2,2,1819.81176757813
"H42404-04-02",3,1,1819.81176757813
"H42404-04-02",4,2,1819.81176757813
"H42404-04-02",6,2,1819.81176757813
"H43001-04-01",1,2,4328.96435546875
"H43001-04-01",2,2,4328.96435546875
"H43001-04-01",3,2,4328.96435546875
"H43001-04-01",4,1,4328.96435546875
"H43001-04-01",6,2,4328.96435546875
"H43002-04-01",1,2,4328.96435546875
"H43002-04-01",2,2,4328.96435546875
"H43002-04-01",3,1,4328.96435546875
"H43002-04-01",4,1,4328.96435546875
"H43002-04-01",6,2,4328.96435546875
"H43004-04-01",1,1,4328.96435546875
"H43004-04-01",2,1,4328.96435546875
"H43004-04-01",3,2,4328.96435546875
"H43004-04-01",4,2,4328.96435546875
"H43004-04-01",6,1,4328.96435546875
"H43005-04-01",1,2,4328.96435546875
"H43005-04-01",2,2,4328.96435546875
"H43005-04-01",3,2,4328.96435546875
"H43005-04-01",4,1,4328.96435546875
"H43005-04-01",6,2,4328.96435546875
"H43008-04-01",1,2,4328.96435546875
"H43008-04-01",2,2,4328.96435546875
"H43008-04-01",3,2,4328.96435546875
"H43008-04-01",4,1,4328.96435546875
"H43008-04-01",6,2,4328.96435546875
