"HHID","APCode","a6cq2","a6cq3a","a6cq3b","a6cq3c","a6cq3d","a6cq3e","a6cq4a","a6cq4b","a6cq4c","a6cq5a","a6cq5b","a6cq5c","a6cq6","a6cq7","a6cq8","a6cq9","a6cq10","a6cq11","a6cq12","a6cq13a","a6cq13b","a6cq14a","a6cq14b","a6cq15","a6cq15b","a6cq15c","a6cq16","hh","wgt_X"
48060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04806-04-01",2792.466796875
48060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04806-04-01",2792.466796875
48060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04806-04-01",2792.466796875
48060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04806-04-01",2792.466796875
48080401,23,1,8,4808002,4808004,4808005,,0,,,0,,,3,10,0,0,0,0,5,0,,0,,0,1,4,1,"H04808-04-01",1396.2333984375
48080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04808-04-01",1396.2333984375
48080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04808-04-01",1396.2333984375
48080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04808-04-01",1396.2333984375
48080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04808-04-01",1396.2333984375
49050401,23,1,12,4905002,4905007,4905001,4905002,0,,,0,,,7,5,0,0,0,0,0,0,,0,,0,1,3,1,"H04905-04-01",2792.466796875
49050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04905-04-01",2792.466796875
49050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04905-04-01",2792.466796875
49050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04905-04-01",2792.466796875
49050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04905-04-01",2792.466796875
49070401,23,1,9,4907006,4907001,4907001,4907002,0,,,0,,,3,6,0,0,0,0,0,0,,0,,0,1,3,1,"H04907-04-01",2792.466796875
49070401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04907-04-01",2792.466796875
49070401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04907-04-01",2792.466796875
49070401,26,1,5,4907001,4907002,4907001,4907002,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,1,3,1,"H04907-04-01",2792.466796875
49070401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04907-04-01",2792.466796875
49090401,23,1,8,4909002,4909001,4909001,4909002,0,,,0,,,21,0,0,0,0,0,21,8,3500,0,,0,1,3,1,"H04909-04-01",2792.466796875
49090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04909-04-01",2792.466796875
49090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04909-04-01",2792.466796875
49090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04909-04-01",2792.466796875
49090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04909-04-01",2792.466796875
49100401,23,1,8,4910002,4910001,4910001,4910002,0,,,0,,,5,3,0,0,0,0,0,0,,0,,0,3,3,1,"H04910-04-01",2792.466796875
49100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04910-04-01",2792.466796875
49100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04910-04-01",2792.466796875
49100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04910-04-01",2792.466796875
49100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H04910-04-01",2792.466796875
50020401,23,1,2,5002005,,5002005,,0,,,0,,,5,2,0,0,0,0,5,0,,0,,0,1,3,1,"H05002-04-01",2792.46655273438
50020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05002-04-01",2792.46655273438
50020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05002-04-01",2792.46655273438
50020401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05002-04-01",2792.46655273438
50020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05002-04-01",2792.46655273438
50030401,23,1,9,5003002,5003001,5003004,5003001,0,,,0,,,6,16,0,0,0,0,13,0,,0,,0,1,1,1,"H05003-04-01",1396.23327636719
50030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05003-04-01",1396.23327636719
50030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05003-04-01",1396.23327636719
50030401,26,1,1,5003002,5003001,5003002,5003001,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,1,1,"H05003-04-01",1396.23327636719
50030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05003-04-01",1396.23327636719
50040401,23,1,9,5004001,5004002,5004001,5004002,0,,,0,,,4,12,0,0,0,7,0,0,,0,,0,1,1,1,"H05004-04-01",2792.46655273438
50040401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05004-04-01",2792.46655273438
50040401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05004-04-01",2792.46655273438
50040401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05004-04-01",2792.46655273438
50040401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05004-04-01",2792.46655273438
50050401,23,1,9,5005001,5005002,5005001,5005002,0,,,0,,,9,12,0,0,0,0,12,0,,0,,0,1,1,1,"H05005-04-01",2792.46655273438
50050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05005-04-01",2792.46655273438
50050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05005-04-01",2792.46655273438
50050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05005-04-01",2792.46655273438
50050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05005-04-01",2792.46655273438
50070401,23,1,8,5007002,5007005,5007004,5007005,0,,,0,,,4,7,0,0,0,3,0,0,,0,,0,4,1,1,"H05007-04-01",2792.46655273438
50070401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05007-04-01",2792.46655273438
50070401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05007-04-01",2792.46655273438
50070401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05007-04-01",2792.46655273438
50070401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05007-04-01",2792.46655273438
50090401,23,1,2,5009001,,5009001,,0,,,0,,,6,0,0,0,4,0,0,0,,0,,0,1,3,1,"H05009-04-01",2792.46655273438
50090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05009-04-01",2792.46655273438
50090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05009-04-01",2792.46655273438
50090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05009-04-01",2792.46655273438
50090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05009-04-01",2792.46655273438
50100401,23,1,2,5010002,5010001,5010001,5010002,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,1,"H05010-04-01",2792.46655273438
50100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05010-04-01",2792.46655273438
50100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05010-04-01",2792.46655273438
50100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05010-04-01",2792.46655273438
50100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05010-04-01",2792.46655273438
51010401,23,1,4,5101007,5101008,5101007,5101008,0,,,0,,,5,6,0,0,7,0,0,0,,0,,0,3,3,1,"H05101-04-01",2792.466796875
51010401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05101-04-01",2792.466796875
51010401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05101-04-01",2792.466796875
51010401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05101-04-01",2792.466796875
51010401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05101-04-01",2792.466796875
51020401,23,1,6,5102004,,5102002,,0,,,0,,,3,5,0,0,0,0,1,0,,1,15000,0,6,1,1,"H05102-04-01",2792.466796875
51020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05102-04-01",2792.466796875
51020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05102-04-01",2792.466796875
51020401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05102-04-01",2792.466796875
51020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05102-04-01",2792.466796875
51060401,23,1,12,5106003,5106001,5106003,5106007,0,,,0,,,8,4,0,0,0,0,1,2,10000,0,,1,3,3,1,"H05106-04-01",2792.466796875
51060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05106-04-01",2792.466796875
51060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05106-04-01",2792.466796875
51060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05106-04-01",2792.466796875
51060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05106-04-01",2792.466796875
51080401,23,1,6,5108002,,5108001,5108002,0,,,0,,,3,9,0,0,0,3,0,0,,0,,0,6,1,1,"H05108-04-01",2792.466796875
51080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05108-04-01",2792.466796875
51080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05108-04-01",2792.466796875
51080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05108-04-01",2792.466796875
51080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05108-04-01",2792.466796875
53020401,23,1,10,5302002,5302001,5302001,5302002,0,,,0,,,12,10,0,2,0,0,10,0,,0,,0,1,6,1,"H05302-04-01",2792.466796875
53020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05302-04-01",2792.466796875
53020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05302-04-01",2792.466796875
53020401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05302-04-01",2792.466796875
53020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05302-04-01",2792.466796875
53030401,23,1,14,5303001,5303002,5303001,5303002,0,,,0,,,10,15,0,0,0,0,10,0,,0,,1,1,4,1,"H05303-04-01",2792.466796875
53030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05303-04-01",2792.466796875
53030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05303-04-01",2792.466796875
53030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05303-04-01",2792.466796875
53030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05303-04-01",2792.466796875
53040401,23,1,0,,,,,2,5304001,5304002,0,,,6,0,0,0,0,0,6,0,,0,,0,1,1,3,"H05304-04-01",2792.466796875
53040401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05304-04-01",2792.466796875
53040401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05304-04-01",2792.466796875
53040401,26,1,0,,,,,1,5304002,5304001,0,,,0,0,0,0,0,0,0,0,,0,,0,1,1,3,"H05304-04-01",2792.466796875
53040401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05304-04-01",2792.466796875
53050401,23,1,0,,,,,8,5305006,5305002,0,,,0,0,0,0,0,0,0,0,,0,,0,1,1,3,"H05305-04-01",465.4111328125
53050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05305-04-01",465.4111328125
53050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05305-04-01",465.4111328125
53050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05305-04-01",465.4111328125
53050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05305-04-01",465.4111328125
53050403,23,1,12,5305003,5305039,5305003,5305039,0,,,0,,,3,15,0,0,0,0,6,0,,0,,0,1,1,1,"H05305-04-03",465.4111328125
53050403,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05305-04-03",465.4111328125
53050403,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05305-04-03",465.4111328125
53050403,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05305-04-03",465.4111328125
53050403,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05305-04-03",465.4111328125
53060401,23,1,6,5306001,,5306001,5306003,0,,,0,,,1,10,0,0,0,1,4,0,,0,,0,1,3,1,"H05306-04-01",1396.2333984375
53060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05306-04-01",1396.2333984375
53060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05306-04-01",1396.2333984375
53060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05306-04-01",1396.2333984375
53060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05306-04-01",1396.2333984375
53080401,23,1,8,5308001,5308002,5308009,5308005,0,,,0,,,12,20,0,0,0,0,20,0,,3,11000,1,1,3,1,"H05308-04-01",2792.466796875
53080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05308-04-01",2792.466796875
53080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05308-04-01",2792.466796875
53080401,26,1,5,5308001,5308002,5308001,5308002,0,,,0,,,1,10,0,0,0,0,6,0,,0,,0,3,9,1,"H05308-04-01",2792.466796875
53080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05308-04-01",2792.466796875
53090401,23,1,13,5309001,,5309004,5309001,0,,,0,,,24,0,0,4,0,5,0,0,,0,,2,1,3,1,"H05309-04-01",2792.466796875
53090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05309-04-01",2792.466796875
53090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05309-04-01",2792.466796875
53090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05309-04-01",2792.466796875
53090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05309-04-01",2792.466796875
54040401,23,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05404-04-01",2792.46655273438
54040401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05404-04-01",2792.46655273438
54040401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05404-04-01",2792.46655273438
54040401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05404-04-01",2792.46655273438
54040401,27,1,16,5404004,5404003,5404004,5404003,0,,,0,,,4,14,0,0,0,2,0,0,,0,,0,1,3,1,"H05404-04-01",2792.46655273438
54090401,23,1,0,,,,,0,,,0,,,7,0,0,0,7,0,0,0,,0,,0,1,3,1,"H05409-04-01",2792.46655273438
54090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05409-04-01",2792.46655273438
54090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05409-04-01",2792.46655273438
54090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05409-04-01",2792.46655273438
54090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05409-04-01",2792.46655273438
57020401,23,1,5,5702007,5702001,5702007,5702001,0,,,0,,,2,6,0,0,0,0,3,0,,0,,0,1,3,1,"H05702-04-01",2792.466796875
57020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05702-04-01",2792.466796875
57020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05702-04-01",2792.466796875
57020401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05702-04-01",2792.466796875
57020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05702-04-01",2792.466796875
57030401,23,1,16,5703007,5703006,5703001,5703007,0,,,0,,,6,10,0,0,0,0,0,0,,0,,0,1,3,1,"H05703-04-01",2792.466796875
57030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05703-04-01",2792.466796875
57030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05703-04-01",2792.466796875
57030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05703-04-01",2792.466796875
57030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05703-04-01",2792.466796875
57040401,23,1,20,5704001,5704002,5704001,5704002,0,,,0,,,9,14,0,0,0,0,0,0,,2,20000,1,3,1,1,"H05704-04-01",2792.466796875
57040401,24,1,303,5704001,,5704001,,0,,,0,,,303,0,0,0,0,0,0,0,,0,,0,1,3,2,"H05704-04-01",2792.466796875
57040401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05704-04-01",2792.466796875
57040401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05704-04-01",2792.466796875
57040401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05704-04-01",2792.466796875
57090401,23,1,3,5709001,5709002,5709001,5709002,0,,,0,,,3,13,0,0,0,13,0,0,,0,,0,3,3,1,"H05709-04-01",2792.466796875
57090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05709-04-01",2792.466796875
57090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05709-04-01",2792.466796875
57090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05709-04-01",2792.466796875
57090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05709-04-01",2792.466796875
57110401,23,1,6,5711001,5711003,5711001,5711003,0,,,0,,,12,12,0,0,0,0,18,0,,0,,0,1,3,1,"H05711-04-01",1396.2333984375
57110401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05711-04-01",1396.2333984375
57110401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05711-04-01",1396.2333984375
57110401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05711-04-01",1396.2333984375
57110401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H05711-04-01",1396.2333984375
60050401,23,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06005-04-01",2551.70141601563
60050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06005-04-01",2551.70141601563
60050401,25,1,1,6005001,6005002,6005001,6005002,0,,,0,,,10,0,0,0,0,0,0,0,,9,35000,0,1,3,1,"H06005-04-01",2551.70141601563
60050401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06005-04-01",2551.70141601563
60050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06005-04-01",2551.70141601563
60060401,23,1,12,6006002,6006004,6006004,6006002,0,,,0,,,6,12,0,0,0,0,6,0,,0,,0,1,1,1,"H06006-04-01",2551.70141601563
60060401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06006-04-01",2551.70141601563
60060401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06006-04-01",2551.70141601563
60060401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06006-04-01",2551.70141601563
60060401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06006-04-01",2551.70141601563
60080401,23,1,14,6008002,6008003,6008002,6008003,0,,,0,,,15,9,0,0,3,1,4,0,,0,,2,1,3,1,"H06008-04-01",2551.70141601563
60080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06008-04-01",2551.70141601563
60080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06008-04-01",2551.70141601563
60080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06008-04-01",2551.70141601563
60080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06008-04-01",2551.70141601563
60100401,23,1,4,6010002,6010001,6010002,6010001,0,,,0,,,15,0,0,0,5,0,0,0,,6,120000,0,1,3,1,"H06010-04-01",2551.70141601563
60100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06010-04-01",2551.70141601563
60100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06010-04-01",2551.70141601563
60100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06010-04-01",2551.70141601563
60100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06010-04-01",2551.70141601563
61020401,23,1,19,6102002,6102003,6102002,6102003,0,,,0,,,15,9,0,0,0,3,0,0,,0,,2,3,4,1,"H06102-04-01",2551.70141601563
61020401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06102-04-01",2551.70141601563
61020401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06102-04-01",2551.70141601563
61020401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06102-04-01",2551.70141601563
61020401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06102-04-01",2551.70141601563
61030401,23,1,3,6103001,,6103001,,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,3,1,"H06103-04-01",2551.70141601563
61030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06103-04-01",2551.70141601563
61030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06103-04-01",2551.70141601563
61030401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06103-04-01",2551.70141601563
61030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06103-04-01",2551.70141601563
61040401,23,1,9,6104001,6104003,6104005,6104003,0,,,0,,,5,10,0,0,0,0,4,0,,0,,2,5,1,1,"H06104-04-01",850.567138671875
61040401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06104-04-01",850.567138671875
61040401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06104-04-01",850.567138671875
61040401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06104-04-01",850.567138671875
61040401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06104-04-01",850.567138671875
61050401,23,1,17,6105001,6105005,6105002,6105007,0,,,0,,,15,6,0,0,0,2,0,0,,0,,2,3,4,1,"H06105-04-01",1275.85070800781
61050401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06105-04-01",1275.85070800781
61050401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06105-04-01",1275.85070800781
61050401,26,1,6,6105001,,6105005,6105007,0,,,0,,,4,4,0,0,0,2,0,0,,0,,0,2,4,1,"H06105-04-01",1275.85070800781
61050401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06105-04-01",1275.85070800781
61050402,23,1,6,6105003,6105012,6105012,6105003,0,,,0,,,3,6,0,0,0,2,0,0,,0,,1,1,4,1,"H06105-04-02",1275.85070800781
61050402,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06105-04-02",1275.85070800781
61050402,25,1,4,6105003,6105012,6105012,6105003,0,,,0,,,7,0,0,0,0,0,0,0,,0,,3,3,4,1,"H06105-04-02",1275.85070800781
61050402,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06105-04-02",1275.85070800781
61050402,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06105-04-02",1275.85070800781
61080401,23,1,4,6108001,6108003,6108001,6108003,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,1,3,1,"H06108-04-01",2551.70141601563
61080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06108-04-01",2551.70141601563
61080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06108-04-01",2551.70141601563
61080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06108-04-01",2551.70141601563
61080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06108-04-01",2551.70141601563
61090401,23,1,21,6109001,6109002,6109002,6109005,0,,,0,,,15,20,0,0,0,0,10,0,,0,,4,1,1,1,"H06109-04-01",2551.70141601563
61090401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06109-04-01",2551.70141601563
61090401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06109-04-01",2551.70141601563
61090401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06109-04-01",2551.70141601563
61090401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06109-04-01",2551.70141601563
61100401,23,1,13,6110001,6110002,6110001,6110002,0,,,0,,,10,6,0,3,0,0,0,0,,0,,0,1,3,1,"H06110-04-01",2551.70141601563
61100401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06110-04-01",2551.70141601563
61100401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06110-04-01",2551.70141601563
61100401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06110-04-01",2551.70141601563
61100401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06110-04-01",2551.70141601563
62010401,23,1,14,6201002,,6201002,,0,,,0,,,7,27,0,0,0,20,0,0,,0,,0,1,3,1,"H06201-04-01",2551.701171875
62010401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06201-04-01",2551.701171875
62010401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06201-04-01",2551.701171875
62010401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06201-04-01",2551.701171875
62010401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06201-04-01",2551.701171875
62080401,23,1,6,6208001,6208002,6208001,6208002,0,,,0,,,6,0,0,0,0,0,0,0,,0,,0,3,3,1,"H06208-04-01",2551.701171875
62080401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06208-04-01",2551.701171875
62080401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06208-04-01",2551.701171875
62080401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06208-04-01",2551.701171875
62080401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06208-04-01",2551.701171875
63010401,23,1,5,6301001,6301006,6301001,6301006,0,,,0,,,2,8,0,0,0,2,3,0,,0,,0,1,3,1,"H06301-04-01",2551.70141601563
63010401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06301-04-01",2551.70141601563
63010401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06301-04-01",2551.70141601563
63010401,26,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06301-04-01",2551.70141601563
63010401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06301-04-01",2551.70141601563
63030401,23,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06303-04-01",850.567138671875
63030401,24,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06303-04-01",850.567138671875
63030401,25,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06303-04-01",850.567138671875
63030401,26,1,3,6303002,6303003,6303002,6303003,0,,,0,,,2,1,0,0,0,0,0,0,,0,,0,3,3,1,"H06303-04-01",850.567138671875
63030401,27,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,"H06303-04-01",850.567138671875
63050401,23,1,0,,,,,8,6305001,,0,,,0,0,0,0,0,0,0,0,,0,,0,3,3,1,"H06305-04-01",2551.70141601563
