"HHID","h14q2","h14q3","h14q4","h14q3A","h14q3B","h14q5","h14q2b","h14q8","h14q2c","h14q6","h14q7","wgt_X"
"H36605-04-01",2,2,,,,,,,,,,2500.58227539063
"H36605-04-01",3,1,,"P36605-001","P36605-002",700000,,,,,,2500.58227539063
"H36605-04-01",4,1,,"P36605-001","P36605-002",400000,,,,,,2500.58227539063
"H36605-04-01",5,2,,,,,,,,,,2500.58227539063
"H36605-04-01",6,2,,,,,,,,,,2500.58227539063
"H36605-04-01",7,2,,,,,,,,,,2500.58227539063
"H36605-04-01",8,2,,,,,,,,,,2500.58227539063
"H36605-04-01",9,2,,,,,,,,,,2500.58227539063
"H36605-04-01",10,1,1,"P36605-001","P36605-002",30000,,,,,,2500.58227539063
"H36605-04-01",11,1,1,"P36605-001","P36605-002",1500000,,,,,,2500.58227539063
"H36605-04-01",12,2,,,,,,,,,,2500.58227539063
"H36605-04-01",13,2,,,,,,,,,,2500.58227539063
"H36605-04-01",14,2,,,,,,,,,,2500.58227539063
"H36605-04-01",15,2,,,,,,,,,,2500.58227539063
"H36605-04-01",16,1,2,"P36605-001","P36605-002",50000,,,,,,2500.58227539063
"H36605-04-01",17,2,,,,,,,,,,2500.58227539063
"H36605-04-01",18,2,,,,,,,,,,2500.58227539063
"H36605-04-01",19,2,,,,,,,,,,2500.58227539063
"H36605-04-01",20,2,,,,,,,,,,2500.58227539063
"H36605-04-01",21,1,4,"P36605-001","P36605-002",200000,,,,,,2500.58227539063
"H36605-04-01",22,2,,,,,,,,,,2500.58227539063
"H36606-04-01",1,1,1,"P36606-001","P36606-002",800000,,,,,,2500.58227539063
"H36606-04-01",2,2,,,,,,,,,,2500.58227539063
"H36606-04-01",3,2,,,,,,,,,,2500.58227539063
"H36606-04-01",4,1,,"P36606-001","P36606-002",10000,,,,,,2500.58227539063
"H36606-04-01",5,2,,,,,,,,,,2500.58227539063
"H36606-04-01",6,2,,,,,,,,,,2500.58227539063
"H36606-04-01",7,2,,,,,,,,,,2500.58227539063
"H36606-04-01",8,2,,,,,,,,,,2500.58227539063
"H36606-04-01",9,2,,,,,,,,,,2500.58227539063
"H36606-04-01",10,2,,,,,,,,,,2500.58227539063
"H36606-04-01",11,2,,,,,,,,,,2500.58227539063
"H36606-04-01",12,2,,,,,,,,,,2500.58227539063
"H36606-04-01",13,2,,,,,,,,,,2500.58227539063
"H36606-04-01",14,2,,,,,,,,,,2500.58227539063
"H36606-04-01",15,2,,,,,,,,,,2500.58227539063
"H36606-04-01",16,1,1,"P36606-001",,30000,,,,,,2500.58227539063
"H36606-04-01",17,2,,,,,,,,,,2500.58227539063
"H36606-04-01",18,2,,,,,,,,,,2500.58227539063
"H36606-04-01",19,2,,,,,,,,,,2500.58227539063
"H36606-04-01",20,2,,,,,,,,,,2500.58227539063
"H36606-04-01",21,2,,,,,,,,,,2500.58227539063
"H36606-04-01",22,2,,,,,,,,,,2500.58227539063
"H36607-04-01",1,1,1,"P36607-001","P36607-002",800000,,,,,,2500.58227539063
"H36607-04-01",2,1,1,"P36607-001","P36607-002",500000,,,,,,2500.58227539063
"H36607-04-01",3,1,,"P36607-001","P36607-002",600000,,,,,,2500.58227539063
"H36607-04-01",4,1,,"P36607-001","P36607-002",70000,,,,,,2500.58227539063
"H36607-04-01",5,2,,,,,,,,,,2500.58227539063
"H36607-04-01",6,2,,,,,,,,,,2500.58227539063
"H36607-04-01",7,1,1,"P36607-001","P36607-002",15000,,,,,,2500.58227539063
"H36607-04-01",8,2,,,,,,,,,,2500.58227539063
"H36607-04-01",9,2,,,,,,,,,,2500.58227539063
"H36607-04-01",10,1,1,"P36607-001",,50000,,,,,,2500.58227539063
"H36607-04-01",11,2,,,,,,,,,,2500.58227539063
"H36607-04-01",12,2,,,,,,,,,,2500.58227539063
"H36607-04-01",13,2,,,,,,,,,,2500.58227539063
"H36607-04-01",14,2,,,,,,,,,,2500.58227539063
"H36607-04-01",15,2,,,,,,,,,,2500.58227539063
"H36607-04-01",16,2,,,,,,,,,,2500.58227539063
"H36607-04-01",17,2,,,,,,,,,,2500.58227539063
"H36607-04-01",18,2,,,,,,,,,,2500.58227539063
"H36607-04-01",19,2,,,,,,,,,,2500.58227539063
"H36607-04-01",20,2,,,,,,,,,,2500.58227539063
"H36607-04-01",21,2,,,,,,,,,,2500.58227539063
"H36607-04-01",22,2,,,,,,,,,,2500.58227539063
"H36608-04-01",1,1,1,"P36608-001",,10000000,,,,,,2500.58227539063
"H36608-04-01",2,2,,,,,,,,,,2500.58227539063
"H36608-04-01",3,1,,"P36608-001",,900000,,,,,,2500.58227539063
"H36608-04-01",4,1,,"P36608-001",,5100000,,,,,,2500.58227539063
"H36608-04-01",5,2,,,,,,,,,,2500.58227539063
"H36608-04-01",6,1,1,"P36608-001",,200000,,,,,,2500.58227539063
"H36608-04-01",7,1,1,"P36608-001",,20000,,,,,,2500.58227539063
"H36608-04-01",8,1,1,"P36608-001",,450000,,,,,,2500.58227539063
"H36608-04-01",9,2,,,,,,,,,,2500.58227539063
"H36608-04-01",10,1,1,"P36608-001",,40000,,,,,,2500.58227539063
"H36608-04-01",11,2,,,,,,,,,,2500.58227539063
"H36608-04-01",12,2,,,,,,,,,,2500.58227539063
"H36608-04-01",13,2,,,,,,,,,,2500.58227539063
"H36608-04-01",14,2,,,,,,,,,,2500.58227539063
"H36608-04-01",15,2,,,,,,,,,,2500.58227539063
"H36608-04-01",16,1,1,"P36608-001",,70000,,,,,,2500.58227539063
"H36608-04-01",17,2,,,,,,,,,,2500.58227539063
"H36608-04-01",18,2,,,,,,,,,,2500.58227539063
"H36608-04-01",19,2,,,,,,,,,,2500.58227539063
"H36608-04-01",20,2,,,,,,,,,,2500.58227539063
"H36608-04-01",21,1,5,"P36608-001","P36608-002",300000,,,,,,2500.58227539063
"H36608-04-01",22,1,1,"P36608-001",,190000,,,,,,2500.58227539063
"H36609-04-01",1,1,1,"P36609-001","P36609-007",900000,,,,,,2500.58227539063
"H36609-04-01",2,2,,,,,,,,,,2500.58227539063
"H36609-04-01",3,2,,,,,,,,,,2500.58227539063
"H36609-04-01",4,1,,"P36609-001","P36609-007",150000,,,,,,2500.58227539063
"H36609-04-01",5,2,,,,,,,,,,2500.58227539063
"H36609-04-01",6,2,,,,,,,,,,2500.58227539063
"H36609-04-01",7,1,1,"P36609-001","P36609-007",6000,,,,,,2500.58227539063
"H36609-04-01",8,2,,,,,,,,,,2500.58227539063
"H36609-04-01",9,2,,,,,,,,,,2500.58227539063
"H36609-04-01",10,2,,,,,,,,,,2500.58227539063
"H36609-04-01",11,2,,,,,,,,,,2500.58227539063
"H36609-04-01",12,2,,,,,,,,,,2500.58227539063
"H36609-04-01",13,2,,,,,,,,,,2500.58227539063
"H36609-04-01",14,2,,,,,,,,,,2500.58227539063
"H36609-04-01",15,2,,,,,,,,,,2500.58227539063
"H36609-04-01",16,1,1,"P36609-007",,30000,,,,,,2500.58227539063
"H36609-04-01",17,2,,,,,,,,,,2500.58227539063
"H36609-04-01",18,2,,,,,,,,,,2500.58227539063
"H36609-04-01",19,2,,,,,,,,,,2500.58227539063
"H36609-04-01",20,2,,,,,,,,,,2500.58227539063
"H36609-04-01",21,2,,,,,,,,,,2500.58227539063
"H36609-04-01",22,2,,,,,,,,,,2500.58227539063
"H36610-04-01",1,1,1,"P36610-001","P36610-002",400000,,,,,,2500.58227539063
"H36610-04-01",2,2,,,,,,,,,,2500.58227539063
"H36610-04-01",3,2,,,,,,,,,,2500.58227539063
"H36610-04-01",4,1,,"P36610-001","P36610-002",10000,,,,,,2500.58227539063
"H36610-04-01",5,2,,,,,,,,,,2500.58227539063
"H36610-04-01",6,2,,,,,,,,,,2500.58227539063
"H36610-04-01",7,1,1,"P36610-001","P36610-002",10000,,,,,,2500.58227539063
"H36610-04-01",8,2,,,,,,,,,,2500.58227539063
"H36610-04-01",9,2,,,,,,,,,,2500.58227539063
"H36610-04-01",10,1,1,"P36610-001","P36610-002",50000,,,,,,2500.58227539063
"H36610-04-01",11,2,,,,,,,,,,2500.58227539063
"H36610-04-01",12,2,,,,,,,,,,2500.58227539063
"H36610-04-01",13,2,,,,,,,,,,2500.58227539063
"H36610-04-01",14,2,,,,,,,,,,2500.58227539063
"H36610-04-01",15,2,,,,,,,,,,2500.58227539063
"H36610-04-01",16,1,1,"P36610-001",,30000,,,,,,2500.58227539063
"H36610-04-01",17,2,,,,,,,,,,2500.58227539063
"H36610-04-01",18,2,,,,,,,,,,2500.58227539063
"H36610-04-01",19,2,,,,,,,,,,2500.58227539063
"H36610-04-01",20,2,,,,,,,,,,2500.58227539063
"H36610-04-01",21,2,,,,,,,,,,2500.58227539063
"H36610-04-01",22,2,,,,,,,,,,2500.58227539063
"H36701-04-01",1,1,2,"P36701-001","P36701-002",8000000,,,,,,1059.42810058594
"H36701-04-01",2,2,,,,,,,,,,1059.42810058594
"H36701-04-01",3,1,,"P36701-001","P36701-002",14000000,,,,,,1059.42810058594
"H36701-04-01",4,1,,"P36701-001","P36701-002",330000,,,,,,1059.42810058594
"H36701-04-01",5,2,,,,,,,,,,1059.42810058594
"H36701-04-01",6,2,,,,,,,,,,1059.42810058594
"H36701-04-01",7,1,1,"P36701-004",,15000,,,,,,1059.42810058594
"H36701-04-01",8,2,,,,,,,,,,1059.42810058594
"H36701-04-01",9,1,1,"P36701-001",,400000,,,,,,1059.42810058594
"H36701-04-01",10,1,2,"P36701-001","P36701-003",200000,,,,,,1059.42810058594
"H36701-04-01",11,2,,,,,,,,,,1059.42810058594
"H36701-04-01",12,2,,,,,,,,,,1059.42810058594
"H36701-04-01",13,2,,,,,,,,,,1059.42810058594
"H36701-04-01",14,2,,,,,,,,,,1059.42810058594
"H36701-04-01",15,1,3,"P36701-002",,15000,,,,,,1059.42810058594
"H36701-04-01",16,1,4,"P36701-001","P36701-002",160000,,,,,,1059.42810058594
"H36701-04-01",17,2,,,,,,,,,,1059.42810058594
"H36701-04-01",18,2,,,,,,,,,,1059.42810058594
"H36701-04-01",19,2,,,,,,,,,,1059.42810058594
"H36701-04-01",20,2,,,,,,,,,,1059.42810058594
"H36701-04-01",21,1,1,"P36701-001","P36701-002",200000,,,,,,1059.42810058594
"H36701-04-01",22,2,,,,,,,,,,1059.42810058594
"H36702-04-01",1,1,1,"P36702-001","P36702-002",4000000,,,,,,1059.42810058594
"H36702-04-01",2,2,,,,,,,,,,1059.42810058594
"H36702-04-01",3,1,,"P36702-001","P36702-002",15000000,,,,,,1059.42810058594
"H36702-04-01",4,1,,"P36702-001","P36702-002",300000,,,,,,1059.42810058594
"H36702-04-01",5,2,,,,,,,,,,1059.42810058594
"H36702-04-01",6,2,,,,,,,,,,1059.42810058594
"H36702-04-01",7,1,1,"P36702-001",,15000,,,,,,1059.42810058594
"H36702-04-01",8,2,,,,,,,,,,1059.42810058594
"H36702-04-01",9,2,,,,,,,,,,1059.42810058594
"H36702-04-01",10,1,1,"P36702-001",,80000,,,,,,1059.42810058594
"H36702-04-01",11,2,,,,,,,,,,1059.42810058594
"H36702-04-01",12,2,,,,,,,,,,1059.42810058594
"H36702-04-01",13,2,,,,,,,,,,1059.42810058594
"H36702-04-01",14,2,,,,,,,,,,1059.42810058594
"H36702-04-01",15,2,,,,,,,,,,1059.42810058594
"H36702-04-01",16,1,1,"P36702-001",,40000,,,,,,1059.42810058594
"H36702-04-01",17,2,,,,,,,,,,1059.42810058594
"H36702-04-01",18,2,,,,,,,,,,1059.42810058594
"H36702-04-01",19,2,,,,,,,,,,1059.42810058594
"H36702-04-01",20,2,,,,,,,,,,1059.42810058594
"H36702-04-01",21,1,15,"P36702-001","P36702-002",100000,,,,,,1059.42810058594
"H36702-04-01",22,2,,,,,,,,,,1059.42810058594
"H36703-04-01",1,2,,,,,,,,,,1059.42810058594
"H36703-04-01",2,2,,,,,,,,,,1059.42810058594
"H36703-04-01",3,2,,,,,,,,,,1059.42810058594
"H36703-04-01",4,1,,"P36703-001",,500000,,,,,,1059.42810058594
"H36703-04-01",5,2,,,,,,,,,,1059.42810058594
"H36703-04-01",6,2,,,,,,,,,,1059.42810058594
"H36703-04-01",7,1,1,"P36703-001",,30000,,,,,,1059.42810058594
"H36703-04-01",8,2,,,,,,,,,,1059.42810058594
"H36703-04-01",9,2,,,,,,,,,,1059.42810058594
"H36703-04-01",10,2,,,,,,,,,,1059.42810058594
"H36703-04-01",11,1,1,"P36703-001",,1010000,,,,,,1059.42810058594
"H36703-04-01",12,2,,,,,,,,,,1059.42810058594
"H36703-04-01",13,2,,,,,,,,,,1059.42810058594
"H36703-04-01",14,2,,,,,,,,,,1059.42810058594
"H36703-04-01",15,2,,,,,,,,,,1059.42810058594
"H36703-04-01",16,2,,,,,,,,,,1059.42810058594
"H36703-04-01",17,2,,,,,,,,,,1059.42810058594
"H36703-04-01",18,2,,,,,,,,,,1059.42810058594
"H36703-04-01",19,2,,,,,,,,,,1059.42810058594
"H36703-04-01",20,2,,,,,,,,,,1059.42810058594
"H36703-04-01",21,1,15,"P36703-001",,30000,,,,,,1059.42810058594
"H36703-04-01",22,2,,,,,,,,,,1059.42810058594
"H36704-04-01",1,1,2,"P36704-001","P36704-002",650000,,,,,,1059.42810058594
"H36704-04-01",2,2,,,,,,,,,,1059.42810058594
"H36704-04-01",3,2,,,,,,,,,,1059.42810058594
"H36704-04-01",4,1,,"P36704-001","P36704-002",30000,,,,,,1059.42810058594
"H36704-04-01",5,2,,,,,,,,,,1059.42810058594
"H36704-04-01",6,2,,,,,,,,,,1059.42810058594
"H36704-04-01",7,2,,,,,,,,,,1059.42810058594
"H36704-04-01",8,2,,,,,,,,,,1059.42810058594
"H36704-04-01",9,2,,,,,,,,,,1059.42810058594
"H36704-04-01",10,1,1,"P36704-001","P36704-002",60000,,,,,,1059.42810058594
"H36704-04-01",11,2,,,,,,,,,,1059.42810058594
"H36704-04-01",12,2,,,,,,,,,,1059.42810058594
"H36704-04-01",13,2,,,,,,,,,,1059.42810058594
"H36704-04-01",14,2,,,,,,,,,,1059.42810058594
"H36704-04-01",15,2,,,,,,,,,,1059.42810058594
"H36704-04-01",16,2,,,,,,,,,,1059.42810058594
"H36704-04-01",17,2,,,,,,,,,,1059.42810058594
"H36704-04-01",18,2,,,,,,,,,,1059.42810058594
"H36704-04-01",19,2,,,,,,,,,,1059.42810058594
"H36704-04-01",20,2,,,,,,,,,,1059.42810058594
"H36704-04-01",21,1,1,"P36704-001","P36704-002",14000,,,,,,1059.42810058594
"H36704-04-01",22,2,,,,,,,,,,1059.42810058594
"H36705-04-01",1,1,1,"P36705-001","P36705-002",2000000,,,,,,1059.42810058594
"H36705-04-01",2,1,2,"P36705-001","P36705-002",3700000,,,,,,1059.42810058594
"H36705-04-01",3,2,,,,,,,,,,1059.42810058594
"H36705-04-01",4,1,,"P36705-001","P36705-002",230000,,,,,,1059.42810058594
"H36705-04-01",5,2,,,,,,,,,,1059.42810058594
"H36705-04-01",6,2,,,,,,,,,,1059.42810058594
"H36705-04-01",7,2,,,,,,,,,,1059.42810058594
"H36705-04-01",8,2,,,,,,,,,,1059.42810058594
"H36705-04-01",9,2,,,,,,,,,,1059.42810058594
"H36705-04-01",10,1,2,"P36705-002","P36705-003",180000,,,,,,1059.42810058594
"H36705-04-01",11,1,1,"P36705-001","P36705-003",2300000,,,,,,1059.42810058594
"H36705-04-01",12,2,,,,,,,,,,1059.42810058594
"H36705-04-01",13,2,,,,,,,,,,1059.42810058594
"H36705-04-01",14,2,,,,,,,,,,1059.42810058594
"H36705-04-01",15,2,,,,,,,,,,1059.42810058594
"H36705-04-01",16,1,4,"P36705-001","P36705-003",450000,,,,,,1059.42810058594
"H36705-04-01",17,2,,,,,,,,,,1059.42810058594
"H36705-04-01",18,2,,,,,,,,,,1059.42810058594
"H36705-04-01",19,2,,,,,,,,,,1059.42810058594
"H36705-04-01",20,2,,,,,,,,,,1059.42810058594
"H36705-04-01",21,1,2,"P36705-002","P36705-001",30000,,,,,,1059.42810058594
"H36705-04-01",22,2,,,,,,,,,,1059.42810058594
"H36706-04-01",1,1,1,"P36706-001",,100000,,,,,,1059.42810058594
"H36706-04-01",2,2,,,,,,,,,,1059.42810058594
"H36706-04-01",3,1,,"P36706-001",,1000000,,,,,,1059.42810058594
"H36706-04-01",4,1,,"P36706-001",,50000,,,,,,1059.42810058594
"H36706-04-01",5,2,,,,,,,,,,1059.42810058594
"H36706-04-01",6,2,,,,,,,,,,1059.42810058594
"H36706-04-01",7,2,,,,,,,,,,1059.42810058594
"H36706-04-01",8,2,,,,,,,,,,1059.42810058594
"H36706-04-01",9,2,,,,,,,,,,1059.42810058594
"H36706-04-01",10,1,1,"P36706-001",,50000,,,,,,1059.42810058594
"H36706-04-01",11,2,,,,,,,,,,1059.42810058594
"H36706-04-01",12,2,,,,,,,,,,1059.42810058594
"H36706-04-01",13,2,,,,,,,,,,1059.42810058594
"H36706-04-01",14,2,,,,,,,,,,1059.42810058594
"H36706-04-01",15,2,,,,,,,,,,1059.42810058594
"H36706-04-01",16,2,,,,,,,,,,1059.42810058594
"H36706-04-01",17,2,,,,,,,,,,1059.42810058594
"H36706-04-01",18,2,,,,,,,,,,1059.42810058594
"H36706-04-01",19,2,,,,,,,,,,1059.42810058594
"H36706-04-01",20,2,,,,,,,,,,1059.42810058594
"H36706-04-01",21,2,,,,,,,,,,1059.42810058594
"H36706-04-01",22,2,,,,,,,,,,1059.42810058594
"H36707-04-01",1,1,1,"P36707-001",,4000000,,,,,,1059.42810058594
"H36707-04-01",2,2,,,,,,,,,,1059.42810058594
"H36707-04-01",3,2,,,,,,,,,,1059.42810058594
"H36707-04-01",4,1,,"P36707-001","P36707-002",70000,,,,,,1059.42810058594
"H36707-04-01",5,2,,,,,,,,,,1059.42810058594
"H36707-04-01",6,2,,,,,,,,,,1059.42810058594
"H36707-04-01",7,2,,,,,,,,,,1059.42810058594
"H36707-04-01",8,2,,,,,,,,,,1059.42810058594
"H36707-04-01",9,2,,,,,,,,,,1059.42810058594
"H36707-04-01",10,1,1,"P36707-001","P36707-002",50000,,,,,,1059.42810058594
"H36707-04-01",11,1,1,"P36707-001",,1000000,,,,,,1059.42810058594
"H36707-04-01",12,2,,,,,,,,,,1059.42810058594
"H36707-04-01",13,2,,,,,,,,,,1059.42810058594
"H36707-04-01",14,2,,,,,,,,,,1059.42810058594
"H36707-04-01",15,2,,,,,,,,,,1059.42810058594
"H36707-04-01",16,1,1,"P36707-001","P36707-002",50000,,,,,,1059.42810058594
"H36707-04-01",17,2,,,,,,,,,,1059.42810058594
"H36707-04-01",18,2,,,,,,,,,,1059.42810058594
"H36707-04-01",19,2,,,,,,,,,,1059.42810058594
"H36707-04-01",20,2,,,,,,,,,,1059.42810058594
"H36707-04-01",21,1,1,"P36707-001","P36707-002",50000,,,,,,1059.42810058594
"H36707-04-01",22,2,,,,,,,,,,1059.42810058594
"H36708-04-01",1,1,1,"P36708-001",,600000,,,,,,1059.42810058594
"H36708-04-01",2,2,,,,,,,,,,1059.42810058594
"H36708-04-01",3,2,,,,,,,,,,1059.42810058594
"H36708-04-01",4,1,,"P36708-001",,35000,,,,,,1059.42810058594
"H36708-04-01",5,2,,,,,,,,,,1059.42810058594
"H36708-04-01",6,2,,,,,,,,,,1059.42810058594
"H36708-04-01",7,1,1,"P36708-001",,10000,,,,,,1059.42810058594
"H36708-04-01",8,2,,,,,,,,,,1059.42810058594
"H36708-04-01",9,2,,,,,,,,,,1059.42810058594
"H36708-04-01",10,1,1,"P36708-001",,40000,,,,,,1059.42810058594
"H36708-04-01",11,2,,,,,,,,,,1059.42810058594
"H36708-04-01",12,2,,,,,,,,,,1059.42810058594
"H36708-04-01",13,2,,,,,,,,,,1059.42810058594
"H36708-04-01",14,2,,,,,,,,,,1059.42810058594
"H36708-04-01",15,2,,,,,,,,,,1059.42810058594
"H36708-04-01",16,2,,,,,,,,,,1059.42810058594
"H36708-04-01",17,2,,,,,,,,,,1059.42810058594
"H36708-04-01",18,2,,,,,,,,,,1059.42810058594
"H36708-04-01",19,2,,,,,,,,,,1059.42810058594
"H36708-04-01",20,2,,,,,,,,,,1059.42810058594
"H36708-04-01",21,2,,,,,,,,,,1059.42810058594
"H36708-04-01",22,2,,,,,,,,,,1059.42810058594
"H36709-04-01",1,1,2,"P36709-001","P36709-002",200000,,,,,,1059.42810058594
"H36709-04-01",2,2,,,,,,,,,,1059.42810058594
"H36709-04-01",3,2,,,,,,,,,,1059.42810058594
"H36709-04-01",4,1,,"P36709-001","P36709-002",50000,,,,,,1059.42810058594
"H36709-04-01",5,2,,,,,,,,,,1059.42810058594
"H36709-04-01",6,2,,,,,,,,,,1059.42810058594
"H36709-04-01",7,2,,,,,,,,,,1059.42810058594
"H36709-04-01",8,2,,,,,,,,,,1059.42810058594
"H36709-04-01",9,2,,,,,,,,,,1059.42810058594
"H36709-04-01",10,2,,,,,,,,,,1059.42810058594
"H36709-04-01",11,2,,,,,,,,,,1059.42810058594
"H36709-04-01",12,2,,,,,,,,,,1059.42810058594
"H36709-04-01",13,2,,,,,,,,,,1059.42810058594
"H36709-04-01",14,2,,,,,,,,,,1059.42810058594
"H36709-04-01",15,2,,,,,,,,,,1059.42810058594
"H36709-04-01",16,2,,,,,,,,,,1059.42810058594
"H36709-04-01",17,2,,,,,,,,,,1059.42810058594
"H36709-04-01",18,2,,,,,,,,,,1059.42810058594
"H36709-04-01",19,2,,,,,,,,,,1059.42810058594
"H36709-04-01",20,2,,,,,,,,,,1059.42810058594
"H36709-04-01",21,1,1,"P36709-001","P36709-002",40000,,,,,,1059.42810058594
"H36709-04-01",22,2,,,,,,,,,,1059.42810058594
"H36710-04-01",1,2,,,,,,,,,,1059.42810058594
"H36710-04-01",2,2,,,,,,,,,,1059.42810058594
"H36710-04-01",3,2,,,,,,,,,,1059.42810058594
"H36710-04-01",4,1,,"P36710-001","P36710-002",50000,,,,,,1059.42810058594
"H36710-04-01",5,2,,,,,,,,,,1059.42810058594
"H36710-04-01",6,2,,,,,,,,,,1059.42810058594
"H36710-04-01",7,1,1,"P36710-001",,10000,,,,,,1059.42810058594
"H36710-04-01",8,2,,,,,,,,,,1059.42810058594
"H36710-04-01",9,2,,,,,,,,,,1059.42810058594
"H36710-04-01",10,2,,,,,,,,,,1059.42810058594
"H36710-04-01",11,2,,,,,,,,,,1059.42810058594
"H36710-04-01",12,2,,,,,,,,,,1059.42810058594
"H36710-04-01",13,2,,,,,,,,,,1059.42810058594
"H36710-04-01",14,2,,,,,,,,,,1059.42810058594
"H36710-04-01",15,2,,,,,,,,,,1059.42810058594
"H36710-04-01",16,1,1,"P36710-001",,40000,,,,,,1059.42810058594
"H36710-04-01",17,2,,,,,,,,,,1059.42810058594
"H36710-04-01",18,2,,,,,,,,,,1059.42810058594
"H36710-04-01",19,2,,,,,,,,,,1059.42810058594
"H36710-04-01",20,2,,,,,,,,,,1059.42810058594
"H36710-04-01",21,1,1,"P36710-001","P36710-002",40000,,,,,,1059.42810058594
"H36710-04-01",22,2,,,,,,,,,,1059.42810058594
"H36801-04-01",1,1,1,"P36801-001",,280000,,,,,,2047.62976074219
"H36801-04-01",2,1,1,"P36801-001",,100000,,,,,,2047.62976074219
"H36801-04-01",3,2,,,,,,,,,,2047.62976074219
"H36801-04-01",4,2,,,,,,,,,,2047.62976074219
"H36801-04-01",5,2,,,,,,,,,,2047.62976074219
"H36801-04-01",6,2,,,,,,,,,,2047.62976074219
"H36801-04-01",7,2,,,,,,,,,,2047.62976074219
"H36801-04-01",8,2,,,,,,,,,,2047.62976074219
"H36801-04-01",9,2,,,,,,,,,,2047.62976074219
"H36801-04-01",10,2,,,,,,,,,,2047.62976074219
"H36801-04-01",11,2,,,,,,,,,,2047.62976074219
"H36801-04-01",12,2,,,,,,,,,,2047.62976074219
"H36801-04-01",13,2,,,,,,,,,,2047.62976074219
"H36801-04-01",14,2,,,,,,,,,,2047.62976074219
"H36801-04-01",15,2,,,,,,,,,,2047.62976074219
"H36801-04-01",16,2,,,,,,,,,,2047.62976074219
"H36801-04-01",17,2,,,,,,,,,,2047.62976074219
"H36801-04-01",18,2,,,,,,,,,,2047.62976074219
"H36801-04-01",19,2,,,,,,,,,,2047.62976074219
"H36801-04-01",20,2,,,,,,,,,,2047.62976074219
"H36801-04-01",21,2,,,,,,,,,,2047.62976074219
"H36801-04-01",22,2,,,,,,,,,,2047.62976074219
"H36802-04-01",1,1,1,"P36802-001",,150000,,,,,,2047.62976074219
"H36802-04-01",2,1,2,"P36802-001","P36802-002",200000,,,,,,2047.62976074219
"H36802-04-01",3,2,,,,,,,,,,2047.62976074219
"H36802-04-01",4,1,,"P36802-001",,5000,,,,,,2047.62976074219
"H36802-04-01",5,2,,,,,,,,,,2047.62976074219
"H36802-04-01",6,2,,,,,,,,,,2047.62976074219
"H36802-04-01",7,2,,,,,,,,,,2047.62976074219
"H36802-04-01",8,2,,,,,,,,,,2047.62976074219
"H36802-04-01",9,2,,,,,,,,,,2047.62976074219
"H36802-04-01",10,2,,,,,,,,,,2047.62976074219
"H36802-04-01",11,2,,,,,,,,,,2047.62976074219
"H36802-04-01",12,2,,,,,,,,,,2047.62976074219
"H36802-04-01",13,2,,,,,,,,,,2047.62976074219
"H36802-04-01",14,2,,,,,,,,,,2047.62976074219
"H36802-04-01",15,2,,,,,,,,,,2047.62976074219
"H36802-04-01",16,2,,,,,,,,,,2047.62976074219
"H36802-04-01",17,2,,,,,,,,,,2047.62976074219
"H36802-04-01",18,2,,,,,,,,,,2047.62976074219
"H36802-04-01",19,2,,,,,,,,,,2047.62976074219
"H36802-04-01",20,2,,,,,,,,,,2047.62976074219
"H36802-04-01",21,2,,,,,,,,,,2047.62976074219
"H36802-04-01",22,2,,,,,,,,,,2047.62976074219
"H36803-04-01",1,1,1,"P36803-001","P36803-002",1000000,,,,,,2047.62976074219
"H36803-04-01",2,2,,,,,,,,,,2047.62976074219
"H36803-04-01",3,2,,,,,,,,,,2047.62976074219
"H36803-04-01",4,1,,"P36803-001","P36803-002",30000,,,,,,2047.62976074219
"H36803-04-01",5,2,,,,,,,,,,2047.62976074219
"H36803-04-01",6,2,,,,,,,,,,2047.62976074219
"H36803-04-01",7,1,1,"P36803-001",,10000,,,,,,2047.62976074219
"H36803-04-01",8,2,,,,,,,,,,2047.62976074219
"H36803-04-01",9,2,,,,,,,,,,2047.62976074219
"H36803-04-01",10,2,,,,,,,,,,2047.62976074219
"H36803-04-01",11,2,,,,,,,,,,2047.62976074219
"H36803-04-01",12,2,,,,,,,,,,2047.62976074219
"H36803-04-01",13,2,,,,,,,,,,2047.62976074219
"H36803-04-01",14,2,,,,,,,,,,2047.62976074219
"H36803-04-01",15,2,,,,,,,,,,2047.62976074219
"H36803-04-01",16,1,1,"P36803-002",,40000,,,,,,2047.62976074219
"H36803-04-01",17,2,,,,,,,,,,2047.62976074219
"H36803-04-01",18,2,,,,,,,,,,2047.62976074219
"H36803-04-01",19,2,,,,,,,,,,2047.62976074219
"H36803-04-01",20,2,,,,,,,,,,2047.62976074219
"H36803-04-01",21,2,,,,,,,,,,2047.62976074219
"H36803-04-01",22,2,,,,,,,,,,2047.62976074219
"H36804-04-01",1,1,1,"P36804-001",,1000000,,,,,,2047.62976074219
"H36804-04-01",2,2,,,,,,,,,,2047.62976074219
"H36804-04-01",3,2,,,,,,,,,,2047.62976074219
"H36804-04-01",4,1,,"P36804-001",,20000,,,,,,2047.62976074219
"H36804-04-01",5,2,,,,,,,,,,2047.62976074219
"H36804-04-01",6,2,,,,,,,,,,2047.62976074219
"H36804-04-01",7,2,,,,,,,,,,2047.62976074219
"H36804-04-01",8,2,,,,,,,,,,2047.62976074219
"H36804-04-01",9,2,,,,,,,,,,2047.62976074219
