"HHID","h12q1","h12q2","wgt_X"
"H20010-04-03",1,"P20010-006",821.507446289063
"H20011-04-01",2,,2464.5224609375
"H20201-04-01",1,"P20201-001",2464.5224609375
"H20202-04-01",1,"P20202-001",2464.5224609375
"H20203-04-01",2,,1232.26123046875
"H20203-04-02",2,,1232.26123046875
"H20205-04-01",1,"P20205-002",2464.5224609375
"H20206-04-01",2,,2464.5224609375
"H20207-04-01",1,"P20207-001",1232.26123046875
"H20207-04-02",2,,1232.26123046875
"H20208-04-01",2,,2464.5224609375
"H20209-04-01",1,"P20209-001",2464.5224609375
"H20210-04-01",1,"P20210-009",821.507507324219
"H20210-04-02",2,,821.507507324219
"H20210-04-03",2,,821.507507324219
"H20301-04-01",1,"P20301-001",2464.5224609375
"H20302-04-01",1,"P20302-002",2464.5224609375
"H20303-04-01",1,"P20303-002",2464.5224609375
"H20304-04-01",1,"P20304-001",2464.5224609375
"H20305-04-01",1,"P20305-002",2464.5224609375
"H20306-04-01",2,,2464.5224609375
"H20307-04-01",1,"P20307-002",2464.5224609375
"H20309-04-01",2,,2464.5224609375
"H20310-04-01",1,"P20310-011",1232.26123046875
"H20310-04-02",1,"P20310-002",1232.26123046875
"H20401-04-01",1,"P20401-002",2464.5224609375
"H20402-04-01",2,,2464.5224609375
"H20403-04-01",2,,2464.5224609375
"H20404-04-01",1,"P20404-001",2464.5224609375
"H20406-04-01",2,,2464.5224609375
"H20407-04-01",1,"P20407-002",2464.5224609375
"H20408-04-01",1,"P20408-002",2464.5224609375
"H20409-04-01",2,,2464.5224609375
"H20411-04-01",1,"P20411-002",2464.5224609375
"H20503-04-01",1,"P20503-001",2204.83032226563
"H20504-04-01",1,"P20504-011",2204.83032226563
"H20505-04-01",1,"P20505-001",2204.83032226563
"H20507-04-01",2,,1102.41516113281
"H20507-04-02",1,"P20507-021",1102.41516113281
"H20508-04-01",1,"P20508-001",2204.83032226563
"H20509-04-01",2,,2204.83032226563
"H20510-04-01",2,,2204.83032226563
"H20601-04-01",1,"P20601-002",1102.41516113281
"H20601-04-02",2,,1102.41516113281
"H20602-04-01",2,,2204.83032226563
"H20603-04-01",1,"P20603-015",734.943359375
"H20603-04-02",2,,734.943359375
"H20603-04-03",1,"P20603-001",734.943359375
"H20604-04-01",2,,2204.83032226563
"H20606-04-01",2,,1102.41516113281
"H20606-04-02",1,"P20606-010",1102.41516113281
"H20607-04-01",2,,2204.83032226563
"H20608-04-01",1,"P20608-001",2204.83032226563
"H20609-04-02",2,,2204.83032226563
"H20610-04-02",1,"P20610-010",734.943359375
"H20610-04-03",2,,734.943359375
"H20610-04-04",2,,734.943359375
"H20611-04-02",2,,2204.83032226563
"H20801-04-01",1,"P20801-013",2204.83032226563
"H20802-04-01",2,,2204.83032226563
"H20803-04-01",2,,2204.83032226563
"H20804-04-01",1,"P20804-001",2204.83032226563
"H20805-04-01",2,,1102.41516113281
"H20805-04-02",1,"P20805-014",1102.41516113281
"H20807-04-01",1,"P20807-001",2204.83032226563
"H20809-04-01",2,,2204.83032226563
"H20810-04-01",1,"P20810-004",2204.83032226563
"H20811-04-01",2,,440.966064453125
"H20811-04-02",1,"P20811-025",440.966064453125
"H20811-04-03",1,"P20811-030",440.966064453125
"H20811-04-04",2,,440.966064453125
"H20811-04-05",2,,440.966064453125
"H20901-04-01",2,,2204.83032226563
"H20902-04-01",2,,2204.83032226563
"H20903-04-02",1,"P20903-001",1102.41516113281
"H20903-04-03",2,,1102.41516113281
"H20904-04-01",2,,2204.83032226563
"H20905-04-01",1,"P20905-001",1102.41516113281
"H20905-04-02",2,,1102.41516113281
"H20906-04-01",1,"P20906-013",1102.41516113281
"H20906-04-03",1,"P20906-002",1102.41516113281
"H20907-04-01",1,"P20907-002",2204.83032226563
"H20908-04-01",2,,1102.41516113281
"H20908-04-02",1,"P20908-008",1102.41516113281
"H20909-04-01",2,,2204.83032226563
"H20910-04-01",2,,2204.83032226563
"H21101-04-01",2,,2204.83032226563
"H21102-04-01",1,"P21102-021",1102.41516113281
"H21102-04-02",2,,1102.41516113281
"H21103-04-01",2,,2204.83032226563
"H21105-04-01",2,,2204.83032226563
"H21106-04-01",2,,2204.83032226563
"H21107-04-01",1,"P21107-002",2204.83032226563
"H21108-04-01",1,"P21108-002",2204.83032226563
"H21109-04-01",1,"P21109-001",2204.83032226563
"H21110-04-01",2,,2204.83032226563
"H21401-04-01",1,"P21401-017",943.790832519531
"H21401-04-02",1,"P21401-008",943.790832519531
"H21402-04-01",1,"P21402-001",1887.58166503906
"H21403-04-01",1,"P21403-001",1887.58166503906
"H21404-04-01",1,"P21404-001",1887.58166503906
"H21405-04-01",1,"P21405-001",1887.58166503906
"H21406-04-01",1,"P21406-001",1887.58166503906
"H21407-04-01",1,"P21407-002",1887.58166503906
"H21408-04-01",1,"P21408-001",1887.58166503906
"H21409-04-01",1,"P21409-001",1887.58166503906
"H21410-04-01",2,,1887.58166503906
"H21501-04-01",1,"P21501-001",1887.58166503906
"H21502-04-01",1,"P21502-001",1887.58166503906
"H21503-04-01",1,"P21503-001",1887.58166503906
"H21505-04-01",2,,1887.58166503906
"H21506-04-01",1,"P21506-002",1887.58166503906
"H21507-04-01",1,"P21507-001",1887.58166503906
"H21509-04-01",1,"P21509-001",1887.58166503906
"H21510-04-01",1,"P21510-002",1887.58166503906
"H21601-04-01",1,"P21601-004",1887.58166503906
"H21602-04-01",1,"P21602-001",1887.58166503906
"H21603-04-01",2,,1887.58166503906
"H21608-04-01",2,,1887.58166503906
"H21609-04-01",1,"P21609-002",1887.58166503906
"H21610-04-01",2,,1887.58166503906
"H21612-04-01",1,"P21612-002",943.790832519531
"H21612-04-02",2,,943.790832519531
"H21701-04-01",2,,1887.58166503906
"H21703-04-01",1,"P21703-001",1887.58166503906
"H21704-04-01",2,,1887.58166503906
"H21705-04-01",2,,1887.58166503906
"H21706-04-01",1,"P21706-004",1887.58166503906
"H21708-04-01",1,"P21708-003",1887.58166503906
"H21709-04-01",2,,1887.58166503906
"H21710-04-01",2,,1887.58166503906
"H21711-04-01",1,"P21711-001",1887.58166503906
"H22001-04-01",1,"P22001-001",2204.83032226563
"H22002-04-01",2,,2204.83032226563
"H22003-04-01",1,"P22003-001",2204.83032226563
"H22004-04-01",1,"P22004-002",551.207580566406
"H22004-04-03",1,"P22004-018",551.207580566406
"H22004-04-04",2,,551.207580566406
"H22004-04-05",1,"P22004-023",551.207580566406
"H22006-04-01",1,"P22006-002",2204.83032226563
"H22014-04-01",1,"P22014-002",2204.83032226563
"H22101-04-01",1,"P22101-001",734.943481445313
"H22101-04-02",2,,734.943481445313
"H22101-04-03",2,,734.943481445313
"H22102-04-02",2,,2204.83032226563
"H22103-04-01",2,,2204.83032226563
"H22105-04-01",2,,2204.83032226563
"H22106-04-01",1,"P22106-012",2204.83032226563
"H22109-04-01",2,,2204.83032226563
"H22110-04-01",1,"P22110-011",367.471740722656
"H22110-04-02",2,,367.471740722656
"H22110-04-03",2,,367.471740722656
"H22110-04-04",1,"P22110-011",367.471740722656
"H22110-04-05",1,"P22110-009",367.471740722656
"H22110-04-06",1,"P22110-027",367.471740722656
"H22111-04-01",2,,2204.83032226563
"H22301-04-01",1,"P22301-006",2204.83032226563
"H22302-04-01",2,,2204.83032226563
"H22303-04-01",1,"P22303-006",551.207580566406
"H22303-04-02",1,"P22303-012",551.207580566406
"H22303-04-03",1,"P22303-017",551.207580566406
"H22303-04-04",2,,551.207580566406
"H22305-04-01",2,,2204.83032226563
"H22306-04-01",1,"P22306-001",2204.83032226563
"H22307-04-01",2,,2204.83032226563
"H22308-04-01",2,,2204.83032226563
"H22309-04-01",2,,1102.41516113281
"H22309-04-02",1,"P22309-003",1102.41516113281
"H22310-04-01",2,,2204.83032226563
"H22401-04-01",1,"P22401-001",1102.41516113281
"H22401-04-02",1,"P22401-012",1102.41516113281
"H22404-04-01",1,"P22404-002",2204.83032226563
"H22406-04-01",1,"P22406-001",2204.83032226563
"H22407-04-01",2,,734.943359375
"H22407-04-02",2,,734.943359375
"H22407-04-03",2,,734.943359375
"H22408-04-01",1,"P22408-001",2204.83032226563
"H22409-04-01",1,"P22409-002",2204.83032226563
"H22410-04-01",2,,2204.83032226563
"H22501-04-01",1,"P22501-001",2204.83032226563
"H22502-04-01",2,,1102.41516113281
"H22502-04-02",2,,1102.41516113281
"H22503-04-01",2,,1102.41516113281
"H22503-04-02",2,,1102.41516113281
"H22504-04-01",2,,2204.83032226563
"H22505-04-01",2,,2204.83032226563
"H22506-04-01",2,,2204.83032226563
"H22507-04-01",2,,2204.83032226563
"H22509-04-01",1,"P22509-002",2204.83032226563
"H22510-04-01",1,"P22510-002",2204.83032226563
"H22802-04-01",1,"P22802-002",2204.83032226563
"H22803-04-01",1,"P22803-001",2204.83032226563
"H22805-04-01",2,,2204.83032226563
"H22806-04-01",2,,2204.83032226563
"H22807-04-01",2,,2204.83032226563
"H23101-04-01",1,"P23101-001",2204.83032226563
"H23102-04-01",1,"P23102-002",2204.83032226563
"H23103-04-01",1,"P23103-001",1102.41516113281
"H23103-04-02",2,,1102.41516113281
"H23104-04-01",2,,1102.41516113281
"H23104-04-02",2,,1102.41516113281
"H23105-04-01",2,,2204.83032226563
"H23106-04-01",1,"P23106-001",2204.83032226563
"H23107-04-01",2,,2204.83032226563
"H23108-04-01",1,"P23108-002",2204.83032226563
"H23109-04-01",2,,734.943359375
"H23109-04-02",2,,734.943359375
"H23109-04-03",1,"P23109-020",734.943359375
"H23110-04-01",2,,2204.83032226563
"H23301-04-01",2,,1887.58166503906
"H23302-04-01",1,"P23302-002",1887.58166503906
"H23303-04-01",1,"P23303-014",1887.58166503906
"H23304-04-01",2,,1887.58166503906
"H23306-04-01",2,,1887.58166503906
"H23307-04-01",1,"P23307-006",1887.58166503906
"H23308-04-01",1,"P23308-001",1887.58166503906
"H23310-04-01",1,"P23310-002",1887.58166503906
"H23312-04-01",1,"P23312-007",1887.58166503906
"H23401-04-01",2,,1887.58166503906
"H23402-04-01",1,"P23402-002",1887.58166503906
"H23404-04-01",2,,943.790832519531
"H23404-04-02",1,"P23404-007",943.790832519531
"H23405-04-01",1,"P23405-002",1887.58166503906
"H23406-04-01",2,,1887.58166503906
"H23407-04-01",1,"P23407-003",943.790832519531
"H23407-04-02",1,"P23407-009",943.790832519531
"H23408-04-01",1,"P23408-002",1887.58166503906
"H23410-04-01",1,"P23410-002",1887.58166503906
"H23411-04-01",2,,1887.58166503906
"H23412-04-01",2,,1887.58166503906
"H23502-04-01",2,,2464.5224609375
"H23503-04-01",1,"P23503-019",616.130615234375
"H23503-04-02",1,"P23503-013",616.130615234375
"H23503-04-03",2,,616.130615234375
"H23503-04-04",2,,616.130615234375
"H23504-04-01",1,"P23504-001",2464.5224609375
"H23505-04-01",1,"P23505-002",2464.5224609375
"H23506-04-01",1,"P23506-001",1232.26123046875
"H23506-04-02",2,,1232.26123046875
"H23507-04-01",1,"P23507-002",2464.5224609375
"H23508-04-01",2,,2464.5224609375
"H23509-04-01",1,"P23509-007",821.507507324219
"H23509-04-02",1,"P23509-017",821.507507324219
"H23509-04-03",2,,821.507507324219
"H23510-04-01",1,"P23510-002",1232.26123046875
"H23510-04-02",1,"P23510-001",1232.26123046875
"H23513-04-01",2,,2464.5224609375
"H23601-04-01",2,,821.507507324219
"H23601-04-02",2,,821.507507324219
"H23601-04-03",2,,821.507507324219
"H23603-04-01",1,"P23603-002",2464.5224609375
"H23604-04-01",2,,2464.5224609375
"H23605-04-01",2,,2464.5224609375
"H23606-04-01",1,"P23606-001",2464.5224609375
"H23607-04-01",1,"P23607-007",492.904541015625
"H23607-04-02",1,"P23607-006",492.904541015625
"H23607-04-03",1,"P23607-014",492.904541015625
"H23607-04-04",2,,492.904541015625
"H23607-04-05",2,,492.904541015625
"H23608-04-01",1,"P23608-002",2464.5224609375
"H23610-04-01",2,,2464.5224609375
"H23701-04-01",1,"P23701-001",1232.26123046875
"H23701-04-02",1,"P23701-003",1232.26123046875
"H23702-04-01",2,,2464.5224609375
"H23703-04-01",2,,2464.5224609375
"H23705-04-01",1,"P23705-002",2464.5224609375
"H23707-04-01",2,,2464.5224609375
"H23708-04-01",1,"P23708-016",821.507446289063
"H23708-04-02",1,"P23708-004",821.507446289063
"H23708-04-03",2,,821.507446289063
"H23709-04-01",1,"P23709-002",2464.5224609375
"H23710-04-01",2,,1232.26123046875
"H23710-04-02",2,,1232.26123046875
"H23801-04-01",1,"P23801-001",2464.5224609375
"H23802-04-01",1,"P23802-001",2464.5224609375
"H23804-04-01",2,,2464.5224609375
"H23806-04-01",1,"P23806-001",1232.26123046875
"H23806-04-02",1,"P23806-006",1232.26123046875
"H23808-04-01",2,,2464.5224609375
"H23809-04-01",1,"P23809-001",2464.5224609375
"H23810-04-01",2,,2464.5224609375
"H23811-04-01",2,,2464.5224609375
"H23812-04-01",2,,2464.5224609375
"H23813-04-01",1,"P23813-011",2464.5224609375
"H23901-04-01",2,,2464.5224609375
"H23902-04-01",1,"P23902-001",2464.5224609375
"H23903-04-01",2,,2464.5224609375
"H23904-04-01",2,,2464.5224609375
"H23905-04-01",2,,1232.26123046875
"H23905-04-02",1,"P23905-005",1232.26123046875
"H23906-04-01",1,"P23906-001",2464.5224609375
"H23907-04-01",2,,2464.5224609375
"H23908-04-01",2,,2464.5224609375
"H23909-04-01",2,,2464.5224609375
"H24201-04-01",2,,2464.5224609375
"H24202-04-01",1,"P24202-001",2464.5224609375
"H24203-04-01",1,"P24203-001",1232.26123046875
"H24203-04-02",2,,1232.26123046875
"H24204-04-01",1,"P24204-001",2464.5224609375
"H24205-04-01",2,,1232.26123046875
"H24205-04-02",1,"P24205-002",1232.26123046875
"H24206-04-01",1,"P24206-002",2464.5224609375
"H24207-04-01",1,"P24207-001",2464.5224609375
"H24208-04-01",2,,2464.5224609375
"H24209-04-01",1,"P24209-001",1232.26123046875
"H24209-04-02",1,"P24209-003",1232.26123046875
"H24210-04-01",2,,1232.26123046875
"H24210-04-02",2,,1232.26123046875
"H24401-04-01",2,,821.507507324219
"H24401-04-02",2,,821.507507324219
"H24401-04-03",2,,821.507507324219
"H24403-04-01",2,,1232.26123046875
"H24403-04-02",2,,1232.26123046875
"H24407-04-01",1,"P24407-010",2464.5224609375
"H24408-04-01",2,,2464.5224609375
"H24409-04-01",1,"P24409-001",2464.5224609375
"H24411-04-01",1,"P24411-001",2464.5224609375
"H24502-04-01",1,"P24502-001",1887.58166503906
"H24505-04-01",1,"P24505-001",1887.58166503906
"H24506-04-01",2,,943.790832519531
"H24506-04-02",1,"P24506-008",943.790832519531
"H24507-04-01",1,"P24507-001",1887.58166503906
"H24509-04-01",2,,1887.58166503906
"H24510-04-01",2,,1887.58166503906
"H24511-04-01",1,"P24511-013",1887.58166503906
"H24512-04-01",2,,1887.58166503906
"H24601-04-01",2,,1887.58166503906
"H24603-04-01",1,"P24603-002",1887.58166503906
"H24604-04-01",2,,1887.58166503906
"H24605-04-01",2,,1887.58166503906
"H24606-04-01",1,"P24606-001",1887.58166503906
"H24608-04-01",2,,1887.58166503906
"H24610-04-01",1,"P24610-001",1887.58166503906
"H24801-04-01",2,,2464.5224609375
"H24802-04-01",1,"P24802-002",1232.26123046875
"H24802-04-02",1,"P24802-011",1232.26123046875
"H24803-04-01",2,,2464.5224609375
"H24804-04-01",2,,2464.5224609375
"H24805-04-01",1,"P24805-002",2464.5224609375
"H24806-04-01",2,,2464.5224609375
"H24808-04-01",2,,2464.5224609375
"H24809-04-01",2,,2464.5224609375
"H24811-04-01",1,"P24811-001",2464.5224609375
"H25001-04-01",1,"P25001-008",2464.5224609375
"H25002-04-01",2,,2464.5224609375
"H25003-04-01",2,,2464.5224609375
"H25004-04-01",1,"P25004-001",2464.5224609375
"H25005-04-01",1,"P25005-001",2464.5224609375
"H25006-04-01",2,,2464.5224609375
"H25008-04-01",1,"P25008-001",2464.5224609375
"H25009-04-01",2,,2464.5224609375
"H25011-04-01",1,"P25011-002",2464.5224609375
"H25201-04-01",2,,1721.74719238281
"H25201-04-02",2,,1721.74719238281
"H25202-04-01",2,,3443.49438476563
"H25203-04-01",2,,3443.49438476563
"H25204-04-01",2,,1721.74719238281
"H25204-04-02",2,,1721.74719238281
"H25207-04-01",2,,3443.49438476563
"H25208-04-01",1,"P25208-001",3443.49438476563
"H25209-04-01",1,"P25209-001",3443.49438476563
"H25210-04-01",2,,3443.49438476563
"H25401-04-01",1,"P25401-001",2437.248046875
"H25402-04-01",2,,1218.6240234375
"H25402-04-02",1,"P25402-006",1218.6240234375
"H25403-04-01",2,,1218.6240234375
"H25403-04-02",2,,1218.6240234375
"H25404-04-01",1,"P25404-002",2437.248046875
"H25406-04-01",1,"P25406-001",2437.248046875
"H25407-04-01",2,,2437.248046875
"H25408-04-01",1,"P25408-006",1218.6240234375
"H25408-04-02",1,"P25408-002",1218.6240234375
"H25409-04-01",1,"P25409-001",812.415954589844
"H25409-04-02",2,,812.415954589844
"H25409-04-03",2,,812.415954589844
"H25410-04-01",2,,1218.6240234375
"H25410-04-02",2,,1218.6240234375
"H25601-04-01",2,,2437.24829101563
"H25602-04-01",1,"P25602-002",2437.24829101563
"H25603-04-01",1,"P25603-003",2437.24829101563
"H25605-04-01",2,,2437.24829101563
"H25606-04-01",2,,2437.24829101563
"H25607-04-01",2,,2437.24829101563
"H25608-04-01",1,"P25608-001",2437.24829101563
"H25609-04-01",2,,348.178344726563
"H25609-04-02",1,"P25609-020",348.178344726563
"H25609-04-04",2,,348.178344726563
"H25609-04-05",1,"P25609-038",348.178344726563
"H25609-04-06",1,"P25609-016",348.178344726563
"H25609-04-07",2,,348.178344726563
"H25610-04-01",2,,812.416076660156
"H25610-04-02",1,"P25610-010",812.416076660156
"H25610-04-03",1,"P25610-005",812.416076660156
"H25701-04-01",1,"P25701-001",2437.248046875
"H25702-04-01",1,"P25702-001",1218.6240234375
"H25702-04-02",2,,1218.6240234375
"H25703-04-02",1,"P25703-001",1218.6240234375
"H25703-04-03",1,"P25703-002",1218.6240234375
"H25705-04-01",2,,1218.6240234375
"H25705-04-02",2,,1218.6240234375
"H25706-04-01",1,"P25706-002",609.31201171875
"H25706-04-02",2,,609.31201171875
"H25706-04-03",2,,609.31201171875
"H25706-04-04",2,,609.31201171875
"H25707-04-01",2,,2437.248046875
"H25708-04-01",2,,2437.248046875
"H25709-04-01",2,,2437.248046875
"H25901-04-01",2,,2437.24829101563
"H25902-04-01",1,"P25902-001",2437.24829101563
"H25903-04-01",2,,487.449645996094
"H25903-04-02",2,,487.449645996094
"H25903-04-03",2,,487.449645996094
"H25903-04-04",1,"P25903-031",487.449645996094
"H25903-04-05",1,"P25903-018",487.449645996094
"H25904-04-01",2,,2437.24829101563
"H25905-04-01",1,"P25905-002",2437.24829101563
"H25906-04-01",2,,1218.62414550781
"H25906-04-02",2,,1218.62414550781
"H25907-04-01",1,"P25907-006",2437.24829101563
"H25908-04-01",2,,2437.24829101563
"H25909-04-01",2,,2437.24829101563
"H25910-04-01",2,,812.416076660156
"H25910-04-02",2,,812.416076660156
"H25910-04-03",2,,812.416076660156
"H26008-04-01",2,,3443.49438476563
"H26009-04-01",2,,573.915710449219
"H26009-04-02",2,,573.915710449219
"H26009-04-03",2,,573.915710449219
"H26009-04-04",2,,573.915710449219
"H26009-04-05",2,,573.915710449219
"H26009-04-06",2,,573.915710449219
"H26010-04-01",1,"P26010-001",3443.49438476563
"H26012-04-01",2,,3443.49438476563
"H26102-04-02",2,,3443.49487304688
"H26106-04-01",2,,1721.74743652344
"H26106-04-02",2,,1721.74743652344
"H26107-04-01",2,,3443.49487304688
"H26108-04-01",2,,3443.49487304688
"H26109-04-01",2,,3443.49487304688
"H26110-04-01",2,,3443.49487304688
"H26111-04-01",2,,3443.49487304688
"H26201-04-01",2,,1721.74743652344
"H26201-04-03",1,"P26201-013",1721.74743652344
"H26202-04-01",1,"P26202-001",3443.49487304688
"H26203-04-01",1,"P26203-005",1721.74743652344
"H26203-04-02",1,"P26203-004",1721.74743652344
"H26204-04-01",1,"P26204-001",3443.49487304688
"H26205-04-01",1,"P26205-002",3443.49487304688
"H26206-04-01",2,,1721.74743652344
"H26206-04-02",1,"P26206-015",1721.74743652344
"H26207-04-01",2,,3443.49487304688
"H26208-04-01",1,"P26208-001",3443.49487304688
"H26209-04-01",2,,688.698974609375
"H26209-04-02",1,"P26209-014",688.698974609375
"H26209-04-03",2,,688.698974609375
"H26209-04-04",1,"P26209-020",688.698974609375
"H26209-04-05",2,,688.698974609375
"H26210-04-01",2,,3443.49487304688
"H26302-04-01",2,,3443.49438476563
"H26304-04-01",2,,3443.49438476563
"H26305-04-01",2,,3443.49438476563
"H26306-04-01",2,,3443.49438476563
"H26307-04-01",1,"P26307-001",3443.49438476563
"H26308-04-01",2,,3443.49438476563
"H26309-04-01",2,,3443.49438476563
"H26311-04-01",2,,3443.49438476563
"H26403-04-01",2,,3443.49487304688
"H26405-04-01",2,,3443.49487304688
"H26406-04-01",1,"P26406-001",3443.49487304688
"H26407-04-01",2,,3443.49487304688
"H26410-04-01",2,,3443.49487304688
"H26411-04-01",2,,860.873718261719
"H26411-04-03",2,,860.873718261719
"H26411-04-04",2,,860.873718261719
"H26416-04-01",2,,3443.49487304688
"H26501-04-01",2,,2437.248046875
"H26502-04-01",1,"P26502-007",812.415954589844
"H26502-04-02",1,"P26502-011",812.415954589844
"H26502-04-03",2,,812.415954589844
"H26503-04-01",2,,2437.248046875
"H26504-04-01",1,"P26504-001",2437.248046875
"H26505-04-01",1,"P26505-002",2437.248046875
"H26506-04-01",2,,2437.248046875
"H26507-04-01",1,"P26507-001",2437.248046875
"H26509-04-01",2,,2437.248046875
"H26511-04-01",2,,1218.6240234375
"H26511-04-02",2,,1218.6240234375
"H26602-04-01",2,,1218.6240234375
"H26602-04-02",1,"P26602-007",1218.6240234375
"H26603-04-01",2,,812.415954589844
"H26603-04-02",1,"P26603-011",812.415954589844
"H26603-04-03",2,,812.415954589844
"H26604-04-01",1,"P26604-001",2437.248046875
"H26605-04-01",2,,2437.248046875
"H26607-04-01",1,"P26607-002",2437.248046875
"H26608-04-01",2,,2437.248046875
"H26609-04-01",2,,2437.248046875
"H26610-04-01",2,,2437.248046875
"H27004-04-01",2,,3443.49438476563
"H27005-04-01",1,"P27005-002",3443.49438476563
"H27006-04-01",1,"P27006-003",1721.74719238281
"H27006-04-02",2,,1721.74719238281
"H27007-04-01",1,"P27007-002",3443.49438476563
"H27008-04-01",2,,3443.49438476563
"H27010-04-01",1,"P27010-002",1147.83142089844
"H27010-04-02",1,"P27010-003",1147.83142089844
"H27010-04-03",2,,1147.83142089844
"H27102-04-01",2,,3443.49438476563
"H27103-04-01",2,,3443.49438476563
"H27104-04-01",2,,3443.49438476563
"H27106-04-01",2,,1147.83142089844
"H27106-04-02",2,,1147.83142089844
"H27106-04-03",2,,1147.83142089844
"H27107-04-01",2,,3443.49438476563
"H27108-04-01",1,"P27108-001",3443.49438476563
"H27110-04-01",2,,3443.49438476563
"H27401-04-01",2,,3443.49487304688
"H27402-04-01",1,"P27402-001",1721.74743652344
"H27402-04-02",1,"P27402-001",1721.74743652344
"H27403-04-01",2,,3443.49487304688
"H27404-04-01",1,"P27404-001",1721.74743652344
"H27404-04-02",2,,1721.74743652344
"H27406-04-01",1,"P27406-002",3443.49487304688
"H27407-04-01",1,"P27407-001",3443.49487304688
"H27408-04-01",1,"P27408-002",3443.49487304688
"H27409-04-01",2,,3443.49487304688
"H27410-04-01",2,,3443.49487304688
"H27801-04-01",2,,3443.49438476563
"H27802-04-01",1,"P27802-002",3443.49438476563
"H27803-04-01",2,,3443.49438476563
"H27804-04-01",2,,3443.49438476563
"H27805-04-01",2,,1721.74719238281
"H27805-04-02",2,,1721.74719238281
"H27806-04-01",1,"P27806-001",1721.74719238281
"H27806-04-02",2,,1721.74719238281
"H27807-04-01",1,"P27807-003",3443.49438476563
"H27808-04-01",1,"P27808-001",1721.74719238281
"H27808-04-02",2,,1721.74719238281
"H27810-04-01",2,,3443.49438476563
"H27901-04-01",2,,3443.49438476563
"H27902-04-01",2,,3443.49438476563
"H27903-04-01",1,"P27903-002",3443.49438476563
"H27904-04-01",2,,3443.49438476563
"H27905-04-01",2,,3443.49438476563
"H27906-04-01",2,,3443.49438476563
"H27907-04-01",2,,1721.74719238281
"H27907-04-02",1,"P27907-003",1721.74719238281
"H27908-04-01",2,,1721.74719238281
"H27908-04-02",2,,1721.74719238281
"H27909-04-01",1,"P27909-001",3443.49438476563
"H27910-04-01",1,"P27910-002",3443.49438476563
"H28003-04-01",1,"P28003-001",3443.49487304688
"H28006-04-01",1,"P28006-004",3443.49487304688
"H28007-04-01",1,"P28007-002",3443.49487304688
"H28102-04-01",2,,3443.49438476563
"H28104-04-01",1,"P28104-001",3443.49438476563
"H28105-04-01",2,,3443.49438476563
"H28106-04-01",1,"P28106-008",3443.49438476563
"H28107-04-01",2,,3443.49438476563
"H28108-04-01",2,,1721.74719238281
"H28108-04-02",1,"P28108-011",1721.74719238281
"H28109-04-01",2,,1721.74719238281
"H28109-04-02",1,"P28109-004",1721.74719238281
"H28110-04-01",2,,3443.49438476563
"H28202-04-01",2,,3443.49487304688
"H28205-04-01",1,"P28205-001",1721.74743652344
"H28205-04-02",2,,1721.74743652344
"H28206-04-01",1,"P28206-001",1721.74743652344
"H28206-04-02",1,"P28206-006",1721.74743652344
"H28207-04-01",1,"P28207-003",1721.74743652344
"H28207-04-02",2,,1721.74743652344
"H28209-04-01",2,,3443.49487304688
"H28210-04-01",2,,3443.49487304688
"H28211-04-01",2,,3443.49487304688
"H28307-04-01",1,"P28307-008",3443.49438476563
"H28309-04-01",1,"P28309-002",3443.49438476563
"H28310-04-01",1,"P28310-017",3443.49438476563
"H28501-04-01",2,,2437.248046875
"H28502-04-01",1,"P28502-001",2437.248046875
"H28503-04-01",2,,2437.248046875
"H28504-04-01",2,,2437.248046875
"H28505-04-01",2,,812.415954589844
"H28505-04-02",2,,812.415954589844
"H28505-04-03",2,,812.415954589844
"H28506-04-01",2,,2437.248046875
"H28508-04-01",2,,2437.248046875
"H28509-04-01",2,,2437.248046875
"H28510-04-01",2,,2437.248046875
"H28511-04-01",2,,1218.6240234375
"H28511-04-02",1,"P28511-001",1218.6240234375
"H28702-04-01",1,"P28702-001",3443.49438476563
"H28703-04-01",1,"P28703-001",3443.49438476563
"H28705-04-01",1,"P28705-002",3443.49438476563
"H28706-04-01",1,"P28706-001",3443.49438476563
"H28709-04-01",2,,3443.49438476563
"H28710-04-01",1,"P28710-002",3443.49438476563
"H28803-04-01",1,"P28803-003",3443.49438476563
"H28805-04-01",2,,3443.49438476563
"H28807-04-01",2,,3443.49438476563
"H28810-04-01",2,,3443.49438476563
"H29002-04-01",2,,3443.49438476563
"H29003-04-01",2,,3443.49438476563
"H29004-04-01",1,"P29004-001",3443.49438476563
"H29005-04-01",2,,3443.49438476563
"H29006-04-01",2,,3443.49438476563
"H29101-04-01",2,,3443.49438476563
"H29202-04-01",1,"P29202-002",2437.248046875
"H29203-04-01",1,"P29203-002",2437.248046875
"H29205-04-01",2,,2437.248046875
"H29208-04-01",1,"P29208-002",2437.248046875
"H29209-04-01",2,,2437.248046875
"H29210-04-01",2,,1218.6240234375
"H29210-04-02",1,"P29210-001",1218.6240234375
"H29401-04-01",1,"P29401-003",2437.248046875
"H29402-04-01",2,,2437.248046875
"H29403-04-01",1,"P29403-001",2437.248046875
"H29404-04-01",1,"P29404-002",2437.248046875
"H29405-04-01",1,"P29405-001",2437.248046875
"H29406-04-01",2,,2437.248046875
"H29407-04-01",1,"P29407-001",2437.248046875
"H29408-04-01",2,,2437.248046875
"H29409-04-01",2,,2437.248046875
