"HHID","PID","T6FQ02a","T6FQ02b","wgt_X"
"H12401-04-01","P12401-002",2,,2272.64404296875
"H12402-04-01","P12402-004",2,,2272.64404296875
"H12402-04-01","P12402-005",2,,2272.64404296875
"H12402-04-01","P12402-011",2,,2272.64404296875
"H12402-04-01","P12402-009",1,14,2272.64404296875
"H12402-04-01","P12402-014",2,,2272.64404296875
"H12402-04-01","P12402-015",2,,2272.64404296875
"H12402-04-01","P12402-008",2,,2272.64404296875
"H12402-04-01","P12402-010",2,,2272.64404296875
"H12402-04-01","P12402-012",2,,2272.64404296875
"H12402-04-01","P12402-013",2,,2272.64404296875
"H12402-04-01","P12402-003",2,,2272.64404296875
"H12402-04-01","P12402-002",1,14,2272.64404296875
"H12402-04-01","P12402-001",2,,2272.64404296875
"H12402-04-01","P12402-007",2,,2272.64404296875
"H12402-04-01","P12402-006",2,,2272.64404296875
"H12404-04-01","P12404-001",1,3,2272.64404296875
"H12404-04-01","P12404-011",2,,2272.64404296875
"H12404-04-01","P12404-003",2,,2272.64404296875
"H12404-04-01","P12404-002",2,,2272.64404296875
"H12404-04-01","P12404-008",2,,2272.64404296875
"H12404-04-01","P12404-007",1,14,2272.64404296875
"H12404-04-01","P12404-004",1,14,2272.64404296875
"H12404-04-01","P12404-005",1,14,2272.64404296875
"H12407-04-01","P12407-001",2,,1136.32202148438
"H12407-04-02","P12407-010",,,1136.32202148438
"H12407-04-02","P12407-008",2,,1136.32202148438
"H12407-04-02","P12407-003",2,,1136.32202148438
"H12407-04-02","P12407-002",2,,1136.32202148438
"H12407-04-02","P12407-007",2,,1136.32202148438
"H12407-04-02","P12407-009",1,14,1136.32202148438
"H12407-04-02","P12407-006",2,,1136.32202148438
"H12408-04-01","P12408-004",2,,2272.64404296875
"H12408-04-01","P12408-006",2,,2272.64404296875
"H12408-04-01","P12408-001",2,,2272.64404296875
"H12408-04-01","P12408-005",2,,2272.64404296875
"H12408-04-01","P12408-008",2,,2272.64404296875
"H12408-04-01","P12408-002",2,,2272.64404296875
"H12408-04-01","P12408-003",2,,2272.64404296875
"H12409-04-01","P12409-012",2,,2272.64404296875
"H12409-04-01","P12409-005",2,,2272.64404296875
"H12409-04-01","P12409-003",2,,2272.64404296875
"H12409-04-01","P12409-011",2,,2272.64404296875
"H12409-04-01","P12409-001",2,,2272.64404296875
"H12409-04-01","P12409-004",1,14,2272.64404296875
"H12409-04-01","P12409-010",1,7,2272.64404296875
"H12409-04-01","P12409-006",2,,2272.64404296875
"H12409-04-01","P12409-002",2,,2272.64404296875
"H12411-04-01","P12411-002",2,,2272.64404296875
"H12411-04-01","P12411-017",2,,2272.64404296875
"H12411-04-01","P12411-009",1,14,2272.64404296875
"H12411-04-01","P12411-016",2,,2272.64404296875
"H12411-04-01","P12411-018",2,,2272.64404296875
"H12411-04-01","P12411-003",2,,2272.64404296875
"H12411-04-01","P12411-004",1,14,2272.64404296875
"H12411-04-01","P12411-019",2,,2272.64404296875
"H12411-04-01","P12411-014",1,14,2272.64404296875
"H12411-04-01","P12411-015",1,14,2272.64404296875
"H12411-04-01","P12411-001",2,,2272.64404296875
"H12411-04-01","P12411-013",2,,2272.64404296875
"H12411-04-01","P12411-005",1,14,2272.64404296875
"H12501-04-01","P12501-003",2,,2272.64404296875
"H12501-04-01","P12501-012",2,,2272.64404296875
"H12501-04-01","P12501-002",2,,2272.64404296875
"H12501-04-01","P12501-005",1,14,2272.64404296875
"H12501-04-01","P12501-007",2,,2272.64404296875
"H12501-04-01","P12501-008",2,,2272.64404296875
"H12501-04-01","P12501-001",2,,2272.64404296875
"H12501-04-01","P12501-014",2,,2272.64404296875
"H12501-04-01","P12501-013",2,,2272.64404296875
"H12501-04-01","P12501-006",2,,2272.64404296875
"H12501-04-01","P12501-004",2,,2272.64404296875
"H12502-04-01","P12502-011",2,,2272.64404296875
"H12502-04-01","P12502-002",2,,2272.64404296875
"H12502-04-01","P12502-005",1,14,2272.64404296875
"H12502-04-01","P12502-012",2,,2272.64404296875
"H12502-04-01","P12502-006",1,14,2272.64404296875
"H12502-04-01","P12502-010",2,,2272.64404296875
"H12502-04-01","P12502-007",2,,2272.64404296875
"H12502-04-01","P12502-001",2,,2272.64404296875
"H12502-04-01","P12502-009",2,,2272.64404296875
"H12502-04-01","P12502-003",2,,2272.64404296875
"H12502-04-01","P12502-008",2,,2272.64404296875
"H12502-04-01","P12502-004",2,,2272.64404296875
"H12504-04-01","P12504-001",2,,2272.64404296875
"H12504-04-01","P12504-002",2,,2272.64404296875
"H12505-04-01","P12505-005",2,,2272.64404296875
"H12505-04-01","P12505-001",2,,2272.64404296875
"H12505-04-01","P12505-006",2,,2272.64404296875
"H12505-04-01","P12505-002",2,,2272.64404296875
"H12505-04-01","P12505-003",2,,2272.64404296875
"H12506-04-01","P12506-001",1,6,2272.64404296875
"H12506-04-01","P12506-002",2,,2272.64404296875
"H12506-04-01","P12506-008",2,,2272.64404296875
"H12506-04-01","P12506-003",2,,2272.64404296875
"H12506-04-01","P12506-005",2,,2272.64404296875
"H12506-04-01","P12506-012",2,,2272.64404296875
"H12506-04-01","P12506-009",2,,2272.64404296875
"H12506-04-01","P12506-007",2,,2272.64404296875
"H12506-04-01","P12506-006",2,,2272.64404296875
"H12506-04-01","P12506-011",2,,2272.64404296875
"H12506-04-01","P12506-004",2,,2272.64404296875
"H12507-04-01","P12507-005",2,,2272.64404296875
"H12507-04-01","P12507-003",2,,2272.64404296875
"H12507-04-01","P12507-001",2,,2272.64404296875
"H12507-04-01","P12507-009",2,,2272.64404296875
"H12507-04-01","P12507-008",2,,2272.64404296875
"H12507-04-01","P12507-007",2,,2272.64404296875
"H12507-04-01","P12507-004",2,,2272.64404296875
"H12507-04-01","P12507-002",2,,2272.64404296875
"H12509-04-01","P12509-022",,,2272.64404296875
"H12509-04-01","P12509-002",2,,2272.64404296875
"H12509-04-01","P12509-009",2,,2272.64404296875
"H12509-04-01","P12509-008",2,,2272.64404296875
"H12509-04-01","P12509-003",2,,2272.64404296875
"H12509-04-01","P12509-004",2,,2272.64404296875
"H12509-04-01","P12509-005",2,,2272.64404296875
"H12509-04-01","P12509-001",2,,2272.64404296875
"H12509-04-01","P12509-016",2,,2272.64404296875
"H12509-04-01","P12509-006",2,,2272.64404296875
"H12510-04-01","P12510-009",2,,2272.64404296875
"H12510-04-01","P12510-012",2,,2272.64404296875
"H12510-04-01","P12510-007",1,5,2272.64404296875
"H12510-04-01","P12510-011",2,,2272.64404296875
"H12510-04-01","P12510-001",1,8,2272.64404296875
"H12510-04-01","P12510-013",2,,2272.64404296875
"H12510-04-01","P12510-004",2,,2272.64404296875
"H12510-04-01","P12510-008",2,,2272.64404296875
"H12510-04-01","P12510-010",2,,2272.64404296875
"H12510-04-01","P12510-006",1,5,2272.64404296875
"H12510-04-01","P12510-014",2,,2272.64404296875
"H12510-04-01","P12510-002",2,,2272.64404296875
"H12510-04-01","P12510-005",2,,2272.64404296875
"H12512-04-01","P12512-008",2,,2272.64404296875
"H12512-04-01","P12512-003",2,,2272.64404296875
"H12512-04-01","P12512-004",2,,2272.64404296875
"H12512-04-01","P12512-002",1,4,2272.64404296875
"H12512-04-01","P12512-001",2,,2272.64404296875
"H12601-04-01","P12601-001",2,,2272.6435546875
"H12601-04-01","P12601-007",2,,2272.6435546875
"H12601-04-01","P12601-008",2,,2272.6435546875
"H12603-04-01","P12603-006",2,,2272.6435546875
"H12603-04-01","P12603-002",2,,2272.6435546875
"H12603-04-01","P12603-010",2,,2272.6435546875
"H12603-04-01","P12603-003",1,14,2272.6435546875
"H12603-04-01","P12603-005",1,14,2272.6435546875
"H12603-04-01","P12603-004",1,14,2272.6435546875
"H12603-04-01","P12603-001",1,10,2272.6435546875
"H12603-04-01","P12603-008",2,,2272.6435546875
"H12604-04-01","P12604-011",2,,2272.6435546875
"H12604-04-01","P12604-012",2,,2272.6435546875
"H12604-04-01","P12604-009",1,14,2272.6435546875
"H12604-04-01","P12604-010",1,14,2272.6435546875
"H12604-04-01","P12604-014",,,2272.6435546875
"H12604-04-01","P12604-001",2,,2272.6435546875
"H12604-04-01","P12604-013",,,2272.6435546875
"H12605-04-01","P12605-005",1,5,2272.6435546875
"H12605-04-01","P12605-009",2,,2272.6435546875
"H12605-04-01","P12605-007",2,,2272.6435546875
"H12605-04-01","P12605-006",2,,2272.6435546875
"H12605-04-01","P12605-001",1,7,2272.6435546875
"H12605-04-01","P12605-002",2,,2272.6435546875
"H12605-04-01","P12605-003",1,5,2272.6435546875
"H12605-04-01","P12605-004",1,5,2272.6435546875
"H12605-04-01","P12605-008",1,14,2272.6435546875
"H12605-04-01","P12605-010",2,,2272.6435546875
"H12606-04-01","P12606-011",2,,1136.32177734375
"H12606-04-01","P12606-008",2,,1136.32177734375
"H12606-04-01","P12606-001",2,,1136.32177734375
"H12606-04-01","P12606-013",2,,1136.32177734375
"H12606-04-01","P12606-004",2,,1136.32177734375
"H12606-04-01","P12606-012",2,,1136.32177734375
"H12606-04-02","P12606-015",2,,1136.32177734375
"H12606-04-02","P12606-002",2,,1136.32177734375
"H12606-04-02","P12606-014",2,,1136.32177734375
"H12606-04-02","P12606-016",2,,1136.32177734375
"H12607-04-01","P12607-005",2,,2272.6435546875
"H12607-04-01","P12607-004",2,,2272.6435546875
"H12607-04-01","P12607-002",2,,2272.6435546875
"H12609-04-01","P12609-001",1,14,2272.6435546875
"H12610-04-01","P12610-001",2,,1136.32177734375
"H12610-04-01","P12610-004",2,,1136.32177734375
"H12610-04-01","P12610-002",1,14,1136.32177734375
"H12610-04-02","P12610-003",2,,1136.32177734375
"H12610-04-02","P12610-010",2,,1136.32177734375
"H12610-04-02","P12610-011",2,,1136.32177734375
"H12610-04-02","P12610-009",2,,1136.32177734375
"H12611-04-01","P12611-003",1,14,2272.6435546875
"H12611-04-01","P12611-007",1,14,2272.6435546875
"H12611-04-01","P12611-005",1,14,2272.6435546875
"H12611-04-01","P12611-002",2,,2272.6435546875
"H12611-04-01","P12611-004",1,14,2272.6435546875
"H12611-04-01","P12611-006",2,,2272.6435546875
"H12611-04-01","P12611-001",2,,2272.6435546875
"H12611-04-01","P12611-008",2,,2272.6435546875
"H12701-04-01","P12701-021",1,14,1136.32177734375
"H12701-04-01","P12701-001",2,,1136.32177734375
"H12701-04-01","P12701-005",2,,1136.32177734375
"H12701-04-01","P12701-004",2,,1136.32177734375
"H12701-04-01","P12701-002",1,14,1136.32177734375
"H12701-04-01","P12701-006",2,,1136.32177734375
"H12701-04-01","P12701-003",2,,1136.32177734375
"H12701-04-01","P12701-020",2,,1136.32177734375
"H12701-04-02","P12701-008",1,2,1136.32177734375
"H12701-04-02","P12701-007",1,2,1136.32177734375
"H12703-04-01","P12703-007",2,,2272.6435546875
"H12703-04-01","P12703-003",2,,2272.6435546875
"H12703-04-01","P12703-004",2,,2272.6435546875
"H12703-04-01","P12703-002",2,,2272.6435546875
"H12703-04-01","P12703-001",2,,2272.6435546875
"H12704-04-01","P12704-005",2,,2272.6435546875
"H12704-04-01","P12704-006",2,,2272.6435546875
"H12704-04-01","P12704-012",,,2272.6435546875
"H12704-04-01","P12704-002",2,,2272.6435546875
"H12704-04-01","P12704-010",1,14,2272.6435546875
"H12704-04-01","P12704-003",2,,2272.6435546875
"H12704-04-01","P12704-004",2,,2272.6435546875
"H12704-04-01","P12704-007",2,,2272.6435546875
"H12704-04-01","P12704-008",2,,2272.6435546875
"H12704-04-01","P12704-009",2,,2272.6435546875
"H12704-04-01","P12704-011",2,,2272.6435546875
"H12704-04-01","P12704-001",2,,2272.6435546875
"H12705-04-01","P12705-003",2,,2272.6435546875
"H12705-04-01","P12705-009",2,,2272.6435546875
"H12705-04-01","P12705-006",2,,2272.6435546875
"H12705-04-01","P12705-004",2,,2272.6435546875
"H12705-04-01","P12705-005",2,,2272.6435546875
"H12705-04-01","P12705-001",2,,2272.6435546875
"H12705-04-01","P12705-002",2,,2272.6435546875
"H12705-04-01","P12705-008",2,,2272.6435546875
"H12705-04-01","P12705-007",2,,2272.6435546875
"H12706-04-01","P12706-002",2,,2272.6435546875
"H12706-04-01","P12706-004",2,,2272.6435546875
"H12706-04-01","P12706-006",2,,2272.6435546875
"H12706-04-01","P12706-001",2,,2272.6435546875
"H12706-04-01","P12706-005",2,,2272.6435546875
"H12706-04-01","P12706-003",2,,2272.6435546875
"H12707-04-01","P12707-002",2,,2272.6435546875
"H12707-04-01","P12707-004",2,,2272.6435546875
"H12707-04-01","P12707-001",2,,2272.6435546875
"H12707-04-01","P12707-003",2,,2272.6435546875
"H12708-04-01","P12708-003",2,,2272.6435546875
"H12708-04-01","P12708-001",2,,2272.6435546875
"H12708-04-01","P12708-010",2,,2272.6435546875
"H12708-04-01","P12708-013",2,,2272.6435546875
"H12708-04-01","P12708-002",1,7,2272.6435546875
"H12708-04-01","P12708-005",2,,2272.6435546875
"H12708-04-01","P12708-008",2,,2272.6435546875
"H12708-04-01","P12708-004",2,,2272.6435546875
"H12708-04-01","P12708-006",2,,2272.6435546875
"H12708-04-01","P12708-007",2,,2272.6435546875
"H12709-04-01","P12709-001",2,,1136.32177734375
"H12709-04-01","P12709-004",2,,1136.32177734375
"H12709-04-01","P12709-002",2,,1136.32177734375
"H12709-04-01","P12709-005",2,,1136.32177734375
"H12709-04-01","P12709-010",2,,1136.32177734375
"H12709-04-01","P12709-006",2,,1136.32177734375
"H12709-04-01","P12709-007",2,,1136.32177734375
"H12709-04-01","P12709-008",2,,1136.32177734375
"H12710-04-01","P12710-005",2,,2272.6435546875
"H12710-04-01","P12710-001",2,,2272.6435546875
"H12710-04-01","P12710-007",2,,2272.6435546875
"H12710-04-01","P12710-004",1,14,2272.6435546875
"H12710-04-01","P12710-009",2,,2272.6435546875
"H12805-04-01","P12805-016",1,14,757.547973632813
"H12805-04-01","P12805-001",1,5,757.547973632813
"H12805-04-01","P12805-008",1,14,757.547973632813
"H12805-04-01","P12805-012",2,,757.547973632813
"H12805-04-01","P12805-009",2,,757.547973632813
"H12805-04-02","P12805-003",1,5,757.547973632813
"H12805-04-02","P12805-018",2,,757.547973632813
"H12805-04-02","P12805-017",2,,757.547973632813
"H12806-04-01","P12806-001",2,,2272.64404296875
"H12806-04-01","P12806-002",2,,2272.64404296875
"H12808-04-01","P12808-009",2,,2272.64404296875
"H12808-04-01","P12808-005",2,,2272.64404296875
"H12808-04-01","P12808-002",2,,2272.64404296875
"H12808-04-01","P12808-001",1,8,2272.64404296875
"H12808-04-01","P12808-003",1,5,2272.64404296875
"H12808-04-01","P12808-008",1,5,2272.64404296875
"H12808-04-01","P12808-007",2,,2272.64404296875
"H12808-04-01","P12808-004",1,5,2272.64404296875
"H12808-04-01","P12808-010",2,,2272.64404296875
"H12809-04-01","P12809-002",2,,757.547973632813
"H12809-04-01","P12809-008",1,14,757.547973632813
"H12809-04-01","P12809-004",2,,757.547973632813
"H12809-04-01","P12809-005",2,,757.547973632813
"H12809-04-01","P12809-003",2,,757.547973632813
"H12809-04-01","P12809-001",2,,757.547973632813
"H12809-04-02","P12809-011",2,,757.547973632813
"H12809-04-02","P12809-009",2,,757.547973632813
"H12809-04-02","P12809-007",2,,757.547973632813
"H12809-04-02","P12809-010",2,,757.547973632813
"H12809-04-03","P12809-012",2,,757.547973632813
"H12809-04-03","P12809-014",2,,757.547973632813
"H12809-04-03","P12809-006",2,,757.547973632813
"H12809-04-03","P12809-013",2,,757.547973632813
"H12810-04-01","P12810-005",2,,2272.64404296875
"H12810-04-01","P12810-002",2,,2272.64404296875
"H12810-04-01","P12810-007",2,,2272.64404296875
"H12810-04-01","P12810-006",2,,2272.64404296875
"H12810-04-01","P12810-001",2,,2272.64404296875
"H12811-04-01","P12811-007",1,14,2272.64404296875
"H12811-04-01","P12811-006",2,,2272.64404296875
"H12811-04-01","P12811-002",2,,2272.64404296875
"H12811-04-01","P12811-004",1,14,2272.64404296875
"H12811-04-01","P12811-005",2,,2272.64404296875
"H12811-04-01","P12811-003",2,,2272.64404296875
"H12812-04-01","P12812-011",2,,2272.64404296875
"H12812-04-01","P12812-002",2,,2272.64404296875
"H12812-04-01","P12812-012",2,,2272.64404296875
"H12812-04-01","P12812-007",2,,2272.64404296875
"H12812-04-01","P12812-010",2,,2272.64404296875
"H12812-04-01","P12812-009",2,,2272.64404296875
"H12812-04-01","P12812-006",2,,2272.64404296875
"H12812-04-01","P12812-008",2,,2272.64404296875
"H12901-04-01","P12901-007",2,,2272.64404296875
"H12901-04-01","P12901-001",2,,2272.64404296875
"H12901-04-01","P12901-006",2,,2272.64404296875
"H12901-04-01","P12901-002",2,,2272.64404296875
"H12901-04-01","P12901-003",2,,2272.64404296875
"H12901-04-01","P12901-004",2,,2272.64404296875
"H12902-04-02","P12902-006",1,14,2272.64404296875
"H12902-04-02","P12902-004",2,,2272.64404296875
"H12902-04-02","P12902-002",1,14,2272.64404296875
"H12902-04-02","P12902-003",1,12,2272.64404296875
"H12902-04-02","P12902-001",2,,2272.64404296875
"H12902-04-02","P12902-012",,,2272.64404296875
"H12902-04-02","P12902-007",2,,2272.64404296875
"H12902-04-02","P12902-011",,,2272.64404296875
"H12902-04-02","P12902-010",,,2272.64404296875
"H12902-04-02","P12902-009",,,2272.64404296875
"H12902-04-02","P12902-005",2,,2272.64404296875
"H12903-04-01","P12903-009",2,,2272.64404296875
"H12903-04-01","P12903-010",2,,2272.64404296875
"H12903-04-01","P12903-006",1,14,2272.64404296875
"H12903-04-01","P12903-002",2,,2272.64404296875
"H12903-04-01","P12903-004",1,14,2272.64404296875
"H12903-04-01","P12903-011",2,,2272.64404296875
"H12903-04-01","P12903-005",1,14,2272.64404296875
"H12903-04-01","P12903-001",1,7,2272.64404296875
"H12903-04-01","P12903-007",1,14,2272.64404296875
"H12903-04-01","P12903-008",1,14,2272.64404296875
"H12904-04-01","P12904-004",2,,2272.64404296875
"H12904-04-01","P12904-006",2,,2272.64404296875
"H12904-04-01","P12904-011",2,,2272.64404296875
"H12904-04-01","P12904-007",2,,2272.64404296875
"H12904-04-01","P12904-003",2,,2272.64404296875
"H12904-04-01","P12904-001",2,,2272.64404296875
"H12904-04-01","P12904-002",2,,2272.64404296875
"H12904-04-01","P12904-005",2,,2272.64404296875
"H12905-04-01","P12905-006",2,,1136.32202148438
"H12905-04-01","P12905-011",2,,1136.32202148438
"H12905-04-01","P12905-012",2,,1136.32202148438
"H12905-04-01","P12905-008",2,,1136.32202148438
"H12905-04-01","P12905-001",2,,1136.32202148438
"H12905-04-01","P12905-002",2,,1136.32202148438
"H12905-04-02","P12905-003",2,,1136.32202148438
"H12905-04-02","P12905-013",1,14,1136.32202148438
"H12905-04-02","P12905-014",2,,1136.32202148438
"H12906-04-01","P12906-010",2,,2272.64404296875
"H12906-04-01","P12906-009",2,,2272.64404296875
"H12906-04-01","P12906-001",2,,2272.64404296875
"H12906-04-01","P12906-004",2,,2272.64404296875
"H12906-04-01","P12906-005",2,,2272.64404296875
"H12906-04-01","P12906-002",2,,2272.64404296875
"H12906-04-01","P12906-003",2,,2272.64404296875
"H12906-04-01","P12906-008",2,,2272.64404296875
"H12907-04-01","P12907-014",1,14,2272.64404296875
"H12907-04-01","P12907-002",2,,2272.64404296875
"H12907-04-01","P12907-011",1,14,2272.64404296875
"H12907-04-01","P12907-001",2,,2272.64404296875
"H12907-04-01","P12907-007",2,,2272.64404296875
"H12907-04-01","P12907-005",2,,2272.64404296875
"H12907-04-01","P12907-013",1,14,2272.64404296875
"H12907-04-01","P12907-004",2,,2272.64404296875
"H12907-04-01","P12907-006",2,,2272.64404296875
"H12907-04-01","P12907-012",1,14,2272.64404296875
"H12908-04-01","P12908-002",2,,2272.64404296875
"H12908-04-01","P12908-001",1,14,2272.64404296875
