"HHID","PID","T6FQ02a","T6FQ02b","wgt_X"
"H33508-04-01","P33508-004",2,,2588.154296875
"H33508-04-01","P33508-011",2,,2588.154296875
"H33508-04-01","P33508-001",1,3,2588.154296875
"H33509-04-01","P33509-001",1,2,2588.154296875
"H33510-04-01","P33510-004",2,,2588.154296875
"H33510-04-01","P33510-007",2,,2588.154296875
"H33510-04-01","P33510-005",2,,2588.154296875
"H33510-04-01","P33510-008",2,,2588.154296875
"H33510-04-01","P33510-002",2,,2588.154296875
"H33510-04-01","P33510-001",2,,2588.154296875
"H33510-04-01","P33510-003",1,14,2588.154296875
"H33510-04-01","P33510-009",2,,2588.154296875
"H33510-04-01","P33510-006",2,,2588.154296875
"H33601-04-01","P33601-004",,,2330.68798828125
"H33601-04-01","P33601-003",2,,2330.68798828125
"H33601-04-01","P33601-001",2,,2330.68798828125
"H33601-04-01","P33601-002",2,,2330.68798828125
"H33602-04-01","P33602-003",2,,2330.68798828125
"H33602-04-01","P33602-004",2,,2330.68798828125
"H33602-04-01","P33602-005",2,,2330.68798828125
"H33602-04-01","P33602-006",2,,2330.68798828125
"H33602-04-01","P33602-002",2,,2330.68798828125
"H33602-04-01","P33602-001",1,4,2330.68798828125
"H33603-04-01","P33603-004",2,,2330.68798828125
"H33603-04-01","P33603-002",2,,2330.68798828125
"H33603-04-01","P33603-001",1,2,2330.68798828125
"H33603-04-01","P33603-003",2,,2330.68798828125
"H33603-04-01","P33603-005",,,2330.68798828125
"H33604-04-01","P33604-007",2,,2330.68798828125
"H33604-04-01","P33604-004",1,4,2330.68798828125
"H33604-04-01","P33604-006",2,,2330.68798828125
"H33604-04-01","P33604-001",2,,2330.68798828125
"H33604-04-01","P33604-003",1,4,2330.68798828125
"H33604-04-01","P33604-008",2,,2330.68798828125
"H33604-04-01","P33604-002",2,,2330.68798828125
"H33604-04-01","P33604-009",2,,2330.68798828125
"H33604-04-01","P33604-005",2,,2330.68798828125
"H33605-04-01","P33605-003",2,,2330.68798828125
"H33605-04-01","P33605-004",2,,2330.68798828125
"H33605-04-01","P33605-005",2,,2330.68798828125
"H33605-04-01","P33605-002",2,,2330.68798828125
"H33605-04-01","P33605-001",2,,2330.68798828125
"H33606-04-01","P33606-008",2,,2330.68798828125
"H33606-04-01","P33606-003",1,14,2330.68798828125
"H33606-04-01","P33606-010",1,14,2330.68798828125
"H33606-04-01","P33606-011",1,14,2330.68798828125
"H33606-04-01","P33606-007",2,,2330.68798828125
"H33606-04-01","P33606-005",1,14,2330.68798828125
"H33606-04-01","P33606-012",1,14,2330.68798828125
"H33606-04-01","P33606-006",2,,2330.68798828125
"H33606-04-01","P33606-001",1,6,2330.68798828125
"H33606-04-01","P33606-009",2,,2330.68798828125
"H33606-04-01","P33606-002",2,,2330.68798828125
"H33606-04-01","P33606-004",1,14,2330.68798828125
"H33607-04-01","P33607-004",2,,2330.68798828125
"H33607-04-01","P33607-002",2,,2330.68798828125
"H33607-04-01","P33607-001",1,10,2330.68798828125
"H33607-04-01","P33607-003",2,,2330.68798828125
"H33608-04-01","P33608-001",1,3,2330.68798828125
"H33609-04-01","P33609-005",2,,2330.68798828125
"H33609-04-01","P33609-006",2,,2330.68798828125
"H33609-04-01","P33609-007",2,,2330.68798828125
"H33609-04-01","P33609-004",2,,2330.68798828125
"H33609-04-01","P33609-003",2,,2330.68798828125
"H33609-04-01","P33609-002",2,,2330.68798828125
"H33609-04-01","P33609-001",2,,2330.68798828125
"H33610-04-01","P33610-004",2,,2330.68798828125
"H33610-04-01","P33610-002",2,,2330.68798828125
"H33610-04-01","P33610-001",1,2,2330.68798828125
"H33610-04-01","P33610-007",1,14,2330.68798828125
"H33610-04-01","P33610-003",1,14,2330.68798828125
"H33610-04-01","P33610-006",2,,2330.68798828125
"H33610-04-01","P33610-005",2,,2330.68798828125
"H33701-04-01","P33701-001",2,,2240.11083984375
"H33701-04-01","P33701-002",2,,2240.11083984375
"H33702-04-01","P33702-006",2,,2240.11083984375
"H33702-04-01","P33702-005",2,,2240.11083984375
"H33702-04-01","P33702-001",2,,2240.11083984375
"H33702-04-01","P33702-008",2,,2240.11083984375
"H33702-04-01","P33702-002",2,,2240.11083984375
"H33702-04-01","P33702-007",2,,2240.11083984375
"H33702-04-01","P33702-003",1,14,2240.11083984375
"H33702-04-01","P33702-004",1,14,2240.11083984375
"H33703-04-01","P33703-004",2,,2240.11083984375
"H33703-04-01","P33703-005",2,,2240.11083984375
"H33703-04-01","P33703-002",1,14,2240.11083984375
"H33703-04-01","P33703-003",1,14,2240.11083984375
"H33703-04-01","P33703-001",2,,2240.11083984375
"H33703-04-01","P33703-006",2,,2240.11083984375
"H33704-04-01","P33704-001",2,,2240.11083984375
"H33705-04-01","P33705-001",2,,2240.11083984375
"H33706-04-01","P33706-002",1,14,2240.11083984375
"H33706-04-01","P33706-004",1,7,2240.11083984375
"H33706-04-01","P33706-003",1,14,2240.11083984375
"H33706-04-01","P33706-001",1,7,2240.11083984375
"H33707-04-01","P33707-003",2,,2240.11083984375
"H33707-04-01","P33707-004",2,,2240.11083984375
"H33707-04-01","P33707-002",2,,2240.11083984375
"H33707-04-01","P33707-001",2,,2240.11083984375
"H33708-04-01","P33708-002",2,,2240.11083984375
"H33708-04-01","P33708-001",2,,2240.11083984375
"H33709-04-01","P33709-001",2,,2240.11083984375
"H33710-04-01","P33710-001",2,,2240.11083984375
"H33801-04-01","P33801-002",2,,4106.56884765625
"H33801-04-01","P33801-001",2,,4106.56884765625
"H33801-04-01","P33801-005",1,10,4106.56884765625
"H33801-04-01","P33801-004",2,,4106.56884765625
"H33801-04-01","P33801-003",2,,4106.56884765625
"H33802-04-01","P33802-003",1,10,4106.56884765625
"H33802-04-01","P33802-004",,,4106.56884765625
"H33802-04-01","P33802-001",2,,4106.56884765625
"H33802-04-01","P33802-002",2,,4106.56884765625
"H33803-04-01","P33803-001",2,,4106.56884765625
"H33804-04-01","P33804-003",,,4106.56884765625
"H33804-04-01","P33804-001",1,4,4106.56884765625
"H33804-04-01","P33804-002",2,,4106.56884765625
"H33805-04-01","P33805-005",2,,4106.56884765625
"H33805-04-01","P33805-007",2,,4106.56884765625
"H33805-04-01","P33805-006",2,,4106.56884765625
"H33805-04-01","P33805-003",1,6,4106.56884765625
"H33805-04-01","P33805-002",2,,4106.56884765625
"H33805-04-01","P33805-004",2,,4106.56884765625
"H33806-04-01","P33806-004",2,,4106.56884765625
"H33806-04-01","P33806-003",2,,4106.56884765625
"H33806-04-01","P33806-002",2,,4106.56884765625
"H33806-04-01","P33806-001",2,,4106.56884765625
"H33807-04-01","P33807-001",2,,4106.56884765625
"H33807-04-01","P33807-003",2,,4106.56884765625
"H33807-04-01","P33807-002",2,,4106.56884765625
"H33807-04-01","P33807-007",1,14,4106.56884765625
"H33807-04-01","P33807-004",1,6,4106.56884765625
"H33807-04-01","P33807-006",1,14,4106.56884765625
"H33807-04-01","P33807-010",1,5,4106.56884765625
"H33807-04-01","P33807-008",1,14,4106.56884765625
"H33807-04-01","P33807-005",1,14,4106.56884765625
"H33807-04-01","P33807-009",1,14,4106.56884765625
"H33807-04-01","P33807-013",2,,4106.56884765625
"H33807-04-01","P33807-012",2,,4106.56884765625
"H33807-04-01","P33807-011",2,,4106.56884765625
"H33808-04-01","P33808-005",2,,4106.56884765625
"H33808-04-01","P33808-002",2,,4106.56884765625
"H33808-04-01","P33808-004",2,,4106.56884765625
"H33808-04-01","P33808-001",2,,4106.56884765625
"H33808-04-01","P33808-003",2,,4106.56884765625
"H33809-04-01","P33809-001",2,,4106.56884765625
"H33809-04-01","P33809-005",2,,4106.56884765625
"H33809-04-01","P33809-002",1,14,4106.56884765625
"H33809-04-01","P33809-003",2,,4106.56884765625
"H33809-04-01","P33809-006",2,,4106.56884765625
"H33809-04-01","P33809-007",2,,4106.56884765625
"H33809-04-01","P33809-004",2,,4106.56884765625
"H33810-04-01","P33810-001",1,2,4106.56884765625
"H33901-04-01","P33901-002",2,,4673.64306640625
"H33901-04-01","P33901-001",2,,4673.64306640625
"H33902-04-01","P33902-003",2,,4673.64306640625
"H33902-04-01","P33902-001",2,,4673.64306640625
"H33902-04-01","P33902-002",2,,4673.64306640625
"H33903-04-01","P33903-004",2,,4673.64306640625
"H33903-04-01","P33903-006",2,,4673.64306640625
"H33903-04-01","P33903-001",1,7,4673.64306640625
"H33903-04-01","P33903-007",2,,4673.64306640625
"H33903-04-01","P33903-003",1,14,4673.64306640625
"H33903-04-01","P33903-005",2,,4673.64306640625
"H33903-04-01","P33903-002",2,,4673.64306640625
"H33904-04-01","P33904-002",1,14,4673.64306640625
"H33904-04-01","P33904-003",1,14,4673.64306640625
"H33904-04-01","P33904-001",2,,4673.64306640625
"H33905-04-01","P33905-003",2,,4673.64306640625
"H33905-04-01","P33905-001",2,,4673.64306640625
"H33905-04-01","P33905-002",2,,4673.64306640625
"H33906-04-01","P33906-001",2,,4673.64306640625
"H33907-04-01","P33907-005",2,,4673.64306640625
"H33907-04-01","P33907-002",1,6,4673.64306640625
"H33907-04-01","P33907-006",2,,4673.64306640625
"H33907-04-01","P33907-007",2,,4673.64306640625
"H33907-04-01","P33907-003",1,10,4673.64306640625
"H33907-04-01","P33907-001",2,,4673.64306640625
"H33907-04-01","P33907-004",2,,4673.64306640625
"H33907-04-01","P33907-008",2,,4673.64306640625
"H33908-04-01","P33908-004",2,,4673.64306640625
"H33908-04-01","P33908-006",2,,4673.64306640625
"H33908-04-01","P33908-002",2,,4673.64306640625
"H33908-04-01","P33908-009",2,,4673.64306640625
"H33908-04-01","P33908-001",1,4,4673.64306640625
"H33908-04-01","P33908-003",1,14,4673.64306640625
"H33908-04-01","P33908-005",2,,4673.64306640625
"H33908-04-01","P33908-008",2,,4673.64306640625
"H33908-04-01","P33908-007",2,,4673.64306640625
"H33909-04-01","P33909-003",2,,4673.64306640625
"H33909-04-01","P33909-001",2,,4673.64306640625
"H33909-04-01","P33909-002",2,,4673.64306640625
"H33910-04-01","P33910-001",2,,4673.64306640625
"H34001-04-01","P34001-001",1,1,2421.95361328125
"H34002-04-01","P34002-003",2,,2421.95361328125
"H34002-04-01","P34002-006",2,,2421.95361328125
"H34002-04-01","P34002-002",2,,2421.95361328125
"H34002-04-01","P34002-001",1,2,2421.95361328125
"H34002-04-01","P34002-005",2,,2421.95361328125
"H34002-04-01","P34002-004",2,,2421.95361328125
"H34003-04-01","P34003-001",2,,2421.95361328125
"H34003-04-01","P34003-002",2,,2421.95361328125
"H34004-04-01","P34004-003",2,,2421.95361328125
"H34004-04-01","P34004-005",2,,2421.95361328125
"H34004-04-01","P34004-004",2,,2421.95361328125
"H34004-04-01","P34004-002",2,,2421.95361328125
"H34004-04-01","P34004-001",2,,2421.95361328125
"H34005-04-01","P34005-008",2,,2421.95361328125
"H34005-04-01","P34005-007",2,,2421.95361328125
"H34005-04-01","P34005-005",2,,2421.95361328125
"H34005-04-01","P34005-006",2,,2421.95361328125
"H34005-04-01","P34005-004",1,14,2421.95361328125
"H34005-04-01","P34005-002",2,,2421.95361328125
"H34005-04-01","P34005-003",2,,2421.95361328125
"H34006-04-01","P34006-003",2,,2421.95361328125
"H34006-04-01","P34006-004",2,,2421.95361328125
"H34006-04-01","P34006-001",2,,2421.95361328125
"H34006-04-01","P34006-005",2,,2421.95361328125
"H34006-04-01","P34006-002",2,,2421.95361328125
"H34007-04-01","P34007-004",1,14,2421.95361328125
"H34007-04-01","P34007-002",2,,2421.95361328125
"H34007-04-01","P34007-001",2,,2421.95361328125
"H34007-04-01","P34007-005",1,14,2421.95361328125
"H34007-04-01","P34007-006",1,14,2421.95361328125
"H34007-04-01","P34007-003",2,,2421.95361328125
"H34008-04-01","P34008-006",2,,2421.95361328125
"H34008-04-01","P34008-004",2,,2421.95361328125
"H34008-04-01","P34008-002",2,,2421.95361328125
"H34008-04-01","P34008-005",2,,2421.95361328125
"H34008-04-01","P34008-001",2,,2421.95361328125
"H34008-04-01","P34008-008",2,,2421.95361328125
"H34008-04-01","P34008-003",2,,2421.95361328125
"H34008-04-01","P34008-009",2,,2421.95361328125
"H34008-04-01","P34008-007",2,,2421.95361328125
"H34009-04-01","P34009-002",2,,2421.95361328125
"H34009-04-01","P34009-003",2,,2421.95361328125
"H34009-04-01","P34009-001",2,,2421.95361328125
"H34010-04-01","P34010-004",2,,2421.95361328125
"H34010-04-01","P34010-001",2,,2421.95361328125
"H34010-04-01","P34010-003",1,6,2421.95361328125
"H34010-04-01","P34010-005",1,14,2421.95361328125
"H34010-04-01","P34010-010",2,,2421.95361328125
"H34010-04-01","P34010-008",1,14,2421.95361328125
"H34010-04-01","P34010-009",1,14,2421.95361328125
"H34010-04-01","P34010-007",1,14,2421.95361328125
"H34010-04-01","P34010-002",2,,2421.95361328125
"H34010-04-01","P34010-006",1,14,2421.95361328125
"H34101-04-01","P34101-001",2,,3394.763671875
"H34101-04-01","P34101-003",2,,3394.763671875
"H34101-04-01","P34101-002",2,,3394.763671875
"H34101-04-01","P34101-004",2,,3394.763671875
"H34101-04-01","P34101-006",2,,3394.763671875
"H34101-04-01","P34101-005",2,,3394.763671875
"H34102-04-01","P34102-002",2,,3394.763671875
"H34102-04-01","P34102-004",2,,3394.763671875
"H34102-04-01","P34102-006",1,14,3394.763671875
"H34102-04-01","P34102-003",2,,3394.763671875
"H34102-04-01","P34102-005",2,,3394.763671875
"H34102-04-01","P34102-001",2,,3394.763671875
"H34103-04-01","P34103-002",2,,3394.763671875
"H34103-04-01","P34103-003",2,,3394.763671875
"H34103-04-01","P34103-004",2,,3394.763671875
"H34103-04-01","P34103-005",2,,3394.763671875
"H34103-04-01","P34103-001",2,,3394.763671875
"H34104-04-01","P34104-002",2,,3394.763671875
"H34104-04-01","P34104-005",2,,3394.763671875
"H34104-04-01","P34104-007",2,,3394.763671875
"H34104-04-01","P34104-008",2,,3394.763671875
"H34104-04-01","P34104-003",2,,3394.763671875
"H34104-04-01","P34104-006",2,,3394.763671875
"H34104-04-01","P34104-001",1,6,3394.763671875
"H34104-04-01","P34104-004",2,,3394.763671875
"H34105-04-01","P34105-003",2,,3394.763671875
"H34105-04-01","P34105-001",2,,3394.763671875
"H34105-04-01","P34105-002",2,,3394.763671875
"H34106-04-01","P34106-003",2,,3394.763671875
"H34106-04-01","P34106-002",2,,3394.763671875
"H34106-04-01","P34106-001",2,,3394.763671875
"H34107-04-01","P34107-004",2,,3394.763671875
"H34107-04-01","P34107-002",2,,3394.763671875
"H34107-04-01","P34107-006",2,,3394.763671875
"H34107-04-01","P34107-003",2,,3394.763671875
"H34107-04-01","P34107-005",2,,3394.763671875
"H34107-04-01","P34107-001",2,,3394.763671875
"H34108-04-01","P34108-005",2,,3394.763671875
"H34108-04-01","P34108-003",2,,3394.763671875
"H34108-04-01","P34108-004",2,,3394.763671875
"H34108-04-01","P34108-001",2,,3394.763671875
"H34108-04-01","P34108-002",2,,3394.763671875
"H34109-04-01","P34109-001",2,,3394.763671875
"H34109-04-01","P34109-002",2,,3394.763671875
"H34109-04-01","P34109-003",2,,3394.763671875
"H34110-04-01","P34110-001",1,3,3394.763671875
"H34110-04-01","P34110-003",1,5,3394.763671875
"H34110-04-01","P34110-002",1,5,3394.763671875
"H34110-04-01","P34110-005",2,,3394.763671875
"H34110-04-01","P34110-004",1,5,3394.763671875
"H34201-04-01","P34201-003",2,,2461.78002929688
"H34201-04-01","P34201-001",1,14,2461.78002929688
"H34201-04-01","P34201-004",2,,2461.78002929688
"H34201-04-01","P34201-007",2,,2461.78002929688
"H34201-04-01","P34201-006",2,,2461.78002929688
"H34201-04-01","P34201-002",2,,2461.78002929688
"H34201-04-01","P34201-005",2,,2461.78002929688
"H34202-04-01","P34202-003",,,2461.78002929688
"H34202-04-01","P34202-001",2,,2461.78002929688
"H34202-04-01","P34202-002",2,,2461.78002929688
"H34203-04-01","P34203-002",2,,2461.78002929688
"H34203-04-01","P34203-001",2,,2461.78002929688
"H34203-04-01","P34203-007",2,,2461.78002929688
"H34203-04-01","P34203-005",2,,2461.78002929688
"H34203-04-01","P34203-006",2,,2461.78002929688
"H34203-04-01","P34203-003",2,,2461.78002929688
"H34203-04-01","P34203-004",2,,2461.78002929688
"H34204-04-01","P34204-009",2,,2461.78002929688
"H34204-04-01","P34204-008",2,,2461.78002929688
"H34204-04-01","P34204-001",2,,2461.78002929688
"H34204-04-01","P34204-007",2,,2461.78002929688
"H34204-04-01","P34204-002",2,,2461.78002929688
"H34204-04-01","P34204-005",2,,2461.78002929688
"H34204-04-01","P34204-003",1,1,2461.78002929688
"H34204-04-01","P34204-006",2,,2461.78002929688
"H34204-04-01","P34204-004",1,1,2461.78002929688
"H34205-04-01","P34205-001",2,,2461.78002929688
"H34205-04-01","P34205-003",2,,2461.78002929688
"H34205-04-01","P34205-002",2,,2461.78002929688
"H34206-04-01","P34206-002",2,,2461.78002929688
"H34206-04-01","P34206-003",2,,2461.78002929688
"H34206-04-01","P34206-001",2,,2461.78002929688
"H34206-04-01","P34206-004",1,14,2461.78002929688
"H34207-04-01","P34207-002",2,,2461.78002929688
"H34207-04-01","P34207-005",2,,2461.78002929688
"H34207-04-01","P34207-001",2,,2461.78002929688
"H34207-04-01","P34207-004",2,,2461.78002929688
"H34207-04-01","P34207-003",1,12,2461.78002929688
"H34208-04-01","P34208-001",2,,2461.78002929688
"H34208-04-01","P34208-004",2,,2461.78002929688
"H34208-04-01","P34208-003",2,,2461.78002929688
"H34208-04-01","P34208-002",2,,2461.78002929688
"H34209-04-01","P34209-002",1,2,2461.78002929688
"H34209-04-01","P34209-003",2,,2461.78002929688
"H34209-04-01","P34209-001",1,2,2461.78002929688
"H34210-04-01","P34210-003",2,,2461.78002929688
"H34210-04-01","P34210-005",2,,2461.78002929688
"H34210-04-01","P34210-004",2,,2461.78002929688
"H34210-04-01","P34210-001",2,,2461.78002929688
"H34210-04-01","P34210-002",2,,2461.78002929688
"H34301-04-01","P34301-001",2,,4167.21923828125
"H34301-04-01","P34301-003",1,14,4167.21923828125
"H34301-04-01","P34301-004",1,14,4167.21923828125
"H34301-04-01","P34301-002",1,14,4167.21923828125
"H34302-04-01","P34302-003",2,,4167.21923828125
"H34302-04-01","P34302-001",2,,4167.21923828125
"H34302-04-01","P34302-002",2,,4167.21923828125
"H34302-04-01","P34302-006",1,6,4167.21923828125
"H34302-04-01","P34302-005",2,,4167.21923828125
"H34302-04-01","P34302-004",2,,4167.21923828125
"H34303-04-01","P34303-002",2,,4167.21923828125
"H34303-04-01","P34303-001",1,4,4167.21923828125
"H34303-04-01","P34303-004",2,,4167.21923828125
"H34303-04-01","P34303-003",2,,4167.21923828125
"H34304-04-01","P34304-004",1,14,4167.21923828125
"H34304-04-01","P34304-002",2,,4167.21923828125
"H34304-04-01","P34304-006",1,14,4167.21923828125
"H34304-04-01","P34304-005",2,,4167.21923828125
"H34304-04-01","P34304-001",2,,4167.21923828125
"H34304-04-01","P34304-007",1,14,4167.21923828125
"H34305-04-01","P34305-001",1,10,4167.21923828125
"H34305-04-01","P34305-004",2,,4167.21923828125
"H34305-04-01","P34305-002",2,,4167.21923828125
"H34305-04-01","P34305-005",2,,4167.21923828125
"H34305-04-01","P34305-003",2,,4167.21923828125
"H34305-04-01","P34305-006",2,,4167.21923828125
"H34306-04-01","P34306-006",2,,4167.21923828125
"H34306-04-01","P34306-005",2,,4167.21923828125
"H34306-04-01","P34306-004",2,,4167.21923828125
"H34306-04-01","P34306-003",2,,4167.21923828125
"H34306-04-01","P34306-002",2,,4167.21923828125
"H34306-04-01","P34306-001",2,,4167.21923828125
"H34306-04-01","P34306-008",2,,4167.21923828125
"H34306-04-01","P34306-007",2,,4167.21923828125
"H34308-04-01","P34308-002",2,,4167.21923828125
"H34308-04-01","P34308-007",2,,4167.21923828125
"H34308-04-01","P34308-003",1,7,4167.21923828125
"H34308-04-01","P34308-004",1,7,4167.21923828125
"H34308-04-01","P34308-010",1,10,4167.21923828125
"H34308-04-01","P34308-006",2,,4167.21923828125
"H34308-04-01","P34308-005",2,,4167.21923828125
"H34308-04-01","P34308-009",1,7,4167.21923828125
"H34308-04-01","P34308-008",2,,4167.21923828125
"H34308-04-01","P34308-001",2,,4167.21923828125
"H34309-04-01","P34309-001",2,,4167.21923828125
"H34310-04-01","P34310-003",2,,4167.21923828125
"H34310-04-01","P34310-001",2,,4167.21923828125
"H34310-04-01","P34310-002",2,,4167.21923828125
"H34310-04-01","P34310-004",2,,4167.21923828125
"H34310-04-01","P34310-005",2,,4167.21923828125
"H34401-04-02","P34401-007",2,,6452.8603515625
"H34401-04-02","P34401-010",2,,6452.8603515625
"H34401-04-02","P34401-009",2,,6452.8603515625
"H34401-04-02","P34401-001",2,,6452.8603515625
"H34401-04-02","P34401-008",2,,6452.8603515625
"H34401-04-02","P34401-011",2,,6452.8603515625
"H34402-04-01","P34402-005",2,,6452.8603515625
"H34402-04-01","P34402-004",2,,6452.8603515625
"H34402-04-01","P34402-007",2,,6452.8603515625
"H34402-04-01","P34402-006",2,,6452.8603515625
"H34402-04-01","P34402-003",2,,6452.8603515625
"H34402-04-01","P34402-008",2,,6452.8603515625
"H34402-04-01","P34402-001",1,7,6452.8603515625
"H34402-04-01","P34402-002",2,,6452.8603515625
"H34403-04-01","P34403-001",2,,6452.8603515625
"H34403-04-01","P34403-002",2,,6452.8603515625
"H34403-04-01","P34403-003",1,5,6452.8603515625
"H34404-04-01","P34404-002",2,,6452.8603515625
"H34404-04-01","P34404-003",2,,6452.8603515625
"H34404-04-01","P34404-001",2,,6452.8603515625
"H34404-04-01","P34404-007",,,6452.8603515625
"H34404-04-01","P34404-004",2,,6452.8603515625
"H34404-04-01","P34404-005",2,,6452.8603515625
"H34404-04-01","P34404-006",1,14,6452.8603515625
"H34405-04-01","P34405-007",2,,6452.8603515625
"H34405-04-01","P34405-008",2,,6452.8603515625
"H34405-04-01","P34405-010",2,,6452.8603515625
"H34405-04-01","P34405-006",2,,6452.8603515625
"H34405-04-01","P34405-004",2,,6452.8603515625
"H34405-04-01","P34405-002",2,,6452.8603515625
"H34405-04-01","P34405-011",2,,6452.8603515625
"H34405-04-01","P34405-009",2,,6452.8603515625
"H34405-04-01","P34405-003",2,,6452.8603515625
"H34405-04-01","P34405-005",2,,6452.8603515625
"H34405-04-01","P34405-001",2,,6452.8603515625
"H34406-04-01","P34406-008",1,14,6452.8603515625
"H34406-04-01","P34406-007",2,,6452.8603515625
"H34406-04-01","P34406-006",2,,6452.8603515625
"H34406-04-01","P34406-003",2,,6452.8603515625
"H34406-04-01","P34406-010",2,,6452.8603515625
"H34406-04-01","P34406-005",2,,6452.8603515625
"H34406-04-01","P34406-012",2,,6452.8603515625
"H34406-04-01","P34406-002",2,,6452.8603515625
"H34406-04-01","P34406-011",2,,6452.8603515625
"H34406-04-01","P34406-013",2,,6452.8603515625
"H34406-04-01","P34406-001",2,,6452.8603515625
"H34406-04-01","P34406-009",1,14,6452.8603515625
"H34406-04-01","P34406-004",2,,6452.8603515625
"H34407-04-01","P34407-009",2,,6452.8603515625
"H34407-04-01","P34407-007",2,,6452.8603515625
"H34407-04-01","P34407-001",1,8,6452.8603515625
"H34407-04-01","P34407-003",2,,6452.8603515625
"H34407-04-01","P34407-008",2,,6452.8603515625
"H34407-04-01","P34407-002",2,,6452.8603515625
"H34407-04-01","P34407-006",2,,6452.8603515625
"H34407-04-01","P34407-004",2,,6452.8603515625
"H34407-04-01","P34407-005",2,,6452.8603515625
"H34409-04-01","P34409-003",2,,6452.8603515625
"H34409-04-01","P34409-001",2,,6452.8603515625
"H34409-04-01","P34409-002",2,,6452.8603515625
"H34410-04-01","P34410-004",2,,6452.8603515625
"H34410-04-01","P34410-003",2,,6452.8603515625
"H34410-04-01","P34410-001",2,,6452.8603515625
"H34410-04-01","P34410-002",2,,6452.8603515625
"H34501-04-01","P34501-005",1,5,1908.18579101563
"H34501-04-01","P34501-008",2,,1908.18579101563
"H34501-04-01","P34501-002",1,14,1908.18579101563
"H34501-04-01","P34501-003",1,6,1908.18579101563
"H34501-04-01","P34501-001",2,,1908.18579101563
"H34501-04-01","P34501-007",1,5,1908.18579101563
"H34501-04-01","P34501-004",1,2,1908.18579101563
"H34501-04-01","P34501-006",2,,1908.18579101563
"H34502-04-01","P34502-002",2,,1908.18579101563
"H34502-04-01","P34502-003",2,,1908.18579101563
"H34502-04-01","P34502-001",2,,1908.18579101563
"H34502-04-01","P34502-004",2,,1908.18579101563
"H34503-04-01","P34503-004",2,,1908.18579101563
"H34503-04-01","P34503-007",2,,1908.18579101563
"H34503-04-01","P34503-006",2,,1908.18579101563
"H34503-04-01","P34503-001",2,,1908.18579101563
"H34503-04-01","P34503-003",2,,1908.18579101563
"H34503-04-01","P34503-005",2,,1908.18579101563
"H34503-04-01","P34503-008",2,,1908.18579101563
"H34503-04-01","P34503-002",2,,1908.18579101563
"H34504-04-01","P34504-001",2,,1908.18579101563
"H34505-04-01","P34505-001",2,,1908.18579101563
"H34505-04-01","P34505-002",1,3,1908.18579101563
"H34506-04-01","P34506-002",2,,1908.18579101563
"H34506-04-01","P34506-001",1,5,1908.18579101563
"H34506-04-01","P34506-003",2,,1908.18579101563
"H34507-04-01","P34507-002",2,,1908.18579101563
"H34507-04-01","P34507-001",1,7,1908.18579101563
"H34507-04-01","P34507-003",2,,1908.18579101563
"H34508-04-01","P34508-005",1,7,1908.18579101563
"H34508-04-01","P34508-001",1,7,1908.18579101563
"H34508-04-01","P34508-003",1,7,1908.18579101563
"H34508-04-01","P34508-002",1,14,1908.18579101563
"H34508-04-01","P34508-004",1,7,1908.18579101563
"H34509-04-01","P34509-001",1,7,1908.18579101563
"H34509-04-01","P34509-004",1,4,1908.18579101563
"H34509-04-01","P34509-002",2,,1908.18579101563
"H34509-04-01","P34509-003",1,5,1908.18579101563
"H34510-04-01","P34510-002",1,14,1908.18579101563
"H34510-04-01","P34510-004",2,,1908.18579101563
"H34510-04-01","P34510-003",1,12,1908.18579101563
"H34510-04-01","P34510-001",2,,1908.18579101563
"H34601-04-01","P34601-001",2,,4612.7412109375
"H34602-04-01","P34602-002",2,,4612.7412109375
"H34602-04-01","P34602-004",2,,4612.7412109375
"H34602-04-01","P34602-003",2,,4612.7412109375
"H34602-04-01","P34602-001",2,,4612.7412109375
"H34603-04-01","P34603-001",2,,4612.7412109375
"H34603-04-01","P34603-007",2,,4612.7412109375
"H34603-04-01","P34603-003",2,,4612.7412109375
"H34603-04-01","P34603-006",2,,4612.7412109375
"H34603-04-01","P34603-008",2,,4612.7412109375
"H34603-04-01","P34603-002",2,,4612.7412109375
"H34603-04-01","P34603-004",2,,4612.7412109375
"H34603-04-01","P34603-009",2,,4612.7412109375
"H34603-04-01","P34603-005",2,,4612.7412109375
"H34604-04-01","P34604-005",2,,4612.7412109375
"H34604-04-01","P34604-004",2,,4612.7412109375
"H34604-04-01","P34604-003",2,,4612.7412109375
"H34604-04-01","P34604-001",2,,4612.7412109375
"H34604-04-01","P34604-002",1,7,4612.7412109375
"H34605-04-01","P34605-001",2,,4612.7412109375
"H34605-04-01","P34605-003",2,,4612.7412109375
"H34605-04-01","P34605-008",2,,4612.7412109375
"H34605-04-01","P34605-006",1,14,4612.7412109375
"H34605-04-01","P34605-007",2,,4612.7412109375
"H34605-04-01","P34605-004",2,,4612.7412109375
"H34605-04-01","P34605-005",2,,4612.7412109375
"H34606-04-01","P34606-001",2,,4612.7412109375
"H34606-04-01","P34606-008",2,,4612.7412109375
"H34606-04-01","P34606-006",2,,4612.7412109375
"H34606-04-01","P34606-007",2,,4612.7412109375
"H34606-04-01","P34606-002",2,,4612.7412109375
"H34606-04-01","P34606-003",2,,4612.7412109375
"H34606-04-01","P34606-004",2,,4612.7412109375
