"HHID","HHID_old","rotate","result_code","h1aq1a","h1aq3a","h1aq3b","h1aq4a","h1aq4b","region","regurb","sregion","urban","ea","wgt_X","wgt","year","month","day","DynID"
"H12910-04-01",2053000410,1,1,226,226103,"Buyende Town Council",22610303,"Makanga-ndorwa",2,20,4,0,129,2272.64404296875,2607.44482421875,2013,10,"28",12910
"H13002-04-01",2053000902,1,1,226,226104,"Kagulu",22610405,"Kabukye",2,20,4,0,130,2272.64404296875,1641.79724121094,2014,2,"14",13002
"H13003-04-01",2053000903,1,1,226,226104,"Kagulu",22610405,"Kabukye",2,20,4,0,130,2272.64404296875,1708.10180664063,2014,8,"05",13003
"H13004-04-01",2053000904,1,1,226,226104,"Kagulu",22610405,"Kabukye",2,20,4,0,130,2272.64404296875,2108.44213867188,2014,8,"05",13004
"H13005-04-01",2053000905,1,1,226,226104,"Kagulu",22610405,"Kabukye",2,20,4,0,130,2272.64404296875,5903.63818359375,2014,2,"13",13005
"H13006-04-01",2053000906,1,1,226,226104,"Kagulu",22610405,"Kabukye",2,20,4,0,130,378.773986816406,7622.6298828125,2014,8,"04",13006
"H13006-04-02",205300090603,1,1,226,226104,"Kagulu",22610405,"Kabukye",2,20,4,0,130,378.773986816406,10743.6044921875,2014,8,"04",13006
"H13006-04-03",205300090606,1,1,226,226104,"Kagulu",22610402,"Bumogoli",2,20,4,0,130,378.773986816406,2409.4384765625,2014,10,"16",13006
"H13006-04-04",205300090611,1,1,226,226101,"Bugaya",22610101,"Bugaya",2,20,4,0,130,378.773986816406,0,2014,10,"16",13006
"H13006-04-05",2205300090607,1,1,205,205106,"Nabwigulu",20510604,"Nabirumba I",2,20,4,0,130,378.773986816406,,2014,10,"17",13006
"H13006-04-06",2205300090611,1,1,205,205101,"Balawoli",20510102,"Kagumba",2,20,4,0,130,378.773986816406,,2014,10,"17",13006
"H13007-04-01",2053000907,1,1,226,226104,"Kagulu",22610405,"Kabukye",2,20,4,0,130,2272.64404296875,2951.81909179688,2014,2,"13",13007
"H13008-04-01",2053000908,1,1,226,226104,"Kagulu",22610405,"Kabukye",2,20,4,0,130,2272.64404296875,3838.78198242188,2014,2,"14",13008
"H13009-04-01",2053000909,1,1,226,226104,"Kagulu",22610405,"Kabukye",2,20,4,0,130,2272.64404296875,8891.7509765625,2014,2,"13",13009
"H13010-04-01",2053000910,1,1,226,226104,"Kagulu",22610405,"Kabukye",2,20,4,0,130,2272.64404296875,3490.8369140625,2014,8,"05",13010
"H13102-04-01",2053001302,1,1,205,205107,"Namasagali",20510703,"Kisaikye",2,20,4,0,131,1136.32202148438,3372.35205078125,2014,5,"28",13102
"H13102-04-02",,1,1,205,205107,"Namasagali",20510703,"Kisaikye",2,20,4,0,131,1136.32202148438,2248.23486328125,2014,5,"28",13102
"H13103-04-01",2053001303,1,1,205,205107,"Namasagali",20510703,"Kisaikye",2,20,4,0,131,2272.64404296875,2628.35888671875,2013,11,"25",13103
"H13104-04-01",2053001304,1,1,205,205107,"Namasagali",20510703,"Kisaikye",2,20,4,0,131,2272.64404296875,1720.89099121094,2013,11,"24",13104
"H13105-04-01",2053001305,1,1,205,205107,"Namasagali",20510703,"Kisaikye",2,20,4,0,131,1136.32202148438,3637.92260742188,2013,11,"24",13105
"H13105-04-02",,1,1,205,205101,"Balawoli",20510103,"Kasolwe",2,20,4,0,131,1136.32202148438,2182.75341796875,2014,10,"17",13105
"H13106-04-01",2053001306,1,1,205,205107,"Namasagali",20510703,"Kisaikye",2,20,4,0,131,2272.64404296875,1973.55285644531,2013,11,"24",13106
"H13107-04-02",205300130703,1,1,205,205107,"Namasagali",20510703,"Kisaikye",2,20,4,0,131,757.547973632813,7713.3564453125,2014,5,"28",13107
"H13107-04-03",220530013070302,1,1,205,205107,"Namasagali",20510703,"Kisaikye",2,20,4,0,131,757.547973632813,0,2014,5,"28",13107
"H13107-04-04",220530013070304,1,1,205,205107,"Namasagali",20510703,"Kisaikye",2,20,4,0,131,757.547973632813,0,2014,5,"28",13107
"H13108-04-01",2053001308,1,1,205,205107,"Namasagali",20510703,"Kisaikye",2,20,4,0,131,1136.32202148438,1971.26916503906,2013,11,"24",13108
"H13108-04-02",,1,1,205,205107,"Namasagali",20510703,"Kisaikye",2,20,4,0,131,1136.32202148438,0,2014,5,"29",13108
"H13109-04-01",2053001309,1,1,205,205107,"Namasagali",20510703,"Kisaikye",2,20,4,0,131,2272.64404296875,25068.408203125,2014,5,"28",13109
"H13111-04-01",2053001311,1,1,205,205107,"Namasagali",20510703,"Kisaikye",2,20,4,0,131,2272.64404296875,7885.07666015625,2014,5,"28",13111
"H13202-04-01",2053001702,1,1,205,205106,"Nabwigulu",20510602,"Kamuli Sabawali",2,21,4,1,132,2272.64404296875,4722.96630859375,2014,3,"20",13202
"H13203-04-01",2053001703,1,1,205,205106,"Nabwigulu",20510602,"Kamuli Sabawali",2,21,4,1,132,2272.64404296875,0,2014,3,"19",13203
"H13204-04-01",2053001704,1,1,205,205106,"Nabwigulu",20510602,"Kamuli Sabawali",2,21,4,1,132,2272.64404296875,3725.19653320313,2014,3,"19",13204
"H13205-04-02",205300170503,1,1,205,205106,"Nabwigulu",20510602,"Kamuli Sabawali",2,21,4,1,132,757.547973632813,5371.80224609375,2014,3,"19",13205
"H13205-04-04",,1,1,229,229102,"Bukooma",22910203,"Nabyoto",2,20,4,0,132,757.547973632813,0,2014,8,"05",13205
"H13207-04-01",2053001707,1,1,205,205104,"Kamuli Town Council",20510404,"Muwebwa",2,21,4,1,132,2272.64404296875,6498.970703125,2013,10,"02",13207
"H13208-04-01",2053001708,1,1,205,205106,"Nabwigulu",20510602,"Kamuli Sabawali",2,20,4,0,132,1136.32202148438,2791.69799804688,2014,3,"20",13208
"H13208-04-02",,1,1,205,205101,"Balawoli",20510101,"Balawoli",2,20,4,0,132,1136.32202148438,0,2014,3,"20",13208
"H13209-04-01",2053001709,1,1,205,205106,"Nabwigulu",20510602,"Kamuli Sabawali",2,21,4,1,132,2272.64404296875,3722.26440429688,2013,10,"02",13209
"H13210-04-01",2053001710,1,1,205,205106,"Nabwigulu",20510602,"Kamuli Sabawali",2,21,4,1,132,2272.64404296875,2603.24340820313,2014,3,"26",13210
"H13303-04-01",2223002203,1,1,222,222106,"Nawaikoke",22210602,"Buluya",2,20,4,0,133,2272.6435546875,1497.29272460938,2013,12,"10",13303
"H13306-04-01",2223002206,1,1,222,222106,"Nawaikoke",22210602,"Buluya",2,20,4,0,133,2272.6435546875,510.370666503906,2013,12,"10",13306
"H13307-04-01",2223002207,1,1,226,226102,"Buyende",22610202,"Mango",2,20,4,0,133,1136.32177734375,910.321533203125,2014,6,"27",13307
"H13307-04-02",,1,1,222,222106,"Nawaikoke",22210605,"Nansololo",2,20,4,0,133,1136.32177734375,3186.12548828125,2014,8,"05",13307
"H13308-04-01",2223002208,1,1,222,222106,"Nawaikoke",22210602,"Buluya",2,20,4,0,133,2272.6435546875,2846.23486328125,2013,12,"10",13308
"H13309-04-01",2223002209,1,1,222,222106,"Nawaikoke",22210602,"Buluya",2,20,4,0,133,2272.6435546875,2551.85327148438,2014,6,"27",13309
"H13310-04-01",2222300221005,1,1,222,222106,"Nawaikoke",22210602,"Buluya",2,20,4,0,133,324.663391113281,12534.2041015625,2014,7,"09",13310
"H13310-04-02",2223002210,1,1,222,222106,"Nawaikoke",22210602,"Buluya",2,20,4,0,133,324.663391113281,8386.6630859375,2013,12,"11",13310
"H13310-04-03",222300221004,1,1,222,222106,"Nawaikoke",22210602,"Buluya",2,20,4,0,133,324.663391113281,2795.55419921875,2014,6,"26",13310
"H13310-04-04",222300221007,1,1,222,222106,"Nawaikoke",22210602,"Buluya",2,20,4,0,133,324.663391113281,2329.62866210938,2014,6,"27",13310
"H13310-04-05",222300221011,1,1,205,205108,"Namwendwa",20510805,"Kidiki",2,20,4,0,133,324.663391113281,0,2014,5,"27",13310
"H13310-04-06",222300221014,1,1,203,203307,"Nawandala",20330705,"Nawangaiza",2,20,4,0,133,324.663391113281,0,2014,6,"24",13310
"H13310-04-07",222300221016,1,1,226,226104,"Kagulu",22610403,"Irundu",2,20,4,0,133,324.663391113281,8356.1357421875,2014,10,"20",13310
"H13311-04-01",2223002211,1,1,222,222106,"Nawaikoke",22210602,"Buluya",2,20,4,0,133,2272.6435546875,0,2014,6,"26",13311
"H14001-04-01",2073000601,1,1,207,207103,"Toroma",20710301,"Akurao",2,20,5,0,140,2935.46557617188,2011.43176269531,2014,1,"22",14001
"H14002-04-01",2073000602,1,1,207,207103,"Toroma",20710301,"Akurao",2,20,5,0,140,2935.46557617188,5028.5791015625,2014,1,"22",14002
"H14003-04-01",2073000603,1,1,207,207103,"Toroma",20710301,"Akurao",2,20,5,0,140,978.488586425781,1369.28820800781,2014,1,"23",14003
"H14003-04-02",,1,1,207,207103,"Toroma",20710301,"Akurao",2,20,5,0,140,978.488586425781,730.287109375,2014,7,"29",14003
"H14003-04-03",,1,1,315,315110,"Namasale",31511007,"Kayago",3,30,6,0,140,978.488586425781,1701.7109375,2014,10,"16",14003
"H14004-04-01",2073000604,1,1,207,207103,"Toroma",20710301,"Akurao",2,20,5,0,140,978.488586425781,3041.73583984375,2014,7,"29",14004
"H14004-04-02",,1,1,207,207103,"Toroma",20710301,"Akurao",2,20,5,0,140,978.488586425781,1267.39001464844,2014,7,"29",14004
"H14004-04-03",,1,1,207,207103,"Toroma",20710301,"Akurao",2,20,5,0,140,978.488586425781,0,2014,7,"29",14004
"H14005-04-01",2073000605,1,1,207,207103,"Toroma",20710301,"Akurao",2,20,5,0,140,2935.46557617188,3419.259765625,2014,7,"28",14005
"H14006-04-01",2073000606,1,1,207,207103,"Toroma",20710301,"Akurao",2,20,5,0,140,1467.73278808594,5509.20751953125,2014,7,"28",14006
"H14006-04-02",,1,1,207,207103,"Toroma",20710304,"Toroma",2,20,5,0,140,1467.73278808594,1606.85205078125,2014,7,"28",14006
"H14007-04-01",2073000607,1,1,207,207103,"Toroma",20710301,"Akurao",2,20,5,0,140,2935.46557617188,442.217254638672,2014,1,"23",14007
"H14008-04-01",2073000608,1,1,207,207103,"Toroma",20710301,"Akurao",2,20,5,0,140,1467.73278808594,2112.00341796875,2014,7,"29",14008
"H14008-04-02",,1,1,207,207103,"Toroma",20710301,"Akurao",2,20,5,0,140,1467.73278808594,586.667602539063,2014,7,"29",14008
"H14009-04-01",2073000609,1,1,207,207103,"Toroma",20710301,"Akurao",2,20,5,0,140,2935.46557617188,3979.955078125,2014,1,"22",14009
"H14010-04-01",2073000610,1,1,207,207103,"Toroma",20710301,"Akurao",2,20,5,0,140,2935.46557617188,3326.89868164063,2014,7,"28",14010
"H14101-04-01",2081000101,1,1,208,208104,"Kumi Tc",20810404,"Tank",2,21,5,1,141,2935.46557617188,1662.73168945313,2013,11,"18",14101
"H14104-04-01",2081000104,1,1,208,208101,"Atutur",20810101,"Abubur",2,20,5,0,141,1467.73278808594,544.185241699219,2014,6,"02",14104
"H14104-04-02",,1,1,208,208104,"Kumi Tc",20810403,"Kanyum Ward",2,21,5,1,141,1467.73278808594,0,2014,6,"07",14104
"H14106-04-01",2081000106,1,1,208,208104,"Kumi Tc",20810404,"Tank",2,21,5,1,141,2935.46557617188,3514.97607421875,2013,11,"17",14106
"H14109-04-01",2081000109,1,1,208,208103,"Kumi",20810307,"Okouba",2,20,5,0,141,978.488586425781,3481.50024414063,2013,11,"18",14109
"H14109-04-03",208100010903,1,1,102,102105,"Nakawa Division",10210503,"Bukoto I",1,11,1,1,141,978.488586425781,2811.41772460938,2014,8,"01",14109
"H14109-04-04",208100010904,1,1,219,219104,"Kidongole",21910401,"Chodong",2,20,5,0,141,978.488586425781,,2014,9,"24",14109
"H14110-04-01",2081000110,1,1,208,208104,"Kumi Tc",20810404,"Tank",2,21,5,1,141,2935.46557617188,1147.74719238281,2013,11,"18",14110
"H14111-04-01",2081000111,1,1,208,208104,"Kumi Tc",20810404,"Tank",2,21,5,1,141,2935.46557617188,1662.73168945313,2013,11,"17",14111
"H14201-04-01",2193000301,1,1,219,219103,"Kachumbala",21910316,"Kwarikwar",2,20,5,0,142,2935.46557617188,0,2014,4,"18",14201
"H14202-04-01",2193000302,1,1,219,219103,"Kachumbala",21910317,"Nalugai",2,20,5,0,142,2935.46557617188,934.091247558594,2013,10,"17",14202
"H14203-04-01",2193000303,1,1,219,219103,"Kachumbala",21910317,"Nalugai",2,20,5,0,142,2935.46557617188,3946.90747070313,2014,3,"14",14203
"H14206-04-01",2193000306,1,1,219,219103,"Kachumbala",21910317,"Nalugai",2,20,5,0,142,2935.46557617188,1841.89025878906,2014,4,"19",14206
"H14207-04-01",2193000307,1,1,219,219103,"Kachumbala",21910317,"Nalugai",2,20,5,0,142,978.488586425781,3056.8330078125,2014,4,"19",14207
"H14207-04-02",,1,1,219,219104,"Kidongole",21910403,"Kalupo",2,20,5,0,142,978.488586425781,0,2013,10,"19",14207
"H14207-04-03",,1,1,219,219103,"Kachumbala",21910303,"Kabwalin",2,20,5,0,142,978.488586425781,873.380798339844,2013,10,"20",14207
"H14208-04-01",2193000308,1,1,219,219103,"Kachumbala",21910317,"Nalugai",2,20,5,0,142,2935.46557617188,3856.029296875,2014,4,"18",14208
"H14209-04-01",2193000309,1,1,219,219103,"Kachumbala",21910317,"Nalugai",2,20,5,0,142,2935.46557617188,1137.13061523438,2014,3,"14",14209
"H14210-04-01",2193000310,1,1,219,219103,"Kachumbala",21910317,"Nalugai",2,20,5,0,142,2935.46557617188,4127.36279296875,2013,10,"21",14210
"H14301-04-01",2083000501,1,1,208,208105,"Mukongoro",20810507,"Kajamaka",2,20,5,0,143,1467.73278808594,3511.548828125,2014,8,"13",14301
"H14301-04-02",,1,1,208,208102,"Kanyum",20810214,"Omurang",2,20,5,0,143,1467.73278808594,0,2014,8,"14",14301
"H14302-04-01",2083000502,1,1,208,208102,"Kanyum",20810214,"Omurang",2,20,5,0,143,733.866394042969,9791.6025390625,2014,8,"13",14302
"H14302-04-02",208300050203,1,1,208,208102,"Kanyum",20810214,"Omurang",2,20,5,0,143,733.866394042969,2106.92895507813,2014,8,"13",14302
"H14302-04-03",2208300050203,1,1,219,219106,"Malera",21910609,"Kobaale",2,20,5,0,143,733.866394042969,4895.80126953125,2014,8,"16",14302
"H14302-04-04",30208300050203,1,1,208,208101,"Atutur",20810101,"Abubur",2,20,5,0,143,733.866394042969,0,2014,8,"17",14302
"H14303-04-01",2083000503,1,1,208,208102,"Kanyum",20810214,"Omurang",2,20,5,0,143,2935.46557617188,2089.43359375,2014,2,"14",14303
"H14304-04-01",2083000504,1,1,208,208102,"Kanyum",20810214,"Omurang",2,20,5,0,143,733.866394042969,0,2014,8,"14",14304
"H14304-04-02",,1,1,208,208102,"Kanyum",20810214,"Omurang",2,20,5,0,143,733.866394042969,0,2014,8,"14",14304
"H14304-04-03",,1,1,208,208107,"Ongino",20810705,"Kachaboi",2,20,5,0,143,733.866394042969,0,2014,8,"16",14304
"H14304-04-04",,1,1,227,227109,"Kirika",22710903,"Mikombe",2,20,5,0,143,733.866394042969,0,2014,8,"19",14304
"H14305-04-01",2083000505,1,1,208,208102,"Kanyum",20810214,"Omurang",2,20,5,0,143,2935.46557617188,0,2014,2,"14",14305
"H14306-04-01",2083000506,1,1,208,208102,"Kanyum",20810214,"Omurang",2,20,5,0,143,1467.73278808594,3146.5810546875,2014,8,"14",14306
"H14306-04-02",,1,1,231,231104,"Ngora",23110408,"Odwarat",2,20,5,0,143,1467.73278808594,1011.40106201172,2014,10,"14",14306
"H14307-04-01",2083000507,1,1,208,208102,"Kanyum",20810214,"Omurang",2,20,5,0,143,2935.46557617188,6620.07958984375,2014,2,"15",14307
"H14308-04-01",2083000508,1,1,208,208102,"Kanyum",20810214,"Omurang",2,20,5,0,143,1467.73278808594,3146.5810546875,2014,2,"15",14308
"H14308-04-02",,1,1,208,208102,"Kanyum",20810214,"Omurang",2,20,5,0,143,1467.73278808594,1618.24169921875,2014,2,"15",14308
"H14309-04-01",2083000509,1,1,208,208102,"Kanyum",20810214,"Omurang",2,20,5,0,143,587.093139648438,13485.34765625,2014,8,"13",14309
"H14309-04-02",208300050903,1,1,208,208102,"Kanyum",20810214,"Omurang",2,20,5,0,143,587.093139648438,8000.58154296875,2014,8,"14",14309
"H14309-04-03",208300050909,1,1,208,208102,"Kanyum",20810214,"Omurang",2,20,5,0,143,587.093139648438,0,2014,8,"14",14309
"H14309-04-04",208300050912,1,1,208,208106,"Nyero",20810603,"Ariet",2,20,5,0,143,587.093139648438,4045.60424804688,2014,8,"15",14309
"H14309-04-05",2208300050904,1,1,208,208102,"Kanyum",20810214,"Omurang",2,20,5,0,143,587.093139648438,13853.5263671875,2014,10,"14",14309
"H14310-04-01",2083000510,1,1,208,208102,"Kanyum",20810214,"Omurang",2,20,5,0,143,2935.46557617188,3047.09057617188,2014,2,"14",14310
"H14401-04-01",2083000701,1,1,208,208107,"Ongino",20810713,"Obotia",2,20,5,0,144,2935.46557617188,514.15234375,2013,11,"19",14401
"H14402-04-01",2083000702,1,1,208,208107,"Ongino",20810713,"Obotia",2,20,5,0,144,1467.73278808594,7712.28662109375,2013,11,"19",14402
"H14402-04-02",208300070203,1,1,208,208107,"Ongino",20810713,"Obotia",2,20,5,0,144,1467.73278808594,1185.36267089844,2014,6,"07",14402
"H14403-04-01",2083000703,1,1,208,208107,"Ongino",20810714,"Ongino",2,20,5,0,144,2935.46557617188,1820.85217285156,2013,11,"19",14403
"H14404-04-01",2083000704,1,1,208,208107,"Ongino",20810713,"Obotia",2,20,5,0,144,978.488586425781,904.406921386719,2013,11,"20",14404
"H14404-04-02",208300070403,1,1,208,208107,"Ongino",20810713,"Obotia",2,20,5,0,144,978.488586425781,0,2014,6,"06",14404
"H14404-04-03",220830007040303,1,1,208,208107,"Ongino",20810713,"Obotia",2,20,5,0,144,978.488586425781,0,2014,6,"06",14404
"H14405-04-01",2083000705,1,1,208,208107,"Ongino",20810713,"Obotia",2,20,5,0,144,2935.46557617188,864.0068359375,2014,6,"05",14405
"H14406-04-01",2083000706,1,1,208,208107,"Ongino",20810714,"Ongino",2,20,5,0,144,2935.46557617188,3018.9287109375,2013,11,"20",14406
"H14407-04-01",2083000707,1,1,208,208107,"Ongino",20810713,"Obotia",2,20,5,0,144,1467.73278808594,984.625122070313,2014,6,"07",14407
"H14407-04-02",,1,1,208,208107,"Ongino",20810713,"Obotia",2,20,5,0,144,1467.73278808594,0,2014,6,"07",14407
"H14408-04-01",2083000708,1,1,208,208107,"Ongino",20810714,"Ongino",2,20,5,0,144,2935.46557617188,1843.89770507813,2014,6,"06",14408
"H14409-04-01",2083000709,1,1,208,208107,"Ongino",20810713,"Obotia",2,20,5,0,144,2935.46557617188,796.622802734375,2014,6,"05",14409
"H14410-04-02",,1,1,208,208107,"Ongino",20810713,"Obotia",2,20,5,0,144,2935.46557617188,2953.87548828125,2014,6,"05",14410
"H14601-04-01",2091000301,1,1,209,209202,"Northern Division",20920205,"North Central",2,21,5,1,146,2935.46557617188,6160.3720703125,2013,10,"06",14601
"H14606-04-01",2091000306,1,1,209,209203,"Wanale Division",20920302,"Busamaga East",2,21,5,1,146,2935.46557617188,0,2013,10,"05",14606
"H14612-04-01",2091000312,1,1,209,209201,"Industrial Division",20920104,"South Central Ward",2,21,5,1,146,2935.46557617188,770.046508789063,2013,10,"06",14612
"H14801-04-01",2233001101,1,1,223,223128,"Sisuni",22312801,"Bumagambo",2,20,5,0,148,1467.73278808594,7310.7490234375,2013,12,"08",14801
"H14801-04-02",,1,1,223,223111,"Bunabwana",22311105,"Makenya",2,20,5,0,148,1467.73278808594,0,2013,12,"10",14801
"H14802-04-01",2233001102,1,1,223,223128,"Sisuni",22312801,"Bumagambo",2,20,5,0,148,2935.46557617188,1516.74353027344,2014,6,"25",14802
"H14803-04-01",2233001103,1,1,223,223128,"Sisuni",22312801,"Bumagambo",2,20,5,0,148,2935.46557617188,6199.51806640625,2013,12,"09",14803
"H14804-04-01",2233001104,1,1,223,223128,"Sisuni",22312801,"Bumagambo",2,20,5,0,148,2935.46557617188,2759.2158203125,2013,12,"08",14804
"H14805-04-01",2233001105,1,1,223,223128,"Sisuni",22312802,"Kibukwa",2,20,5,0,148,2935.46557617188,6167.71142578125,2013,12,"08",14805
"H14806-04-01",2233001106,1,1,223,223128,"Sisuni",22312801,"Bumagambo",2,20,5,0,148,978.488464355469,6494.7333984375,2013,12,"08",14806
"H14806-04-02",223300110603,1,1,223,223128,"Sisuni",22312801,"Bumagambo",2,20,5,0,148,978.488464355469,3350.76025390625,2014,6,"24",14806
"H14806-04-03",223300110608,1,1,223,223111,"Bunabwana",22311101,"Bubirumi",2,20,5,0,148,978.488464355469,1979.82360839844,2013,12,"09",14806
"H14807-04-01",2233001107,1,1,223,223128,"Sisuni",22312802,"Kibukwa",2,20,5,0,148,1467.73278808594,2361.72143554688,2014,6,"24",14807
"H14807-04-02",,1,1,223,223128,"Sisuni",22312802,"Kibukwa",2,20,5,0,148,1467.73278808594,2066.50610351563,2014,7,"22",14807
"H14808-04-01",2233001108,1,1,223,223128,"Sisuni",22312801,"Bumagambo",2,20,5,0,148,1467.73278808594,5399.5185546875,2014,6,"25",14808
"H14808-04-02",,1,1,223,223128,"Sisuni",22312801,"Bumagambo",2,20,5,0,148,1467.73278808594,0,2014,7,"22",14808
"H14809-04-01",2233001109,1,1,223,223128,"Sisuni",22312801,"Bumagambo",2,20,5,0,148,2935.46557617188,5242.2548828125,2014,6,"24",14809
"H14810-04-01",2233001110,1,1,223,223128,"Sisuni",22312801,"Bumagambo",2,20,5,0,148,2935.46557617188,4723.44287109375,2014,6,"25",14810
"H14903-04-01",2233001403,1,1,223,223126,"Namboko",22312601,"Bumukuluma",2,20,5,0,149,1467.73278808594,2416.18603515625,2013,10,"21",14903
"H14903-04-02",,1,1,223,223126,"Namboko",22312601,"Bumukuluma",2,20,5,0,149,1467.73278808594,1812.13940429688,2013,10,"22",14903
"H14904-04-01",2233001404,1,1,223,223126,"Namboko",22312601,"Bumukuluma",2,20,5,0,149,2935.46557617188,3433.69482421875,2013,10,"21",14904
"H14906-04-01",2233001406,1,1,223,223126,"Namboko",22312601,"Bumukuluma",2,20,5,0,149,1467.73278808594,7855.50439453125,2013,10,"22",14906
"H14906-04-02",,1,1,223,223126,"Namboko",22312601,"Bumukuluma",2,20,5,0,149,1467.73278808594,5891.62841796875,2013,10,"22",14906
"H14907-04-01",2233001407,1,1,223,223126,"Namboko",22312601,"Bumukuluma",2,20,5,0,149,2935.46557617188,3397.76123046875,2013,10,"21",14907
"H14908-04-01",2233001408,1,1,223,223126,"Namboko",22312601,"Bumukuluma",2,20,5,0,149,2935.46557617188,5143.31005859375,2013,10,"21",14908
"H14910-04-01",2233001410,1,1,223,223126,"Namboko",22312601,"Bumukuluma",2,20,5,0,149,2935.46557617188,3214.56884765625,2014,4,"11",14910
"H15002-04-01",2233001802,1,1,223,223121,"Magale",22312101,"Bukibeti",2,20,5,0,150,2935.46557617188,4012.38403320313,2014,1,"21",15002
"H15003-04-01",2233001803,1,1,223,223121,"Magale",22312101,"Bukibeti",2,20,5,0,150,2935.46557617188,5349.84521484375,2014,7,"20",15003
"H15004-04-01",2233001804,1,1,223,223121,"Magale",22312101,"Bukibeti",2,20,5,0,150,2935.46557617188,6170.62060546875,2014,1,"21",15004
"H15005-04-01",2233001805,1,1,223,223121,"Magale",22312101,"Bukibeti",2,20,5,0,150,2935.46557617188,9152.2578125,2014,1,"22",15005
"H15006-04-01",2233001806,1,1,223,223121,"Magale",22312101,"Bukibeti",2,20,5,0,150,2935.46557617188,2288.064453125,2014,1,"22",15006
