"HHID","HHID_old","rotate","result_code","h1aq1a","h1aq3a","h1aq3b","h1aq4a","h1aq4b","region","regurb","sregion","urban","ea","wgt_X","wgt","year","month","day","DynID"
"H34303-04-01",,0,1,111,111202,"Lwebitakuli",11120204,"Lugusulu",1,10,2,0,343,4167.21923828125,,2014,1,"18",34303
"H34304-04-01",,0,1,111,111202,"Lwebitakuli",11120204,"Lugusulu",1,10,2,0,343,4167.21923828125,,2014,1,"19",34304
"H34305-04-01",,0,1,111,111202,"Lwebitakuli",11120204,"Lugusulu",1,10,2,0,343,4167.21923828125,,2014,1,"19",34305
"H34306-04-01",,0,1,111,111202,"Lwebitakuli",11120204,"Lugusulu",1,10,2,0,343,4167.21923828125,,2014,7,"21",34306
"H34308-04-01",,0,1,111,111202,"Lwebitakuli",11120204,"Lugusulu",1,10,2,0,343,4167.21923828125,,2014,7,"21",34308
"H34309-04-01",,0,1,111,111202,"Lwebitakuli",11120204,"Lugusulu",1,10,2,0,343,4167.21923828125,,2014,7,"22",34309
"H34310-04-01",,0,1,111,111202,"Lwebitakuli",11120204,"Lugusulu",1,10,2,0,343,4167.21923828125,,2014,7,"21",34310
"H34401-04-02",,0,1,112,112102,"Galiraaya",11210203,"Kirasa",1,10,3,0,344,6452.8603515625,,2013,11,"06",34401
"H34402-04-01",,0,1,112,112102,"Galiraaya",11210203,"Kirasa",1,10,3,0,344,6452.8603515625,,2013,11,"06",34402
"H34403-04-01",,0,1,112,112102,"Galiraaya",11210203,"Kirasa",1,10,3,0,344,6452.8603515625,,2013,11,"07",34403
"H34404-04-01",,0,1,112,112102,"Galiraaya",11210203,"Kirasa",1,10,3,0,344,6452.8603515625,,2013,11,"06",34404
"H34405-04-01",,0,1,112,112102,"Galiraaya",11210203,"Kirasa",1,10,3,0,344,6452.8603515625,,2013,11,"06",34405
"H34406-04-01",,0,1,112,112102,"Galiraaya",11210203,"Kirasa",1,10,3,0,344,6452.8603515625,,2014,4,"23",34406
"H34407-04-01",,0,1,112,112102,"Galiraaya",11210203,"Kirasa",1,10,3,0,344,6452.8603515625,,2014,4,"23",34407
"H34409-04-01",,0,1,112,112102,"Galiraaya",11210203,"Kirasa",1,10,3,0,344,6452.8603515625,,2014,4,"23",34409
"H34410-04-01",,0,1,112,112102,"Galiraaya",11210203,"Kirasa",1,10,3,0,344,6452.8603515625,,2014,4,"23",34410
"H34501-04-01",,0,1,113,113105,"Katabi",11310505,"Nkumba",1,11,2,1,345,1908.18579101563,,2013,9,"25",34501
"H34502-04-01",,0,1,113,113105,"Katabi",11310505,"Nkumba",1,11,2,1,345,1908.18579101563,,2014,3,"20",34502
"H34503-04-01",,0,1,113,113105,"Katabi",11310505,"Nkumba",1,11,2,1,345,1908.18579101563,,2013,9,"25",34503
"H34504-04-01",,0,1,113,113105,"Katabi",11310505,"Nkumba",1,11,2,1,345,1908.18579101563,,2013,9,"27",34504
"H34505-04-01",,0,1,113,113105,"Katabi",11310505,"Nkumba",1,11,2,1,345,1908.18579101563,,2013,9,"27",34505
"H34506-04-01",,0,1,113,113105,"Katabi",11310505,"Nkumba",1,11,2,1,345,1908.18579101563,,2014,3,"20",34506
"H34507-04-01",,0,1,113,113105,"Katabi",11310505,"Nkumba",1,11,2,1,345,1908.18579101563,,2014,3,"20",34507
"H34508-04-01",,0,1,113,113105,"Katabi",11310505,"Nkumba",1,11,2,1,345,1908.18579101563,,2014,4,"02",34508
"H34509-04-01",,0,1,113,113105,"Katabi",11310505,"Nkumba",1,11,2,1,345,1908.18579101563,,2014,3,"20",34509
"H34510-04-01",,0,1,113,113105,"Katabi",11310505,"Nkumba",1,11,2,1,345,1908.18579101563,,2014,3,"20",34510
"H34601-04-01",,0,1,113,113113,"Wakiso",11311302,"Buloba",1,10,2,0,346,4612.7412109375,,2014,2,"24",34601
"H34602-04-01",,0,1,113,113113,"Wakiso",11311302,"Buloba",1,10,2,0,346,4612.7412109375,,2014,2,"25",34602
"H34603-04-01",,0,1,113,113113,"Wakiso",11311302,"Buloba",1,10,2,0,346,4612.7412109375,,2014,2,"24",34603
"H34604-04-01",,0,1,113,113113,"Wakiso",11311302,"Buloba",1,11,2,1,346,4612.7412109375,,2014,2,"25",34604
"H34605-04-01",,0,1,113,113113,"Wakiso",11311302,"Buloba",1,10,2,0,346,4612.7412109375,,2014,2,"24",34605
"H34606-04-01",,0,1,113,113113,"Wakiso",11311302,"Buloba",1,10,2,0,346,4612.7412109375,,2014,7,"28",34606
"H34607-04-01",,0,1,113,113113,"Wakiso",11311302,"Buloba",1,10,2,0,346,4612.7412109375,,2014,7,"27",34607
"H34608-04-01",,0,1,113,113113,"Wakiso",11311302,"Buloba",1,10,2,0,346,4612.7412109375,,2014,7,"27",34608
"H34609-04-01",,0,1,113,113113,"Wakiso",11311302,"Buloba",1,11,2,1,346,4612.7412109375,,2014,7,"28",34609
"H34610-04-01",,0,1,113,113113,"Wakiso",11311302,"Buloba",1,10,2,0,346,4612.7412109375,,2014,7,"27",34610
"H34701-04-01",,0,1,113,113303,"Kira Town Council",11330301,"Bweyogerere",1,11,2,1,347,2299.67822265625,,2014,1,"27",34701
"H34703-04-01",,0,1,113,113303,"Kira Town Council",11330301,"Bweyogerere",1,11,2,1,347,2299.67822265625,,2014,1,"28",34703
"H34704-04-01",,0,1,113,113303,"Kira Town Council",11330301,"Bweyogerere",1,11,2,1,347,2299.67822265625,,2014,1,"28",34704
"H34705-04-01",,0,1,113,113303,"Kira Town Council",11330301,"Bweyogerere",1,11,2,1,347,2299.67822265625,,2014,7,"15",34705
"H34706-04-01",,0,1,113,113303,"Kira Town Council",11330301,"Bweyogerere",1,11,2,1,347,2299.67822265625,,2014,1,"27",34706
"H34707-04-01",,0,1,113,113303,"Kira Town Council",11330301,"Bweyogerere",1,11,2,1,347,2299.67822265625,,2014,7,"15",34707
"H34708-04-01",,0,1,113,113303,"Kira Town Council",11330301,"Bweyogerere",1,11,2,1,347,2299.67822265625,,2014,1,"27",34708
"H34709-04-01",,0,1,113,113303,"Kira Town Council",11330301,"Bweyogerere",1,11,2,1,347,2299.67822265625,,2014,7,"16",34709
"H34710-04-01",,0,1,113,113303,"Kira Town Council",11330301,"Bweyogerere",1,11,2,1,347,2299.67822265625,,2014,7,"15",34710
"H34901-04-01",,0,1,113,113306,"Nangabo",11330606,"Masooli",1,11,2,1,349,2306.8203125,,2013,12,"12",34901
"H34902-04-01",,0,1,113,113306,"Nangabo",11330606,"Masooli",1,11,2,1,349,2306.8203125,,2013,12,"12",34902
"H34903-04-01",,0,1,113,113306,"Nangabo",11330606,"Masooli",1,11,2,1,349,2306.8203125,,2013,12,"12",34903
"H34904-04-01",,0,1,113,113306,"Nangabo",11330606,"Masooli",1,11,2,1,349,2306.8203125,,2013,12,"12",34904
"H34905-04-01",,0,1,113,113306,"Nangabo",11330606,"Masooli",1,11,2,1,349,2306.8203125,,2013,12,"13",34905
"H34906-04-01",,0,1,113,113306,"Nangabo",11330606,"Masooli",1,11,2,1,349,2306.8203125,,2014,6,"29",34906
"H34907-04-01",,0,1,113,113306,"Nangabo",11330606,"Masooli",1,11,2,1,349,2306.8203125,,2014,6,"29",34907
"H34908-04-01",,0,1,113,113306,"Nangabo",11330606,"Masooli",1,11,2,1,349,2306.8203125,,2014,6,"30",34908
"H34910-04-01",,0,1,113,113306,"Nangabo",11330606,"Masooli",1,11,2,1,349,2306.8203125,,2014,6,"29",34910
"H35001-04-01",,0,1,115,115103,"Kakindu",11510302,"Mwera",1,10,3,0,350,707.40234375,,2013,10,"19",35001
"H35002-04-01",,0,1,115,115103,"Kakindu",11510302,"Mwera",1,10,3,0,350,707.40234375,,2013,10,"19",35002
"H35003-04-01",,0,1,115,115103,"Kakindu",11510302,"Mwera",1,10,3,0,350,707.40234375,,2013,10,"20",35003
"H35004-04-01",,0,1,115,115103,"Kakindu",11510302,"Mwera",1,10,3,0,350,707.40234375,,2013,10,"20",35004
"H35005-04-01",,0,1,115,115103,"Kakindu",11510302,"Mwera",1,10,3,0,350,707.40234375,,2013,10,"19",35005
"H35006-04-01",,0,1,115,115103,"Kakindu",11510302,"Mwera",1,10,3,0,350,707.40234375,,2014,4,"11",35006
"H35007-04-01",,0,1,115,115103,"Kakindu",11510302,"Mwera",1,10,3,0,350,707.40234375,,2014,4,"10",35007
"H35008-04-01",,0,1,115,115103,"Kakindu",11510302,"Mwera",1,10,3,0,350,707.40234375,,2014,4,"11",35008
"H35009-04-01",,0,1,115,115103,"Kakindu",11510302,"Mwera",1,10,3,0,350,707.40234375,,2014,4,"10",35009
"H35010-04-01",,0,1,115,115103,"Kakindu",11510302,"Mwera",1,10,3,0,350,707.40234375,,2014,4,"10",35010
"H35101-04-01",,0,1,115,115203,"Kalangalo",11520307,"Kiryoka",1,10,3,0,351,2409.94018554688,,2014,2,"12",35101
"H35102-04-01",,0,1,115,115203,"Kalangalo",11520307,"Kiryoka",1,10,3,0,351,2409.94018554688,,2014,2,"13",35102
"H35103-04-01",,0,1,115,115203,"Kalangalo",11520307,"Kiryoka",1,10,3,0,351,2409.94018554688,,2014,2,"12",35103
"H35104-04-01",,0,1,115,115203,"Kalangalo",11520307,"Kiryoka",1,10,3,0,351,2409.94018554688,,2014,2,"13",35104
"H35105-04-02",,0,1,115,115203,"Kalangalo",11520307,"Kiryoka",1,10,3,0,351,2409.94018554688,,2014,2,"12",35105
"H35106-04-01",,0,1,115,115203,"Kalangalo",11520307,"Kiryoka",1,10,3,0,351,2409.94018554688,,2014,8,"02",35106
"H35107-04-01",,0,1,115,115203,"Kalangalo",11520307,"Kiryoka",1,10,3,0,351,2409.94018554688,,2014,8,"03",35107
"H35108-04-01",,0,1,115,115203,"Kalangalo",11520307,"Kiryoka",1,10,3,0,351,2409.94018554688,,2014,8,"02",35108
"H35109-04-01",,0,1,115,115203,"Kalangalo",11520307,"Kiryoka",1,10,3,0,351,2409.94018554688,,2014,8,"03",35109
"H35110-04-01",,0,1,115,115203,"Kalangalo",11520307,"Kiryoka",1,10,3,0,351,2409.94018554688,,2014,8,"02",35110
"H35201-04-01",,0,1,117,117103,"Kawolo",11710308,"Sagazi",1,10,3,0,352,2257.27416992188,,2013,10,"23",35201
"H35202-04-01",,0,1,117,117103,"Kawolo",11710308,"Sagazi",1,10,3,0,352,2257.27416992188,,2013,10,"23",35202
"H35203-04-01",,0,1,117,117103,"Kawolo",11710308,"Sagazi",1,10,3,0,352,2257.27416992188,,2013,10,"22",35203
"H35204-04-01",,0,1,117,117103,"Kawolo",11710308,"Sagazi",1,10,3,0,352,2257.27416992188,,2013,10,"22",35204
"H35205-04-01",,0,1,117,117103,"Kawolo",11710308,"Sagazi",1,10,3,0,352,2257.27416992188,,2013,10,"22",35205
"H35206-04-01",,0,1,117,117103,"Kawolo",11710308,"Sagazi",1,10,3,0,352,2257.27416992188,,2014,4,"14",35206
"H35207-04-01",,0,1,117,117103,"Kawolo",11710308,"Sagazi",1,10,3,0,352,2257.27416992188,,2014,4,"14",35207
"H35208-04-01",,0,1,117,117103,"Kawolo",11710308,"Sagazi",1,10,3,0,352,2257.27416992188,,2014,4,"15",35208
"H35210-04-01",,0,1,117,117103,"Kawolo",11710308,"Sagazi",1,11,3,1,352,2257.27416992188,,2014,4,"14",35210
"H35301-04-01",,0,1,117,117108,"Njeru Town Council",11710804,"Njeru West Ward",1,11,3,1,353,1059.9375,,2014,2,"21",35301
"H35302-04-01",,0,1,117,117108,"Njeru Town Council",11710804,"Njeru West Ward",1,11,3,1,353,1059.9375,,2014,2,"20",35302
"H35303-04-01",,0,1,117,117108,"Njeru Town Council",11710804,"Njeru West Ward",1,11,3,1,353,1059.9375,,2014,8,"11",35303
"H35304-04-01",,0,1,117,117108,"Njeru Town Council",11710804,"Njeru West Ward",1,11,3,1,353,1059.9375,,2014,8,"10",35304
"H35305-04-01",,0,1,117,117108,"Njeru Town Council",11710804,"Njeru West Ward",1,11,3,1,353,1059.9375,,2014,2,"20",35305
"H35306-04-01",,0,1,117,117108,"Njeru Town Council",11710804,"Njeru West Ward",1,11,3,1,353,1059.9375,,2014,8,"11",35306
"H35307-04-01",,0,1,117,117108,"Njeru Town Council",11710804,"Njeru West Ward",1,11,3,1,353,1059.9375,,2014,2,"21",35307
"H35308-04-01",,0,1,117,117108,"Njeru Town Council",11710804,"Njeru West Ward",1,11,3,1,353,1059.9375,,2014,8,"10",35308
"H35309-04-01",,0,1,117,117108,"Njeru Town Council",11710804,"Njeru West Ward",1,11,3,1,353,1059.9375,,2014,8,"10",35309
"H35310-04-01",,0,1,117,117108,"Njeru Town Council",11710804,"Njeru West Ward",1,11,3,1,353,1059.9375,,2014,2,"20",35310
"H35401-04-01",,0,1,117,117111,"Ssi Bukunja",11711105,"Lugoba",1,10,3,0,354,733.614135742188,,2014,2,"23",35401
"H35402-04-01",,0,1,117,117111,"Ssi Bukunja",11711105,"Lugoba",1,10,3,0,354,733.614135742188,,2014,2,"23",35402
"H35403-04-01",,0,1,117,117111,"Ssi Bukunja",11711105,"Lugoba",1,10,3,0,354,733.614135742188,,2014,8,"12",35403
"H35404-04-01",,0,1,117,117111,"Ssi Bukunja",11711105,"Lugoba",1,10,3,0,354,733.614135742188,,2014,8,"12",35404
"H35405-04-01",,0,1,117,117111,"Ssi Bukunja",11711105,"Lugoba",1,10,3,0,354,733.614135742188,,2014,2,"23",35405
"H35406-04-01",,0,1,117,117111,"Ssi Bukunja",11711105,"Lugoba",1,10,3,0,354,733.614135742188,,2014,8,"12",35406
"H35407-04-01",,0,1,117,117111,"Ssi Bukunja",11711105,"Lugoba",1,10,3,0,354,733.614135742188,,2014,2,"22",35407
"H35408-04-01",,0,1,117,117111,"Ssi Bukunja",11711105,"Lugoba",1,10,3,0,354,733.614135742188,,2014,8,"12",35408
"H35409-04-01",,0,1,117,117111,"Ssi Bukunja",11711105,"Lugoba",1,10,3,0,354,733.614135742188,,2014,2,"22",35409
"H35410-04-01",,0,1,117,117111,"Ssi Bukunja",11711105,"Lugoba",1,10,3,0,354,733.614135742188,,2014,8,"12",35410
"H35501-04-01",,0,1,119,119103,"Kalamba",11910303,"Kitimba",1,10,2,0,355,5974.580078125,,2013,11,"01",35501
"H35502-04-01",,0,1,119,119103,"Kalamba",11910303,"Kitimba",1,10,2,0,355,5974.580078125,,2013,11,"01",35502
"H35503-04-01",,0,1,119,119103,"Kalamba",11910303,"Kitimba",1,10,2,0,355,5974.580078125,,2013,10,"31",35503
"H35504-04-01",,0,1,119,119103,"Kalamba",11910303,"Kitimba",1,10,2,0,355,5974.580078125,,2013,10,"31",35504
"H35505-04-01",,0,1,119,119103,"Kalamba",11910303,"Kitimba",1,10,2,0,355,5974.580078125,,2013,10,"31",35505
"H35506-04-01",,0,1,119,119103,"Kalamba",11910303,"Kitimba",1,10,2,0,355,5974.580078125,,2014,4,"15",35506
"H35507-04-01",,0,1,119,119103,"Kalamba",11910303,"Kitimba",1,10,2,0,355,5974.580078125,,2014,4,"16",35507
"H35508-04-01",,0,1,119,119103,"Kalamba",11910303,"Kitimba",1,10,2,0,355,5974.580078125,,2014,4,"15",35508
"H35509-04-02",,0,1,119,119103,"Kalamba",11910303,"Kitimba",1,10,2,0,355,5974.580078125,,2014,4,"16",35509
"H35510-04-01",,0,1,119,119103,"Kalamba",11910303,"Kitimba",1,10,2,0,355,5974.580078125,,2014,4,"15",35510
"H35601-04-01",,0,1,124,124101,"Kisekka",12410106,"Nakalembe",1,10,2,0,356,2553.11254882813,,2014,2,"22",35601
"H35602-04-01",,0,1,124,124101,"Kisekka",12410106,"Nakalembe",1,11,2,1,356,2553.11254882813,,2014,2,"23",35602
"H35603-04-01",,0,1,124,124101,"Kisekka",12410106,"Nakalembe",1,10,2,0,356,2553.11254882813,,2014,2,"23",35603
"H35604-04-01",,0,1,124,124101,"Kisekka",12410106,"Nakalembe",1,10,2,0,356,2553.11254882813,,2014,2,"22",35604
"H35605-04-01",,0,1,124,124101,"Kisekka",12410106,"Nakalembe",1,10,2,0,356,2553.11254882813,,2014,2,"22",35605
"H35606-04-01",,0,1,124,124101,"Kisekka",12410106,"Nakalembe",1,10,2,0,356,2553.11254882813,,2014,8,"11",35606
"H35607-04-01",,0,1,124,124101,"Kisekka",12410106,"Nakalembe",1,10,2,0,356,2553.11254882813,,2014,8,"11",35607
"H35608-04-01",,0,1,124,124101,"Kisekka",12410106,"Nakalembe",1,10,2,0,356,2553.11254882813,,2014,8,"12",35608
"H35609-04-01",,0,1,124,124101,"Kisekka",12410106,"Nakalembe",1,10,2,0,356,2553.11254882813,,2014,8,"11",35609
"H35610-04-01",,0,1,124,124101,"Kisekka",12410106,"Nakalembe",1,10,2,0,356,2553.11254882813,,2014,8,"12",35610
"H35701-04-01",,0,1,124,124104,"Kyazanga Town Council",12410401,"Kitooro-kyazanga Town Board",1,11,2,1,357,4125.23486328125,,2013,10,"01",35701
"H35702-04-01",,0,1,124,124104,"Kyazanga Town Council",12410401,"Kitooro-kyazanga Town Board",1,11,2,1,357,4125.23486328125,,2013,10,"01",35702
"H35703-04-01",,0,1,124,124104,"Kyazanga Town Council",12410401,"Kitooro-kyazanga Town Board",1,11,2,1,357,4125.23486328125,,2013,10,"02",35703
"H35704-04-01",,0,1,124,124104,"Kyazanga Town Council",12410401,"Kitooro-kyazanga Town Board",1,10,2,0,357,4125.23486328125,,2013,10,"01",35704
"H35705-04-01",,0,1,124,124104,"Kyazanga Town Council",12410401,"Kitooro-kyazanga Town Board",1,11,2,1,357,4125.23486328125,,2013,10,"02",35705
"H35706-04-01",,0,1,124,124104,"Kyazanga Town Council",12410401,"Kitooro-kyazanga Town Board",1,11,2,1,357,4125.23486328125,,2014,3,"21",35706
"H35707-04-01",,0,1,124,124104,"Kyazanga Town Council",12410401,"Kitooro-kyazanga Town Board",1,11,2,1,357,4125.23486328125,,2014,3,"21",35707
"H35708-04-01",,0,1,124,124104,"Kyazanga Town Council",12410401,"Kitooro-kyazanga Town Board",1,10,2,0,357,4125.23486328125,,2014,3,"20",35708
"H35709-04-01",,0,1,124,124104,"Kyazanga Town Council",12410401,"Kitooro-kyazanga Town Board",1,11,2,1,357,4125.23486328125,,2014,3,"20",35709
"H35710-04-01",,0,1,124,124104,"Kyazanga Town Council",12410401,"Kitooro-kyazanga Town Board",1,11,2,1,357,4125.23486328125,,2014,3,"21",35710
"H35801-04-01",,0,1,124,124107,"Malongo",12410701,"Kalagala",1,10,2,0,358,3136.74340820313,,2013,11,"20",35801
"H35802-04-01",,0,1,124,124107,"Malongo",12410701,"Kalagala",1,10,2,0,358,3136.74340820313,,2013,11,"20",35802
"H35803-04-01",,0,1,124,124107,"Malongo",12410701,"Kalagala",1,10,2,0,358,3136.74340820313,,2013,11,"20",35803
"H35804-04-01",,0,1,124,124107,"Malongo",12410701,"Kalagala",1,10,2,0,358,3136.74340820313,,2013,11,"21",35804
"H35805-04-01",,0,1,124,124107,"Malongo",12410701,"Kalagala",1,10,2,0,358,3136.74340820313,,2013,11,"20",35805
"H35806-04-01",,0,1,124,124107,"Malongo",12410701,"Kalagala",1,10,2,0,358,3136.74340820313,,2014,5,"27",35806
"H35807-04-01",,0,1,114,114104,"Lyantonde",11410402,"Kalagala",1,10,2,0,358,3136.74340820313,,2014,5,"26",35807
"H35808-04-01",,0,1,124,124107,"Malongo",12410701,"Kalagala",1,10,2,0,358,3136.74340820313,,2014,5,"27",35808
"H35809-04-01",,0,1,124,124107,"Malongo",12410701,"Kalagala",1,10,2,0,358,3136.74340820313,,2014,7,"04",35809
"H35810-04-01",,0,1,124,124107,"Malongo",12410701,"Kalagala",1,10,2,0,358,3136.74340820313,,2014,5,"26",35810
"H35901-04-01",,0,1,201,201106,"Buwunga",20110602,"Bupala",2,20,4,0,359,2865.50756835938,,2013,10,"24",35901
"H35902-04-01",,0,1,201,201106,"Buwunga",20110602,"Bupala",2,20,4,0,359,2865.50756835938,,2013,10,"24",35902
"H35903-04-01",,0,1,201,201106,"Buwunga",20110602,"Bupala",2,20,4,0,359,2865.50756835938,,2013,10,"25",35903
"H35904-04-01",,0,1,224,224105,"Namutumba",22410505,"Nawansagwa",2,20,4,0,359,2865.50756835938,,2013,10,"25",35904
"H35905-04-01",,0,1,201,201106,"Buwunga",20110602,"Bupala",2,20,4,0,359,2865.50756835938,,2013,10,"24",35905
"H35906-04-01",,0,1,201,201106,"Buwunga",20110602,"Bupala",2,20,4,0,359,2865.50756835938,,2013,10,"25",35906
"H35907-04-01",,0,1,201,201106,"Buwunga",20110602,"Bupala",2,20,4,0,359,2865.50756835938,,2013,10,"24",35907
"H35908-04-01",,0,1,201,201106,"Buwunga",20110602,"Bupala",2,20,4,0,359,2865.50756835938,,2013,10,"25",35908
"H35909-04-01",,0,1,201,201106,"Buwunga",20110602,"Bupala",2,20,4,0,359,2865.50756835938,,2014,4,"14",35909
"H35910-04-01",,0,1,201,201106,"Buwunga",20110602,"Bupala",2,20,4,0,359,2865.50756835938,,2014,4,"14",35910
"H36001-04-01",,0,1,202,202205,"Buteba",20220503,"Buteba",2,20,5,0,360,3345.0654296875,,2013,9,"26",36001
"H36002-04-01",,0,1,202,202205,"Buteba",20220503,"Buteba",2,20,5,0,360,3345.0654296875,,2013,9,"26",36002
"H36003-04-01",,0,1,202,202205,"Buteba",20220503,"Buteba",2,20,5,0,360,3345.0654296875,,2014,3,"22",36003
"H36004-04-01",,0,1,202,202205,"Buteba",20220503,"Buteba",2,20,5,0,360,3345.0654296875,,2013,9,"30",36004
"H36005-04-01",,0,1,202,202205,"Buteba",20220503,"Buteba",2,20,5,0,360,3345.0654296875,,2013,9,"27",36005
"H36006-04-01",,0,1,202,202205,"Buteba",20220503,"Buteba",2,20,5,0,360,3345.0654296875,,2014,3,"23",36006
"H36007-04-01",,0,1,202,202205,"Buteba",20220503,"Buteba",2,20,5,0,360,3345.0654296875,,2014,3,"22",36007
"H36008-04-01",,0,1,202,202205,"Buteba",20220503,"Buteba",2,20,5,0,360,3345.0654296875,,2014,3,"22",36008
"H36009-04-01",,0,1,202,202205,"Buteba",20220503,"Buteba",2,20,5,0,360,3345.0654296875,,2014,3,"22",36009
"H36010-04-01",,0,1,202,202205,"Buteba",20220503,"Buteba",2,20,5,0,360,3345.0654296875,,2014,3,"23",36010
"H36101-04-01",,0,1,204,204301,"Budondo",20430101,"Buwagi",2,20,4,0,361,1788.31005859375,,2014,6,"21",36101
"H36102-04-01",,0,1,204,204301,"Budondo",20430101,"Buwagi",2,20,4,0,361,1788.31005859375,,2013,12,"16",36102
"H36103-04-01",,0,1,204,204301,"Budondo",20430101,"Buwagi",2,20,4,0,361,1788.31005859375,,2013,12,"16",36103
"H36104-04-01",,0,1,204,204301,"Budondo",20430101,"Buwagi",2,20,4,0,361,1788.31005859375,,2013,12,"16",36104
"H36105-04-01",,0,1,204,204301,"Budondo",20430101,"Buwagi",2,20,4,0,361,1788.31005859375,,2013,12,"16",36105
"H36106-04-01",,0,1,204,204301,"Budondo",20430101,"Buwagi",2,20,4,0,361,1788.31005859375,,2014,6,"21",36106
"H36107-04-01",,0,1,204,204301,"Budondo",20430101,"Buwagi",2,20,4,0,361,1788.31005859375,,2014,6,"21",36107
"H36108-04-01",,0,1,204,204301,"Budondo",20430101,"Buwagi",2,20,4,0,361,1788.31005859375,,2014,6,"21",36108
"H36109-04-01",,0,1,204,204301,"Budondo",20430101,"Buwagi",2,20,4,0,361,1788.31005859375,,2013,12,"16",36109
"H36110-04-01",,0,1,204,204301,"Budondo",20430101,"Buwagi",2,20,4,0,361,1788.31005859375,,2014,6,"21",36110
"H36201-04-01",,0,1,204,204301,"Budondo",20430102,"Ivunamba",2,21,4,1,362,1136.32202148438,,2014,1,"19",36201
"H36202-04-01",,0,1,204,204301,"Budondo",20430102,"Ivunamba",2,21,4,1,362,1136.32202148438,,2014,1,"20",36202
"H36203-04-01",,0,1,204,204301,"Budondo",20430102,"Ivunamba",2,20,4,0,362,1136.32202148438,,2014,1,"19",36203
"H36204-04-01",,0,1,204,204301,"Budondo",20430102,"Ivunamba",2,20,4,0,362,1136.32202148438,,2014,1,"23",36204
"H36205-04-01",,0,1,204,204301,"Budondo",20430102,"Ivunamba",2,21,4,1,362,1136.32202148438,,2014,1,"20",36205
"H36206-04-01",,0,1,204,204301,"Budondo",20430102,"Ivunamba",2,21,4,1,362,1136.32202148438,,2014,1,"23",36206
"H36207-04-01",,0,1,204,204301,"Budondo",20430102,"Ivunamba",2,21,4,1,362,1136.32202148438,,2014,1,"20",36207
"H36208-04-01",,0,1,204,204301,"Budondo",20430102,"Ivunamba",2,20,4,0,362,1136.32202148438,,2014,1,"19",36208
"H36209-04-01",,0,1,204,204301,"Budondo",20430102,"Ivunamba",2,21,4,1,362,1136.32202148438,,2014,7,"22",36209
"H36210-04-01",,0,1,204,204301,"Budondo",20430102,"Ivunamba",2,21,4,1,362,1136.32202148438,,2014,7,"22",36210
"H36301-04-01",,0,1,209,209201,"Industrial Division",20920101,"Malukhu Ward",2,21,5,1,363,3302.39892578125,,2013,10,"25",36301
"H36302-04-01",,0,1,209,209201,"Industrial Division",20920101,"Malukhu Ward",2,21,5,1,363,3302.39892578125,,2013,10,"26",36302
"H36303-04-01",,0,1,209,209201,"Industrial Division",20920101,"Malukhu Ward",2,21,5,1,363,3302.39892578125,,2013,10,"25",36303
"H36304-04-01",,0,1,209,209201,"Industrial Division",20920101,"Malukhu Ward",2,21,5,1,363,3302.39892578125,,2014,4,"12",36304
"H36305-04-01",,0,1,209,209201,"Industrial Division",20920101,"Malukhu Ward",2,21,5,1,363,3302.39892578125,,2014,4,"12",36305
"H36306-04-01",,0,1,209,209201,"Industrial Division",20920101,"Malukhu Ward",2,21,5,1,363,3302.39892578125,,2014,4,"12",36306
"H36307-04-01",,0,1,209,209201,"Industrial Division",20920101,"Malukhu Ward",2,21,5,1,363,3302.39892578125,,2013,10,"25",36307
"H36308-04-01",,0,1,209,209201,"Industrial Division",20920101,"Malukhu Ward",2,21,5,1,363,3302.39892578125,,2013,10,"25",36308
"H36309-04-01",,0,1,209,209201,"Industrial Division",20920101,"Malukhu Ward",2,21,5,1,363,3302.39892578125,,2014,4,"12",36309
"H36310-04-01",,0,1,209,209201,"Industrial Division",20920101,"Malukhu Ward",2,21,5,1,363,3302.39892578125,,2014,4,"13",36310
"H36401-04-01",,0,1,210,210205,"Kameke",21020504,"Omuroka",2,20,5,0,364,1878.69799804688,,2014,2,"17",36401
"H36402-04-01",,0,1,210,210205,"Kameke",21020504,"Omuroka",2,20,5,0,364,1878.69799804688,,2014,8,"03",36402
"H36403-04-01",,0,1,210,210205,"Kameke",21020504,"Omuroka",2,20,5,0,364,1878.69799804688,,2014,2,"18",36403
"H36404-04-01",,0,1,210,210205,"Kameke",21020504,"Omuroka",2,20,5,0,364,1878.69799804688,,2014,8,"03",36404
"H36405-04-01",,0,1,210,210205,"Kameke",21020504,"Omuroka",2,20,5,0,364,1878.69799804688,,2014,8,"03",36405
"H36406-04-01",,0,1,210,210205,"Kameke",21020504,"Omuroka",2,20,5,0,364,1878.69799804688,,2014,8,"03",36406
"H36407-04-01",,0,1,210,210205,"Kameke",21020504,"Omuroka",2,20,5,0,364,1878.69799804688,,2014,2,"17",36407
"H36408-04-01",,0,1,210,210205,"Kameke",21020504,"Omuroka",2,20,5,0,364,1878.69799804688,,2014,2,"18",36408
"H36409-04-01",,0,1,210,210205,"Kameke",21020504,"Omuroka",2,20,5,0,364,1878.69799804688,,2014,2,"17",36409
"H36410-04-01",,0,1,210,210205,"Kameke",21020504,"Omuroka",2,20,5,0,364,1878.69799804688,,2014,8,"03",36410
"H36501-04-01",,0,1,211,211103,"Gweri",21110303,"Awoja",2,20,5,0,365,3002.18090820313,,2013,10,"22",36501
