"HHID","parcelID","a2aq1owned","a2aq4","a2aq5","a2aq5_1","a2aq5_2","a2aq5_2_1","a2aq6","a2aq7","a2aq8","a2aq9","a2aq10","a2aq11a","a2aq11b","a2aq12","a2aq13a","a2aq13b","a2aq14","a2aq15a","a2aq15b","a2aq16","a2aq17","a2aq18","a2aq19","a2aq20","a2aq21","a2aq22a","a2aq22b","a2aq23","a2aq24a","a2aq24b","a2aq25","a2aq26a","a2aq26b","a2aq27a","a2aq27b","hh","wgt_X"
236010402,2,1,,0.200000002980232,23601003,2,1,2,4,2,999,1,6,1,9999,,,,,100,1,1,2,2,2,,,,4,23601003,23601008,2,,,23601003,23601008,"H23601-04-02",821.507507324219
236010402,3,1,,0.100000001490116,23601003,2,2,2,4,2,999,1,6,1,9999,,,,,100,1,1,2,2,2,,,,4,23601003,23601008,2,,,23601003,23601008,"H23601-04-02",821.507507324219
236010403,1,1,,0.600000023841858,23601009,2,1,4,4,2,999,1,6,1,9999,,,,,100,1,1,2,2,2,,,,4,23601009,23601004,2,,,23601009,23601004,"H23601-04-03",821.507507324219
236010403,2,1,,1,23601009,2,1,4,4,2,999,1,6,1,9999,,,,,100,1,1,2,2,2,,,,4,23601009,23601004,2,,,23601009,23601004,"H23601-04-03",821.507507324219
236010403,3,1,,1,23601009,2,1,4,4,2,999,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,23601009,23601004,2,,,23601009,23601004,"H23601-04-03",821.507507324219
236030401,1,1,0.209999993443489,0.25,23603002,1,,1,4,2,999,1,1,6,9999,,,,100,,2,1,2,2,2,,,,4,23603001,23603002,2,,,23603001,23603002,"H23603-04-01",2464.5224609375
236040401,1,1,0.129999995231628,0.119999997317791,23604001,1,,3,4,2,999,1,2,2,9999,,,,100,100,1,1,2,2,2,,,,4,23604001,23604002,2,,,23604001,23604002,"H23604-04-01",2464.5224609375
236040401,2,1,,0.200000002980232,23604001,2,2,2,4,2,999,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,23604001,23604002,2,,,23604001,23604002,"H23604-04-01",2464.5224609375
236040401,3,1,,0.200000002980232,23604001,2,2,3,4,2,999,1,6,6,9999,,,,,,1,1,2,3,2,,,,4,23604001,23604002,2,,,23604001,23604002,"H23604-04-01",2464.5224609375
236040401,4,1,,2,23604001,2,2,3,4,2,999,1,5,6,9999,,,,,,1,1,2,2,2,,,,4,23604001,23604002,2,,,23604001,23604002,"H23604-04-01",2464.5224609375
236050401,1,1,0.0900000035762787,0.119999997317791,23605001,1,,1,4,2,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,23605001,,2,,,23605001,23605002,"H23605-04-01",2464.5224609375
236050401,2,1,1.46000003814697,1,23605001,1,,1,4,2,999,1,1,1,9999,,,,100,100,3,1,2,2,1,2,6,8,4,23605001,,2,,,23605001,23605002,"H23605-04-01",2464.5224609375
236050401,3,1,0.959999978542328,0.5,23605001,1,,1,4,2,999,1,1,1,9999,,,,50,100,2,1,2,2,1,2,6,8,4,23605001,,2,,,23605001,23605002,"H23605-04-01",2464.5224609375
236050401,4,1,,2,23605001,2,3,2,4,2,999,1,5,5,2013,5,3,,,,2,2,2,1,2,,,,4,23605001,,2,,,23605001,23605002,"H23605-04-01",2464.5224609375
236060401,1,1,0.479999989271164,1,23606002,1,,2,4,2,999,1,5,1,9999,,,,,100,2,2,2,3,1,2,6,8,4,23606001,,2,,,23606001,23606002,"H23606-04-01",2464.5224609375
236060401,2,1,0.560000002384186,1.5,23606002,1,,2,4,2,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,23606001,,2,,,23606001,23606002,"H23606-04-01",2464.5224609375
236060401,3,1,0.509999990463257,0.5,23606002,1,,2,4,2,999,1,5,1,9999,,,,,100,2,2,2,2,1,2,6,8,4,23606001,23606002,2,,,23606001,23606002,"H23606-04-01",2464.5224609375
236070401,1,1,,2,23607007,2,3,2,4,2,2009,1,5,1,2010,2,3,,,50,2,1,2,2,2,,,,4,23607007,23607016,2,,,23607007,99999999,"H23607-04-01",492.904541015625
236070402,1,1,,5,23607006,2,2,1,4,2,999,1,1,1,9999,,,,20,80,2,1,2,2,2,,,,4,23607005,,2,,,23607005,23607006,"H23607-04-02",492.904541015625
236070402,2,1,,1,23607006,2,2,3,4,2,999,1,5,5,2010,3,3,,,,3,1,2,2,2,,,,4,23607005,,2,,,23607005,23607006,"H23607-04-02",492.904541015625
236070402,3,1,,3,23607006,2,1,3,4,2,999,1,5,5,2013,0,3,,,,1,1,2,2,2,,,,4,23607005,,2,,,23607005,23607006,"H23607-04-02",492.904541015625
236070402,4,1,,2.5,23607006,2,3,2,4,2,999,1,5,5,2009,4,3,,,,2,1,2,2,2,,,,4,23607005,,2,,,23607005,23607006,"H23607-04-02",492.904541015625
236070404,1,1,,1,23607026,2,1,2,4,2,999,1,1,1,9999,,,,100,100,2,1,2,3,1,2,6,8,4,23607025,,2,,,23607025,99999999,"H23607-04-04",492.904541015625
236070404,2,1,,0.5,23607026,2,1,2,4,2,999,1,1,1,9999,,,,100,100,1,3,2,2,2,,,,4,23607025,,2,,,23607025,99999999,"H23607-04-04",492.904541015625
236080401,1,1,4.26999998092651,3.5,23608001,1,,1,4,2,1969,1,1,1,9999,,,,90,100,2,1,2,2,2,,,,4,23608001,,2,,,23608001,23608002,"H23608-04-01",2464.5224609375
236080401,2,1,,4,23608001,2,1,4,4,2,999,1,5,5,2013,3,3,,,,2,1,2,3,2,,,,4,23608001,,2,,,23608001,23608002,"H23608-04-01",2464.5224609375
236080401,3,1,,0.5,23608001,2,3,3,4,2,999,1,5,1,9999,,,,,50,2,1,1,3,1,2,8,,4,23608001,,2,,,23608001,23608002,"H23608-04-01",2464.5224609375
236100401,1,1,0.920000016689301,0.600000023841858,23610001,1,,1,4,2,999,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,23610001,99999999,2,,,23610001,99999999,"H23610-04-01",2464.5224609375
236100401,2,1,,0.300000011920929,23610001,2,1,2,4,2,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,23610001,99999999,2,,,23610001,99999999,"H23610-04-01",2464.5224609375
236100401,3,1,,0.5,23610001,2,1,2,4,2,999,1,2,2,9999,,,,100,100,3,1,2,3,2,,,,4,23610001,99999999,2,,,23610001,99999999,"H23610-04-01",2464.5224609375
236100401,4,1,,0.200000002980232,23610001,2,1,2,4,2,999,1,6,1,9999,,,,,100,1,1,2,3,2,,,,4,23610001,99999999,2,,,23610001,99999999,"H23610-04-01",2464.5224609375
237010401,1,1,,0.400000005960464,23701001,2,1,3,4,2,2007,1,2,2,9999,,,,100,100,2,1,2,3,2,,,,4,23701001,23701002,2,,,23701001,23701002,"H23701-04-01",1232.26123046875
237010401,2,1,,0.600000023841858,23701001,2,1,3,4,2,2007,1,2,2,9999,,,,100,100,2,1,2,3,2,,,,4,23701001,23701002,2,,,23701001,23701002,"H23701-04-01",1232.26123046875
237020401,1,1,0.109999999403954,0.100000001490116,23702001,1,,1,4,2,999,1,6,1,9999,,,,,100,1,1,2,3,2,,,,4,23702001,23702002,2,,,23702001,23702002,"H23702-04-01",2464.5224609375
237020401,2,1,,1.5,23702001,2,2,1,4,2,999,1,6,2,9999,,,,,100,2,1,2,3,2,,,,4,23702001,23702002,2,,,23702001,23702002,"H23702-04-01",2464.5224609375
237020401,3,1,1.10000002384186,2,23702001,1,,3,4,2,999,1,6,6,9999,,,,,,1,1,2,3,2,,,,4,23702001,23702002,2,,,23702002,23702001,"H23702-04-01",2464.5224609375
237030401,1,1,,1,23703001,2,2,1,4,2,1991,1,1,1,2005,1,3,,100,100,1,2,2,3,2,,,,4,23703001,,2,,,23703001,99999999,"H23703-04-01",2464.5224609375
237030401,2,1,0.430000007152557,0.5,23703001,1,,1,4,2,2002,1,1,1,2011,1,3,,100,100,2,1,2,2,2,,,,4,23703001,,2,,,23703001,99999999,"H23703-04-01",2464.5224609375
237030401,3,1,0.579999983310699,0.5,23703001,1,,1,4,2,2000,1,1,1,9999,,,,100,100,3,1,2,2,2,,,,4,23703001,,2,,,23703001,99999999,"H23703-04-01",2464.5224609375
237050401,1,1,,2,23705002,2,4,1,4,2,999,1,5,1,9999,,,,,50,2,1,2,3,2,,,,4,23705002,,1,,,23705002,23705001,"H23705-04-01",2464.5224609375
237050401,2,1,,13,23705002,2,4,4,4,2,999,1,1,1,9999,,,,20,20,2,1,2,1,1,2,6,8,4,23705002,23705001,1,,,23705002,23705001,"H23705-04-01",2464.5224609375
237050401,3,1,,8.5,23705002,2,4,4,4,2,999,1,5,5,2013,4,3,,,,2,1,2,3,2,,,,4,23705002,23705001,1,,,23705002,23705001,"H23705-04-01",2464.5224609375
237070401,1,1,,1,23707002,2,1,4,4,2,999,2,1,1,9999,,,,100,100,1,1,2,2,2,,,,1,,,2,23707001,99999999,23707001,23707002,"H23707-04-01",2464.5224609375
237070401,2,1,,1,23707002,2,1,4,4,2,999,2,6,1,9999,,,,,100,1,1,2,2,2,,,,1,,,2,23707001,99999999,23707001,99999999,"H23707-04-01",2464.5224609375
237070401,3,1,,0.5,23707002,2,1,4,4,2,999,2,6,1,9999,,,,,100,1,1,2,2,2,,,,1,,,2,23707001,23707002,23707001,23707002,"H23707-04-01",2464.5224609375
237080402,1,1,,0.25,23708004,2,2,1,4,2,2007,1,5,1,9999,,,,,70,2,1,2,3,2,,,,4,23708001,,2,,,23708001,23708002,"H23708-04-02",821.507446289063
237090401,1,1,,13,23709001,2,2,1,4,2,1986,1,1,1,9999,,,,10,15,3,1,2,3,1,2,8,,4,23709001,,2,,,23709001,23709004,"H23709-04-01",2464.5224609375
237090401,2,1,,6.5,23709001,2,2,1,4,2,1986,1,1,1,9999,,,,20,20,2,1,2,2,2,,,,4,23709001,23709005,2,,,23709001,23709004,"H23709-04-01",2464.5224609375
237100401,1,1,,0.5,23710004,2,1,1,4,2,999,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,23710004,23710006,2,,,23710004,23710006,"H23710-04-01",1232.26123046875
237100401,2,1,,1,23710006,2,1,2,4,2,999,1,1,1,9999,,,,25,25,3,2,2,3,2,,,,4,23710004,23710006,2,,,23710004,23710006,"H23710-04-01",1232.26123046875
237100401,3,1,,4,23710004,2,1,1,4,2,999,1,5,5,2007,7,3,,,,3,2,2,2,2,,,,4,23710004,,2,,,23710004,23710006,"H23710-04-01",1232.26123046875
237100402,1,1,,0.5,23710001,2,2,3,4,2,999,1,1,1,9999,,,,100,100,3,2,2,2,2,,,,4,23710001,,2,,,23710001,99999999,"H23710-04-02",1232.26123046875
238010401,1,1,,2,23801001,2,1,4,4,2,999,1,5,5,2009,4,3,,,,2,2,2,2,2,,,,4,23801001,23801002,2,,,23801001,23801002,"H23801-04-01",2464.5224609375
238010401,2,1,,0.800000011920929,23801001,2,1,4,4,2,999,1,5,5,2011,2,3,,,,1,1,2,2,2,,,,4,23801001,23801002,2,,,23801001,23801002,"H23801-04-01",2464.5224609375
238010401,3,1,,2,23801001,2,1,4,4,2,999,1,5,5,2010,2,2,,,,1,2,2,2,2,,,,4,23801001,23801002,2,,,23801001,23801002,"H23801-04-01",2464.5224609375
238020401,1,1,,1,23802001,2,1,4,4,2,999,1,6,2,9999,,,,,100,2,1,2,2,2,,,,4,23802001,23802002,2,,,23802001,23802002,"H23802-04-01",2464.5224609375
238040401,1,1,,2,23804002,2,1,1,4,2,999,1,5,5,2010,3,3,,,,3,1,2,2,2,,,,4,23804002,99999999,2,,,23804002,99999999,"H23804-04-01",2464.5224609375
238040401,2,1,,2,23804002,2,1,4,4,1,2009,1,5,1,2009,3,3,,,100,2,1,2,2,2,,,,4,23804002,99999999,2,,,23804002,99999999,"H23804-04-01",2464.5224609375
238040401,3,1,,1,23804002,2,1,3,4,2,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,23804002,99999999,2,,,23804002,99999999,"H23804-04-01",2464.5224609375
238060401,1,1,,0.5,23806001,2,1,3,4,2,999,1,5,1,9999,,,,,100,3,1,2,3,2,,,,4,23806001,,2,,,23806001,23806002,"H23806-04-01",1232.26123046875
238060401,2,1,,1,23806001,2,1,3,4,2,999,1,5,5,2013,2,1,,,,2,2,2,3,2,,,,4,23806001,,2,,,23806001,23806002,"H23806-04-01",1232.26123046875
238060401,3,1,,1,23806001,2,1,4,4,2,999,1,1,1,9999,,,,100,100,2,1,2,3,1,1,6,8,4,23806001,,1,,,23806001,23806002,"H23806-04-01",1232.26123046875
238060401,4,1,,1,23806001,2,1,5,4,2,999,1,2,2,9999,,,,100,100,2,1,2,3,2,,,,4,23806001,,2,,,23806001,23806002,"H23806-04-01",1232.26123046875
238060401,5,1,,1,23806001,2,1,5,4,2,999,1,2,2,9999,,,,100,100,2,1,2,5,2,,,,4,23806001,,2,,,23806001,23806002,"H23806-04-01",1232.26123046875
238080401,1,1,,0.119999997317791,23808001,2,2,1,4,2,999,1,2,2,9999,,,,100,100,2,1,2,2,2,,,,4,23808001,,2,,,23808001,23808002,"H23808-04-01",2464.5224609375
238080401,2,1,,2,23808001,2,1,5,2,1,2008,1,1,1,9999,,,,85,80,2,1,2,3,1,1,3,6,4,23808001,,2,,,23808001,23808002,"H23808-04-01",2464.5224609375
238090401,1,1,,0.600000023841858,23809001,2,1,4,4,2,999,1,1,6,9999,,,,100,,2,1,2,2,2,,,,4,23809001,23809002,2,,,23809001,23809002,"H23809-04-01",2464.5224609375
238090401,2,1,,0.5,23809001,2,1,4,4,2,999,1,2,2,9999,,,,100,100,1,1,2,2,2,,,,4,23809001,23809002,2,,,23809001,23809002,"H23809-04-01",2464.5224609375
238100401,1,1,,0.25,23810001,2,1,4,4,2,999,1,1,1,9999,,,,100,100,1,3,2,2,2,,,,4,23810001,99999999,2,,,23810001,99999999,"H23810-04-01",2464.5224609375
238110401,1,1,,0.25,23811002,2,1,1,4,2,999,1,1,1,9999,,,,50,70,2,1,2,2,1,2,6,8,1,,,2,23811001,23811002,23811001,23811002,"H23811-04-01",2464.5224609375
238110401,2,1,,0.5,23811002,2,1,2,4,2,999,1,2,1,9999,,,,50,100,2,1,2,2,2,,,,4,23811001,,2,,,23811001,23811002,"H23811-04-01",2464.5224609375
238110401,3,1,,0.5,23811002,2,1,4,4,2,999,1,1,1,9999,,,,50,50,2,1,2,3,2,,,,4,23811001,,2,,,23811001,23811002,"H23811-04-01",2464.5224609375
238110401,4,1,,0.5,23811002,2,1,4,4,2,999,1,5,1,9999,,,,,80,2,1,2,3,2,,,,4,23811001,,2,,,23811001,23811002,"H23811-04-01",2464.5224609375
238120401,1,1,0.670000016689301,0.5,23812001,1,,1,4,2,999,1,2,2,9999,,,,50,100,2,1,2,3,2,,,,4,23812001,,2,,,23812001,23812003,"H23812-04-01",2464.5224609375
238120401,2,1,,0.5,23812001,2,1,4,4,2,999,1,1,1,9999,,,,50,80,2,1,2,3,2,,,,4,23812001,,2,,,23812001,23812003,"H23812-04-01",2464.5224609375
238120401,3,1,,1,23812001,2,1,3,4,2,999,1,5,5,2013,2,2,,,,2,2,2,3,2,,,,4,23812001,,2,,,23812001,23812003,"H23812-04-01",2464.5224609375
238130401,1,1,,1,23813001,2,1,3,4,2,2012,1,1,1,9999,,,,100,100,3,1,2,2,2,,,,4,23813001,,2,,,23813001,99999999,"H23813-04-01",2464.5224609375
239020401,1,1,,0.5,23902004,2,1,4,4,2,999,1,2,2,9999,,,,100,100,2,1,2,2,2,,,,4,23902001,23902002,2,,,23902003,23902001,"H23902-04-01",2464.5224609375
239020401,2,1,,1,23902004,2,1,4,4,2,999,1,6,1,9999,,,,,100,2,2,2,2,2,,,,4,23902001,23902002,2,,,23902002,23902001,"H23902-04-01",2464.5224609375
239030401,1,1,,1,23903001,2,1,1,4,2,999,1,1,1,2005,3,3,,50,100,3,2,2,2,1,2,8,,4,23903001,,1,,,23903001,99999999,"H23903-04-01",2464.5224609375
239040401,1,1,3.47000002861023,2,23904001,1,,1,4,2,2004,1,1,1,9999,,,,50,100,1,1,2,2,2,,,,4,23904001,23904002,2,,,23904001,23904002,"H23904-04-01",2464.5224609375
239040401,2,1,,1,23904001,2,1,2,4,2,2004,2,5,5,2012,1,3,,,,2,1,2,2,2,,,,4,23904001,23904002,2,,,23904001,23904002,"H23904-04-01",2464.5224609375
239050401,1,1,1.51999998092651,1.5,23905007,1,,1,4,2,2000,1,5,1,2013,0,3,,,100,2,1,2,2,2,,,,4,23905007,23905003,2,,,23905007,23905003,"H23905-04-01",1232.26123046875
239050401,2,1,,1,23905007,2,1,3,4,2,2004,1,1,1,2010,1,3,,100,100,2,1,2,2,2,,,,4,23905007,23905003,2,,,23905007,23905008,"H23905-04-01",1232.26123046875
239050401,3,1,,2,23905007,2,1,4,4,4,2005,1,1,1,2005,2,3,,50,50,3,1,2,2,2,,,,4,23905007,23905008,2,,,23905007,23905008,"H23905-04-01",1232.26123046875
239050402,1,1,,1,23905015,2,1,2,4,2,2007,1,1,1,9999,,,,50,100,2,1,2,2,2,,,,4,23905015,99999999,2,,,23905015,99999999,"H23905-04-02",1232.26123046875
239060401,1,1,0.560000002384186,1,23906001,1,,1,4,2,999,1,1,1,9999,,,,100,100,2,1,2,2,1,2,6,8,4,23906001,,2,,,23906001,23906002,"H23906-04-01",2464.5224609375
239060401,2,1,,1,23906001,2,3,4,4,2,999,1,1,1,9999,,,,70,100,2,1,2,2,2,,,,4,23906001,,2,,,23906001,23906002,"H23906-04-01",2464.5224609375
239070401,1,1,,7,23907001,2,2,3,4,2,2002,1,1,1,2006,1,3,,5,10,2,1,2,2,1,2,8,,4,23907001,,2,,,23907001,99999999,"H23907-04-01",2464.5224609375
239090401,1,1,0.980000019073486,0.850000023841858,23909001,1,,4,4,2,999,1,2,2,9999,,,,100,100,2,1,2,2,2,,,,4,23909001,23909002,2,,,23909001,23909002,"H23909-04-01",2464.5224609375
239090401,2,1,1.9099999666214,1,23909001,1,,4,4,2,999,1,6,1,9999,,,,,100,2,2,2,2,2,,,,4,23909001,23909002,2,,,23909001,23909002,"H23909-04-01",2464.5224609375
239090401,3,1,0.920000016689301,1,23909001,1,,4,4,2,999,1,2,2,9999,,,,100,100,1,2,2,2,2,,,,4,23909001,23909002,2,,,23909001,23909002,"H23909-04-01",2464.5224609375
242020401,1,1,0.28999999165535,0.270000010728836,24202001,1,,1,4,2,999,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,24202001,24202002,2,,,24202001,24202002,"H24202-04-01",2464.5224609375
242020401,2,1,,0.400000005960464,24202001,2,1,4,4,2,999,1,6,2,9999,,,,,100,2,2,2,3,2,,,,4,24202001,24202002,2,,,24202001,24202002,"H24202-04-01",2464.5224609375
242030401,1,1,,1,24203001,2,2,1,4,2,999,1,1,1,2010,2,3,,100,100,3,2,2,2,2,,,,4,24203001,,2,,,24203001,99999999,"H24203-04-01",1232.26123046875
242030401,2,1,,1,24203001,2,2,1,4,2,999,1,1,1,2010,2,3,,100,100,3,2,2,2,2,,,,4,24203001,24203002,2,,,24203001,99999999,"H24203-04-01",1232.26123046875
242030401,3,1,,2,24203001,2,2,2,4,2,999,1,1,1,9999,,,,50,50,2,2,2,2,2,,,,4,24203001,24203002,2,,,24203001,99999999,"H24203-04-01",1232.26123046875
242030401,4,1,,3,24203001,2,2,3,4,2,999,1,5,1,2009,3,3,,,50,2,2,2,3,2,,,,4,24203001,24203002,2,,,24203001,99999999,"H24203-04-01",1232.26123046875
242030401,5,1,,1,24203001,2,2,2,4,2,2013,1,5,5,2013,0,3,,,,1,2,2,2,2,,,,4,24203001,24203002,2,,,24203001,99999999,"H24203-04-01",1232.26123046875
242030402,1,1,0.270000010728836,0.5,24203004,1,,1,4,2,2013,1,1,1,9999,,,,100,100,3,2,2,2,2,,,,4,24203013,,2,,,24203013,99999999,"H24203-04-02",1232.26123046875
242030402,2,1,,0.5,24203004,2,1,1,4,2,2013,1,1,1,9999,,,,50,100,3,1,2,3,2,,,,4,24203013,,2,,,24203013,99999999,"H24203-04-02",1232.26123046875
242040401,1,1,,1,24204001,2,1,4,4,2,999,1,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,24204001,24204002,2,,,24204001,24204002,"H24204-04-01",2464.5224609375
242040401,2,1,,0.400000005960464,24204001,2,1,4,4,1,999,1,6,1,9999,,,,,100,1,1,2,3,2,,,,4,24204001,24204002,2,,,24204002,24204001,"H24204-04-01",2464.5224609375
242040401,3,1,,1,24204001,2,1,4,4,2,999,1,6,6,9999,,,,,,1,1,2,3,2,,,,4,24204001,24204002,2,,,24204001,24204002,"H24204-04-01",2464.5224609375
242050401,1,1,,1,24205001,2,1,2,4,2,2005,1,1,5,9999,,,,100,,2,1,2,3,2,,,,4,24205001,99999999,2,,,24205001,99999999,"H24205-04-01",1232.26123046875
242050401,2,1,,1.5,24205001,2,1,2,4,2,2005,1,1,1,9999,,,,75,75,1,1,2,3,2,,,,4,24205001,99999999,2,,,24205001,99999999,"H24205-04-01",1232.26123046875
242060401,1,1,,0.5,24206001,2,1,2,4,2,999,1,1,1,9999,,,,100,100,1,1,2,3,1,1,8,,4,24206001,24206002,2,,,24206001,24206002,"H24206-04-01",2464.5224609375
242070401,1,1,,1,24207001,2,1,4,4,2,999,1,1,1,9999,,,,100,100,2,1,2,2,1,2,6,8,4,24207001,,2,,,24207001,24207002,"H24207-04-01",2464.5224609375
242070401,2,1,0.850000023841858,1,24207001,1,,1,4,2,999,1,1,1,9999,,,,90,90,3,1,2,3,1,1,6,8,4,24207001,,2,,,24207001,24207002,"H24207-04-01",2464.5224609375
242070401,3,1,0.140000000596046,0.25,24207001,1,,1,4,2,999,1,5,5,2013,1,2,,,,2,1,2,2,2,,,,4,24207001,,2,,,24207001,24207002,"H24207-04-01",2464.5224609375
242080401,1,1,0.140000000596046,0.119999997317791,24208001,1,,1,4,2,1998,1,1,1,9999,,,,100,100,2,2,2,3,2,,,,4,24208001,,2,,,24208001,24208002,"H24208-04-01",2464.5224609375
242080401,2,1,,0.5,24208001,2,1,1,4,2,1996,1,2,2,9999,,,,50,100,2,1,2,3,2,,,,4,24208001,,2,,,24208001,24208002,"H24208-04-01",2464.5224609375
242080401,3,1,,1,24208001,2,1,3,4,2,1996,1,5,5,2013,7,3,,,,1,3,2,3,2,,,,4,24208001,,2,,,24208001,24208002,"H24208-04-01",2464.5224609375
242090401,1,1,0.449999988079071,1,24209001,1,,1,4,2,999,1,2,2,9999,,,,50,100,2,1,2,3,2,,,,4,24209012,,2,,,24209012,24209001,"H24209-04-01",1232.26123046875
242090401,2,1,,2,24209001,2,2,3,4,2,999,1,1,5,9999,,,,40,,2,1,2,2,1,2,6,8,4,24209012,,2,,,24209012,24209001,"H24209-04-01",1232.26123046875
242090401,3,1,,1,24209001,2,2,2,4,2,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,24209012,,2,,,24209012,24209001,"H24209-04-01",1232.26123046875
242090401,4,1,,0.5,24209001,2,2,2,4,2,999,1,1,1,9999,,,,100,100,3,1,2,3,1,2,6,8,4,24209012,,2,,,24209012,24209001,"H24209-04-01",1232.26123046875
242090402,1,1,,0.25,24209013,2,1,1,4,2,2009,1,1,1,9999,,,,100,100,2,1,2,4,1,1,8,,4,24209013,,2,,,24209013,24209003,"H24209-04-02",1232.26123046875
242090402,2,1,,1,24209013,2,1,1,4,2,2009,1,2,1,9999,,,,20,80,2,1,2,5,2,,,,4,24209013,,2,,,24209013,24209003,"H24209-04-02",1232.26123046875
242100401,1,1,0.469999998807907,0.300000011920929,24210001,1,,1,4,2,999,1,2,2,9999,,,,100,100,1,2,2,2,2,,,,4,24210001,24210002,2,,,24210001,24210002,"H24210-04-01",1232.26123046875
242100401,2,1,2.64000010490417,3,24210001,1,,2,4,2,999,1,5,5,2007,7,3,,,,1,2,2,2,2,,,,4,24210001,24210002,2,,,24210001,24210002,"H24210-04-01",1232.26123046875
242100401,3,1,,0.400000005960464,24210001,2,1,3,4,2,999,1,6,6,9999,,,,,,1,2,2,2,2,,,,4,24210001,24210002,2,,,24210001,24210002,"H24210-04-01",1232.26123046875
242100402,1,1,,0.400000005960464,24210008,2,2,3,4,2,999,1,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,24210008,24210003,2,,,24210003,24210008,"H24210-04-02",1232.26123046875
242100402,2,1,,0.300000011920929,24210008,2,2,4,4,2,999,1,1,1,9999,,,,100,100,3,1,2,3,2,,,,4,24210003,24210008,2,,,24210003,24210008,"H24210-04-02",1232.26123046875
242100402,3,1,,0.5,24210008,2,2,4,4,2,999,1,6,6,9999,,,,,,3,2,2,3,2,,,,4,24210003,24210008,2,,,24210003,24210008,"H24210-04-02",1232.26123046875
244010401,1,1,,0.5,24401001,2,2,4,4,2,999,1,2,2,9999,,,,100,100,2,1,2,2,2,,,,4,24401001,24401003,2,,,24401001,24401003,"H24401-04-01",821.507507324219
244010401,2,1,,0.150000005960464,24401001,2,2,4,4,2,999,1,1,6,9999,,,,100,,2,1,2,2,2,,,,4,24401001,24401003,2,,,24401001,24401003,"H24401-04-01",821.507507324219
244010401,3,1,,2,24401001,2,2,4,4,2,999,1,6,6,9999,,,,,,2,1,2,2,2,,,,4,24401001,24401003,2,,,24401001,24401003,"H24401-04-01",821.507507324219
244010402,1,1,,2,24401007,2,1,2,4,2,999,1,2,2,9999,,,,100,100,2,1,2,2,2,,,,4,24401007,24401008,2,,,24401007,24401008,"H24401-04-02",821.507507324219
244010402,2,1,,0.25,24401007,2,1,3,4,2,999,1,1,6,9999,,,,100,,2,1,2,2,2,,,,4,24401007,24401008,2,,,24401007,24401008,"H24401-04-02",821.507507324219
244010402,3,1,,1,24401007,2,1,3,4,2,999,1,5,5,2011,2,3,,,,2,1,2,2,2,,,,4,24401007,24401008,2,,,24401007,24401008,"H24401-04-02",821.507507324219
244030401,3,1,0.829999983310699,1,24403001,1,,1,4,2,1963,1,5,5,9999,,,,,,2,1,2,2,2,,,,4,24403001,24403002,2,,,24403001,24403002,"H24403-04-01",1232.26123046875
244030402,1,1,,2.5,24403003,2,2,3,4,2,2013,1,1,1,9999,,,,90,90,2,1,2,2,1,2,6,8,4,24403003,,2,,,24403003,24403005,"H24403-04-02",1232.26123046875
244030402,4,1,0.569999992847443,0.25,24403003,1,,1,4,2,2013,1,5,5,2013,1,2,,,,2,1,2,3,2,,,,4,24403003,,2,,,24403003,24403005,"H24403-04-02",1232.26123046875
244090401,1,1,9.01000022888184,12,24409001,1,,1,4,2,1967,1,1,1,9999,,,,15,25,2,1,2,2,1,2,6,8,4,24409001,24409002,2,,,24409001,24409002,"H24409-04-01",2464.5224609375
244090401,2,1,,4,24409002,2,1,2,4,1,1996,1,5,5,2013,0,3,,,,2,1,2,2,2,,,,4,24409001,24409002,2,,,24409001,24409002,"H24409-04-01",2464.5224609375
244110401,1,1,2.16000008583069,2,24411002,1,,2,4,2,999,1,2,2,9999,,,,100,100,2,1,2,2,2,,,,4,24411001,24411002,2,,,24411001,24411002,"H24411-04-01",2464.5224609375
244110401,2,1,2.09999990463257,2,24411002,1,,2,4,2,999,1,6,1,9999,,,,,100,2,1,2,2,1,2,6,8,4,24411001,24411002,2,,,24411001,24411002,"H24411-04-01",2464.5224609375
244110401,3,1,,0.25,24411002,2,2,3,4,2,999,1,6,1,2011,1,3,,,100,2,1,2,2,1,2,6,8,4,24411001,24411002,2,,,24411001,24411002,"H24411-04-01",2464.5224609375
244110401,4,1,0.370000004768372,0.300000011920929,24411002,1,,1,4,2,999,1,6,1,9999,,,,,100,2,1,2,2,2,,,,4,24411001,24411002,2,,,24411001,24411002,"H24411-04-01",2464.5224609375
245020401,1,1,,2,24502001,2,3,4,4,2,999,1,2,5,9999,,,,100,,3,1,2,4,1,1,8,,4,24502001,24502006,2,,,24502001,24502006,"H24502-04-01",1887.58166503906
