"HHID","parcelID","a2aq1owned","a2aq4","a2aq5","a2aq5_1","a2aq5_2","a2aq5_2_1","a2aq6","a2aq7","a2aq8","a2aq9","a2aq10","a2aq11a","a2aq11b","a2aq12","a2aq13a","a2aq13b","a2aq14","a2aq15a","a2aq15b","a2aq16","a2aq17","a2aq18","a2aq19","a2aq20","a2aq21","a2aq22a","a2aq22b","a2aq23","a2aq24a","a2aq24b","a2aq25","a2aq26a","a2aq26b","a2aq27a","a2aq27b","hh","wgt_X"
411020401,1,1,,5,41102001,2,1,3,1,1,1980,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,2,,,2,41102001,41102002,41102001,41102002,"H41102-04-01",3022.623046875
411030401,1,1,,1,41103001,2,1,4,1,1,2010,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,41103001,41103002,41103001,41103002,"H41103-04-01",3022.623046875
411030401,2,1,,1,41103001,2,1,4,1,1,2010,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,41103001,41103002,41103001,41103002,"H41103-04-01",3022.623046875
411030401,3,1,,1,41103001,2,1,4,1,1,2010,1,1,5,9999,,,,100,,2,1,2,2,2,,,,1,,,2,41103001,41103002,41103001,41103002,"H41103-04-01",3022.623046875
411060401,1,1,,3,41106001,2,1,3,4,2,999,2,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,41106001,41106007,2,,,41106002,41106001,"H41106-04-01",3022.623046875
411070401,1,1,,1,41107001,2,1,4,1,2,2005,2,1,1,9999,,,,100,100,2,1,2,2,2,,,,1,,,2,41107001,41107002,41107001,41107002,"H41107-04-01",3022.623046875
411090401,1,1,,3,41109001,2,1,3,1,2,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,41109001,41109002,2,,,41109003,41109001,"H41109-04-01",3022.623046875
411100401,1,1,,1,41110001,2,1,4,1,1,1996,1,1,1,2000,1,1,,100,100,2,1,2,3,2,,,,2,,,2,41110001,41110002,41110001,41110002,"H41110-04-01",3022.623046875
412050401,1,1,,2,41205002,2,1,5,1,2,1993,1,1,1,9999,,,,100,100,2,1,2,1,2,,,,4,41205001,41205002,2,,,41205001,41205002,"H41205-04-01",5796.548828125
412060401,1,1,0.140000000596046,0.5,41206001,1,,1,1,2,2010,1,1,5,9999,,,,100,,1,1,2,2,2,,,,1,,,2,41206002,41206001,41206001,41206002,"H41206-04-01",5796.548828125
412060401,2,1,,1,41206001,2,1,2,1,2,2010,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,1,,,2,41206002,41206001,41206002,41206001,"H41206-04-01",5796.548828125
412080401,1,1,,1,41208002,2,2,2,1,2,2006,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,41208001,41208002,2,,,41208001,41208002,"H41208-04-01",5796.548828125
413010401,1,1,0.219999998807907,0.5,41301002,1,,1,1,2,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,41301001,41301002,2,,,41301001,41301002,"H41301-04-01",2583.84936523438
413010401,2,1,,0.200000002980232,41301002,2,1,4,1,1,2010,1,1,5,9999,,,,100,100,1,2,2,3,2,,,,4,41301001,41301002,2,,,41301001,41301002,"H41301-04-01",2583.84936523438
413020401,1,1,0.270000010728836,0.300000011920929,41302002,1,,1,1,2,999,1,1,5,9999,,,,100,,1,2,2,3,2,,,,4,41302001,41302002,2,,,41302001,41302002,"H41302-04-01",2583.84936523438
413020401,2,1,,0.400000005960464,41302002,2,1,3,1,2,999,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,4,41302001,41302002,2,,,41302001,41302002,"H41302-04-01",2583.84936523438
413020401,3,1,,0.300000011920929,41302002,2,1,3,1,2,999,1,1,1,9999,,,,100,100,1,2,2,1,1,1,3,1,4,41302001,41302002,2,,,41302001,41302002,"H41302-04-01",2583.84936523438
413030401,1,1,,0.200000002980232,41303002,2,2,3,1,2,999,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,4,41303001,41303002,2,,,41303001,41303002,"H41303-04-01",2583.84936523438
413030401,2,1,,0.200000002980232,41303002,1,,3,1,2,999,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,4,41303002,41303001,2,,,41303001,41303002,"H41303-04-01",2583.84936523438
413030401,3,1,,0.200000002980232,41303002,2,1,2,1,2,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,41303001,41303002,2,,,41303001,41303002,"H41303-04-01",2583.84936523438
413040401,1,1,,0.300000011920929,41304002,1,,2,1,1,999,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,41304001,41304002,2,,,41304001,41304002,"H41304-04-01",2583.84936523438
413040401,2,1,,0.200000002980232,41304002,2,1,3,2,1,999,1,5,1,9999,,,,,100,1,2,2,3,2,,,,4,41304001,41304002,2,,,41304001,41304002,"H41304-04-01",2583.84936523438
413050401,1,1,,0.600000023841858,41305003,1,,1,1,2,999,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,4,41305001,41305002,2,,,41305001,41305002,"H41305-04-01",2583.84936523438
413050401,3,1,,0.5,41305003,2,1,3,1,2,999,1,2,2,9999,,,,100,100,1,2,2,2,2,,,,4,41305001,,2,,,41305001,41305002,"H41305-04-01",2583.84936523438
413060401,1,1,0.330000013113022,0.25,41306001,1,,2,1,2,999,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,4,41306001,41306002,2,,,41306001,41306002,"H41306-04-01",2583.84936523438
413060401,2,1,,0.25,41306001,1,,1,1,2,999,1,1,1,9999,,,,100,100,1,2,2,5,2,,,,4,41306002,41306001,2,,,41306001,41306002,"H41306-04-01",2583.84936523438
413070401,1,1,0.379999995231628,0.5,41307001,1,,1,1,2,999,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,4,41307001,41307004,2,,,41307001,41307004,"H41307-04-01",2583.84936523438
413070401,2,1,,0.200000002980232,41307001,2,1,4,1,2,999,1,2,2,9999,,,,100,100,2,1,3,2,2,,,,4,41307001,41307004,2,,,41307004,41307001,"H41307-04-01",2583.84936523438
413070401,3,1,0.439999997615814,0.699999988079071,41307001,1,,2,1,2,999,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,4,41307001,41307004,2,,,41307001,41307004,"H41307-04-01",2583.84936523438
413080401,1,1,0.28999999165535,0.25,41308002,1,,1,1,2,999,1,1,1,9999,,,,100,100,2,1,2,2,2,,,,4,41308001,41308002,2,,,41308001,41308002,"H41308-04-01",2583.84936523438
413080401,2,1,,0.25,41308002,2,1,2,2,2,999,1,1,1,9999,,,,100,100,1,1,2,4,2,,,,4,41308001,41308002,2,,,41308001,41308003,"H41308-04-01",2583.84936523438
413090401,1,1,0.180000007152557,0.200000002980232,41309001,1,,1,1,2,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,41309001,41309002,2,,,41309001,41309002,"H41309-04-01",2583.84936523438
413090401,2,1,,0.200000002980232,41309001,1,,2,2,2,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,41309001,41309002,2,,,41309001,41309002,"H41309-04-01",2583.84936523438
413090401,3,1,,0.200000002980232,41309001,1,,3,1,2,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,41309001,41309002,2,,,41309001,41309002,"H41309-04-01",2583.84936523438
413100401,1,1,1.47000002861023,1,41310002,1,,1,1,2,999,1,2,2,9999,,,,100,100,1,3,2,4,1,1,8,,4,41310001,41310002,2,,,41310001,41310002,"H41310-04-01",2583.84936523438
413100401,2,1,,0.699999988079071,41310002,2,1,2,1,2,999,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,41310001,41310002,2,,,41310001,41310002,"H41310-04-01",2583.84936523438
414010401,2,1,0.340000003576279,0.25,41401002,1,,1,1,2,1989,1,1,1,9999,,,,100,100,2,1,2,4,2,,,,4,41401002,41401005,2,,,41401002,41401005,"H41401-04-01",2895.740234375
414020401,1,1,0.150000005960464,0.5,41402002,1,,1,1,2,2007,1,1,1,9999,,,,100,100,2,1,2,3,1,2,8,,4,41402001,41402002,2,,,41402001,41402002,"H41402-04-01",2895.740234375
414030401,1,1,0.140000000596046,0.200000002980232,41403001,1,,1,1,2,2006,1,1,1,9999,,,,100,100,3,2,2,3,2,,,,4,41403001,41403002,2,,,41403001,41403002,"H41403-04-01",2895.740234375
414030401,2,1,0.189999997615814,0.5,41403001,1,,1,1,2,2006,1,1,1,9999,,,,100,100,3,2,2,3,2,,,,4,41403001,41403002,2,,,41403002,41403001,"H41403-04-01",2895.740234375
414030401,3,1,0.300000011920929,0.25,41403001,1,,1,1,2,2006,1,1,96,9999,,,,100,,3,2,2,3,2,,,,4,41403002,41403001,2,,,41403002,41403001,"H41403-04-01",2895.740234375
414040401,1,1,48,0.5,41404001,1,,1,1,1,2013,1,1,1,9999,,,,100,100,3,2,2,3,1,1,1,6,4,41404001,41404002,2,,,41404001,41404002,"H41404-04-01",2895.740234375
414040401,2,1,0.129999995231628,0.300000011920929,41404001,1,,1,1,1,2005,1,1,1,9999,,,,100,100,3,2,2,3,2,,,,4,41404001,41404002,2,,,41404001,41404002,"H41404-04-01",2895.740234375
414040401,3,1,0.180000007152557,0.300000011920929,41404001,1,,2,1,1,2008,1,1,1,9999,,,,100,100,3,2,2,3,2,,,,4,41404001,41404002,2,,,41404001,41404002,"H41404-04-01",2895.740234375
414040401,4,1,0.159999996423721,0.300000011920929,41404001,1,,2,1,1,2008,1,1,1,9999,,,,100,100,3,2,2,3,2,,,,4,41404001,41404002,2,,,41404001,41404002,"H41404-04-01",2895.740234375
414050401,1,1,0.0700000002980232,0.100000001490116,41405001,1,,1,1,2,999,1,1,1,9999,,,,100,100,3,2,2,3,2,,,,4,41405002,41405001,2,,,41405001,41405002,"H41405-04-01",2895.740234375
414060401,1,1,,0.300000011920929,41406001,1,,1,1,2,2001,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,41406001,,2,,,41406001,41406002,"H41406-04-01",2895.740234375
414060401,2,1,,0.200000002980232,41406001,1,,2,1,2,2001,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,41406001,,2,,,41406001,41406002,"H41406-04-01",2895.740234375
414060401,3,1,,0.100000001490116,41406001,2,1,2,1,2,2001,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,41406001,,2,,,41406001,41406002,"H41406-04-01",2895.740234375
414070401,1,1,0.150000005960464,0.5,41407002,1,,1,1,1,1980,1,1,1,9999,,,,100,100,2,1,2,3,2,,,,4,41407001,41407002,2,,,41407001,41407002,"H41407-04-01",2895.740234375
414070401,2,1,,0.5,41407002,2,4,1,1,1,1990,1,1,96,9999,,,,100,,2,1,2,3,2,,,,4,41407001,41407002,2,,,41407001,41407002,"H41407-04-01",2895.740234375
414080401,2,1,,0.300000011920929,41408001,2,1,3,1,2,999,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,41408001,41408002,2,,,41408001,41408002,"H41408-04-01",2895.740234375
414090401,1,1,0.209999993443489,0.200000002980232,41409002,1,,1,1,2,2008,1,1,1,9999,,,,100,100,3,2,2,3,2,,,,4,41409002,41409001,2,,,41409001,41409002,"H41409-04-01",2895.740234375
414090401,2,1,,0.200000002980232,41409002,2,2,2,1,2,2008,1,1,1,9999,,,,100,100,3,2,2,3,2,,,,4,41409001,41409002,2,,,41409001,41409002,"H41409-04-01",2895.740234375
414100401,1,1,0.189999997615814,0.300000011920929,41410002,1,,1,1,2,2009,1,1,1,9999,,,,100,100,3,2,2,3,2,,,,4,41410001,41410002,1,,,41410001,41410002,"H41410-04-01",2895.740234375
415010401,1,1,0.330000013113022,0.200000002980232,41501001,1,,1,1,2,999,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,4,41501001,41501002,2,,,41501001,41501002,"H41501-04-01",4312.05419921875
415020401,1,1,0.170000001788139,0.25,41502001,1,,1,1,2,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,41502001,41502002,2,,,41502001,41502002,"H41502-04-01",4312.05419921875
415030401,1,1,4.19000005722046,3,41503002,1,,1,1,1,2003,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,1,,,2,41503001,41503002,41503001,41503002,"H41503-04-01",4312.05419921875
415030401,2,1,,2,41503002,2,1,2,1,2,2005,1,2,2,9999,,,,100,100,1,2,2,4,1,1,8,,4,41503001,41503002,2,,,41503001,41503002,"H41503-04-01",4312.05419921875
415030401,3,1,,2,41503002,2,1,2,1,1,2007,1,2,2,9999,,,,100,100,1,1,2,2,2,,,,1,,,2,41503001,41503002,41503001,41503002,"H41503-04-01",4312.05419921875
415030401,4,1,,1,41503002,2,1,2,1,1,2009,1,2,2,9999,,,,100,100,1,2,2,3,1,1,6,8,4,41503001,41503002,2,,,41503001,41503002,"H41503-04-01",4312.05419921875
415040401,1,1,,0.75,41504002,2,1,3,1,1,2007,1,2,2,9999,,,,100,100,1,2,2,1,1,1,6,8,4,41504001,41504002,2,,,41504001,41504002,"H41504-04-01",4312.05419921875
415050401,1,1,0.620000004768372,0.5,41505001,1,,1,1,1,2012,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,4,41505001,41505002,2,,,41505001,41505002,"H41505-04-01",4312.05419921875
415050401,3,1,,0.300000011920929,41505001,2,1,4,1,1,2000,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,4,41505001,41505002,2,,,41505001,41505002,"H41505-04-01",4312.05419921875
415080401,1,1,4.28000020980835,4,41508001,1,,1,1,2,999,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,4,41508001,41508002,2,,,41508001,41508002,"H41508-04-01",4312.05419921875
415090401,1,1,0.990000009536743,0.75,41509001,1,,1,1,2,1970,1,2,2,9999,,,,100,100,1,2,2,2,2,,,,4,41509001,,2,,,41509001,,"H41509-04-01",4312.05419921875
415100401,1,1,4.51999998092651,3,41510001,1,,1,1,1,1963,1,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,41510001,41510002,2,,,41510001,41510002,"H41510-04-01",4312.05419921875
416030401,1,1,0.810000002384186,1,41603001,1,,1,1,1,1970,1,2,2,9999,,,,100,100,1,1,2,2,2,,,,1,,,2,41603001,41603003,41603001,41603003,"H41603-04-01",1703.13720703125
416070401,1,1,0.280000001192093,0.300000011920929,41607001,1,,1,2,1,1977,1,2,2,9999,,,,100,100,1,2,2,3,2,,,,1,,,2,41607002,41607001,41607002,41607001,"H41607-04-01",1703.13720703125
417010401,1,1,0.360000014305115,0.400000005960464,41701001,1,,1,1,4,999,1,2,2,9999,,,,100,100,2,2,2,3,2,,,,4,41701001,41701002,2,,,41701001,41701002,"H41701-04-01",2704.7509765625
417020401,1,1,0.140000000596046,0.200000002980232,41702002,1,,1,1,1,1993,1,2,1,9999,,,,100,100,2,3,2,3,2,,,,4,41702001,41702002,2,,,41702001,41702002,"H41702-04-01",2704.7509765625
417030401,1,1,0.839999973773956,0.75,41703001,1,,1,1,2,1979,1,2,2,9999,,,,100,100,1,2,2,2,2,,,,4,41703001,41703002,2,,,41703001,41703002,"H41703-04-01",2704.7509765625
417040401,1,1,7.32999992370605,3.5,41704001,1,,1,1,2,2009,1,1,1,9999,,,,80,80,1,1,2,3,2,,,,4,41704001,41704002,2,,,41704001,41704002,"H41704-04-01",2704.7509765625
417050401,1,1,,0.899999976158142,41705001,2,2,1,2,2,999,1,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,41705001,99999999,2,,,41705001,99999999,"H41705-04-01",2704.7509765625
417050401,2,1,,0.300000011920929,41705001,2,2,2,2,1,2000,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,4,41705001,,2,,,41705001,99999999,"H41705-04-01",2704.7509765625
417070401,1,1,0.270000010728836,0.300000011920929,41707002,1,,1,2,1,2005,1,2,2,9999,,,,100,100,2,2,2,3,2,,,,4,41707001,41707002,1,,,41707001,41707002,"H41707-04-01",2704.7509765625
417080401,1,1,0.129999995231628,0.150000005960464,41708001,1,,1,2,2,999,1,2,2,9999,,,,100,100,2,3,2,2,2,,,,4,41708001,,2,,,41708001,41708002,"H41708-04-01",2704.7509765625
417100401,1,1,1.88999998569489,1,41710001,1,,1,1,2,1970,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,4,41710001,41710002,2,,,41710001,41710002,"H41710-04-01",2704.7509765625
417100401,2,1,,1,41710001,2,3,3,1,1,1974,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,41710001,41710002,2,,,41710001,41710002,"H41710-04-01",2704.7509765625
418010401,1,1,0.0900000035762787,0.100000001490116,41801002,1,,1,1,2,2012,1,5,5,2011,2,1,,,,1,2,2,3,2,,,,4,41801001,41801002,2,,,41801001,41801002,"H41801-04-01",2529.2197265625
418010401,2,1,0.119999997317791,0.200000002980232,41801002,1,,1,1,2,2008,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,4,41801001,41801002,2,,,41801001,41801002,"H41801-04-01",2529.2197265625
418010401,3,1,,0.200000002980232,41801002,2,1,3,1,2,2011,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,41801001,41801002,2,,,41801001,41801002,"H41801-04-01",2529.2197265625
418010401,4,1,,0.200000002980232,41801002,2,1,3,1,2,2011,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,4,41801001,41801002,2,,,41801001,41801002,"H41801-04-01",2529.2197265625
418010401,5,1,,0.200000002980232,41801002,2,2,1,1,2,2012,1,1,1,9999,,,,100,100,1,2,2,3,1,1,6,6,4,41801001,41801002,2,,,41801001,41801002,"H41801-04-01",2529.2197265625
418020401,1,1,0.119999997317791,0.100000001490116,41802001,1,,1,1,2,999,1,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,41802001,41802003,2,,,41802001,41802003,"H41802-04-01",2529.2197265625
418020401,2,1,0.230000004172325,0.25,41802001,1,,1,1,2,999,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,4,41802001,41802003,2,,,41802001,41802003,"H41802-04-01",2529.2197265625
418020401,3,1,,0.5,41802002,2,1,3,1,1,1988,1,1,1,9999,,,,100,100,2,2,2,5,2,,,,4,41802001,41802002,2,,,41802001,41802003,"H41802-04-01",2529.2197265625
418020401,4,1,0.280000001192093,0.25,41802002,1,,1,1,2,999,1,1,1,9999,,,,100,100,2,2,2,3,2,,,,4,41802001,41802002,2,,,41802001,41802003,"H41802-04-01",2529.2197265625
418030401,1,1,0.689999997615814,0.5,41803001,1,,1,1,1,1970,1,1,1,9999,,,,100,100,1,2,2,4,1,1,6,8,4,41803001,,2,,,41803001,41803002,"H41803-04-01",2529.2197265625
418030401,2,1,,0.5,41803001,2,3,2,1,2,1980,1,2,1,9999,,,,100,100,1,1,2,3,2,,,,4,41803001,,2,,,41803001,41803002,"H41803-04-01",2529.2197265625
418030401,3,1,,0.25,41803001,2,3,3,1,2,1970,1,1,1,9999,,,,100,100,2,2,2,3,2,,,,4,41803001,,2,,,41803001,41803002,"H41803-04-01",2529.2197265625
418040401,1,1,0.5,1,41804001,1,,1,1,2,2001,1,1,1,9999,,,,100,100,1,1,2,2,2,,,,4,41804001,,2,,,41804001,41804002,"H41804-04-01",2529.2197265625
418040401,2,1,,0.5,41804001,2,3,2,1,2,2002,1,5,1,2011,2,3,,,100,1,2,2,3,2,,,,4,41804001,,2,,,41804001,41804003,"H41804-04-01",2529.2197265625
418040401,3,1,,0.75,41804001,2,1,3,1,2,1999,1,2,2,9999,,,,100,100,1,2,2,4,1,1,6,8,4,41804001,,2,,,41804001,41804003,"H41804-04-01",2529.2197265625
418050401,1,1,,1,41805001,1,,1,1,2,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,41805001,41805003,2,,,41805001,41805002,"H41805-04-01",2529.2197265625
418050401,2,1,,0.100000001490116,41805001,1,,1,1,2,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,41805001,41805002,2,,,41805001,41805002,"H41805-04-01",2529.2197265625
418060401,1,1,,0.25,41806001,1,,1,1,1,999,1,2,2,9999,,,,100,100,2,2,2,3,2,,,,4,41806001,41806002,2,,,41806001,41806002,"H41806-04-01",2529.2197265625
418060401,2,1,,0.25,41806001,1,,1,1,2,999,1,1,1,9999,,,,100,100,2,2,2,2,2,,,,4,41806001,41806002,2,,,41806001,41806002,"H41806-04-01",2529.2197265625
418060401,3,1,,0.100000001490116,41806001,2,1,2,1,2,999,1,1,1,9999,,,,100,100,2,2,2,3,2,,,,4,41806001,41806002,2,,,41806001,41806002,"H41806-04-01",2529.2197265625
418060401,4,1,,0.100000001490116,41806001,2,1,2,1,2,999,1,1,1,9999,,,,100,100,2,2,2,3,2,,,,4,41806001,41806002,2,,,41806001,41806002,"H41806-04-01",2529.2197265625
418070401,1,1,0.129999995231628,0.5,41807001,1,,1,1,1,1980,1,2,2,9999,,,,100,100,1,2,2,4,1,1,6,8,4,41807001,41807006,2,,,41807001,41807006,"H41807-04-01",2529.2197265625
418070401,2,1,,0.25,41807001,2,3,2,1,1,2000,1,5,5,2013,1,3,,,,1,2,2,3,2,,,,4,41807001,41807006,2,,,41807001,41807006,"H41807-04-01",2529.2197265625
418070401,3,1,,0.75,41807001,2,3,2,1,1,1980,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,41807001,41807006,2,,,41807001,41807006,"H41807-04-01",2529.2197265625
418080401,1,1,,2,41808001,1,,1,1,2,999,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,4,41808001,,2,,,41808001,41808002,"H41808-04-01",2529.2197265625
418080401,2,1,,0.200000002980232,41808001,1,,1,1,2,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,41808001,,2,,,41808001,41808002,"H41808-04-01",2529.2197265625
418080401,3,1,,1,41808001,1,,3,1,2,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,41808001,,2,,,41808001,41808002,"H41808-04-01",2529.2197265625
418080401,4,1,,0.5,41808001,2,1,2,1,2,999,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,41808001,,2,,,41808001,41808002,"H41808-04-01",2529.2197265625
418080401,5,1,,0.5,41808001,2,1,4,1,2,999,1,2,2,9999,,,,100,100,1,1,2,2,2,,,,4,41808001,,2,,,41808001,41808002,"H41808-04-01",2529.2197265625
418090401,1,1,1.01999998092651,1,41809001,1,,1,1,2,999,1,1,1,9999,,,,80,80,1,2,2,4,1,1,1,6,4,41809001,41809002,2,,,41809001,41809002,"H41809-04-01",2529.2197265625
418090401,2,1,0.930000007152557,1,41809001,1,,2,1,2,999,2,1,1,9999,,,,90,90,1,2,2,4,1,1,1,6,4,41809001,41809002,2,,,41809001,41809002,"H41809-04-01",2529.2197265625
418090401,3,1,1.07000005245209,1,41809001,1,,1,1,2,999,1,5,5,9999,,,,,,1,2,2,1,1,1,1,5,4,41809001,41809002,2,,,41809001,41809002,"H41809-04-01",2529.2197265625
418100401,1,1,,0.25,41810001,1,,1,1,2,999,1,5,5,2011,2,3,,,,2,2,2,4,2,,,,4,41810001,41810002,2,,,41810001,41810002,"H41810-04-01",2529.2197265625
418100401,2,1,,0.25,41810001,1,,2,1,2,999,1,1,1,9999,,,,100,100,2,2,2,2,2,,,,4,41810001,41810002,2,,,41810001,41810002,"H41810-04-01",2529.2197265625
418100401,3,1,,0.25,41810001,2,1,1,1,2,999,1,2,2,9999,,,,100,100,2,2,2,3,2,,,,4,41810001,41810002,2,,,41810001,41810002,"H41810-04-01",2529.2197265625
418100401,4,1,,0.200000002980232,41810001,2,1,4,1,2,999,1,5,1,2012,1,3,,,100,2,2,2,3,2,,,,4,41810001,41810002,2,,,41810001,41810002,"H41810-04-01",2529.2197265625
419010401,1,1,0.959999978542328,1,41901001,1,,1,1,2,1974,1,2,2,9999,,,,100,100,1,1,2,4,2,,,,4,41901001,41901002,2,,,41901001,41901002,"H41901-04-01",2738.48071289063
419010401,2,1,0.660000026226044,0.5,41901001,1,,1,1,2,1974,1,2,2,9999,,,,100,100,1,1,2,4,2,,,,4,41901001,41901002,2,,,41901001,41901002,"H41901-04-01",2738.48071289063
419010401,3,1,0.400000005960464,0.400000005960464,41901001,1,,2,2,1,2009,1,1,1,9999,,,,100,100,1,1,2,3,2,,,,4,41901001,41901002,2,,,41901001,41901002,"H41901-04-01",2738.48071289063
419020401,1,1,0.479999989271164,0.5,41902001,1,,1,1,1,2006,1,2,2,9999,,,,100,100,1,2,2,3,2,,,,4,41902001,,2,,,41902001,99999999,"H41902-04-01",2738.48071289063
419020401,2,1,,0.5,41902001,2,4,1,1,2,2010,1,2,1,9999,,,,100,100,1,2,2,2,2,,,,4,41902001,,2,,,41902001,99999999,"H41902-04-01",2738.48071289063
419030401,1,1,0.680000007152557,1,41903001,1,,1,1,2,999,1,1,1,9999,,,,70,70,3,1,2,3,2,,,,4,41903001,41903002,2,,,41903001,41903002,"H41903-04-01",2738.48071289063
419030401,2,1,0.209999993443489,0.200000002980232,41903001,1,,1,1,1,2013,1,3,1,9999,,,20000,,100,3,1,2,3,2,,,,4,41903001,,2,,,41903001,41903002,"H41903-04-01",2738.48071289063
419040401,1,1,,0.699999988079071,41904001,2,4,3,1,2,2009,1,1,1,9999,,,,75,100,1,1,2,3,2,,,,4,41904001,,2,,,41904001,41904002,"H41904-04-01",2738.48071289063
419050401,1,1,,2,41905001,1,,1,1,2,1969,1,1,1,9999,,,,75,100,2,2,2,3,2,,,,4,41905001,41905002,2,,,41905001,41905002,"H41905-04-01",2738.48071289063
419050401,2,1,,1,41905001,1,,1,1,1,2012,1,1,1,9999,,,,100,75,2,1,3,3,2,,,,4,41905001,41905002,1,,,41905001,41905002,"H41905-04-01",2738.48071289063
419060401,1,1,0.939999997615814,2.5,41906001,1,,1,1,2,999,1,2,2,9999,,,,40,40,3,2,2,3,2,,,,4,41906001,99999999,2,,,41906001,99999999,"H41906-04-01",2738.48071289063
419060401,2,1,0.310000002384186,0.5,41906001,1,,2,1,2,999,1,1,1,9999,,,,100,100,3,1,2,3,2,,,,4,41906001,99999999,2,,,41906001,99999999,"H41906-04-01",2738.48071289063
419070401,1,1,0.779999971389771,1,41907001,1,,1,1,2,1978,1,2,2,9999,,,,100,100,1,1,2,3,2,,,,4,41907001,,2,,,41907001,41907002,"H41907-04-01",2738.48071289063
419080401,1,1,1.76999998092651,1.5,41908001,1,,1,1,2,1968,1,1,2,9999,,,,100,100,1,2,2,4,2,,,,4,41908001,,2,,,41908001,99999999,"H41908-04-01",2738.48071289063
419090401,1,1,0.119999997317791,0.200000002980232,41909002,1,,1,1,2,999,1,2,2,9999,,,,100,100,3,2,2,3,2,,,,4,41909001,41909002,2,,,41909001,41909002,"H41909-04-01",2738.48071289063
419090401,2,1,0.119999997317791,0.200000002980232,41909002,1,,1,1,1,2008,1,2,2,9999,,,,100,100,3,2,2,3,2,,,,4,41909001,41909002,2,,,41909001,41909002,"H41909-04-01",2738.48071289063
419100401,1,1,5.19999980926514,2.5,41910002,1,,1,1,1,2003,1,2,2,9999,,,,30,40,3,2,2,3,1,1,6,8,4,41910001,41910002,2,,,41910001,41910002,"H41910-04-01",2738.48071289063
419100401,2,1,6.90000009536743,3,41910002,1,,2,1,1,1998,1,2,2,9999,,,,50,50,3,2,2,3,1,1,6,8,4,41910001,41910002,2,,,41910001,41910002,"H41910-04-01",2738.48071289063
419100401,3,1,,4,41910002,2,1,2,1,1,2000,1,1,1,9999,,,,40,40,3,2,2,4,1,1,6,8,4,41910001,41910002,2,,,41910001,41910002,"H41910-04-01",2738.48071289063
420010401,1,1,1.89999997615814,1,42001002,1,,1,1,2,1998,1,1,1,9999,,,,80,80,1,1,2,2,2,,,,4,42001001,42001002,2,,,42001001,42001002,"H42001-04-01",4114.3056640625
420010401,2,1,,2,42001002,2,1,4,1,1,2008,1,1,1,9999,,,,100,100,1,2,2,3,2,,,,4,42001001,42001002,2,,,42001001,42001002,"H42001-04-01",4114.3056640625
