"id_hh","id_ind","ind_sex","ind_position","ind_age","ind_marital_status","ind_years_in_location","n_ind_household","ind_permanent","n_child_15","n_child_5"
"H39401-04-01","P39401-007",2,7,10,5,100,8,1,3,0
"H39401-04-01","P39401-008",2,7,7,NA,100,8,1,3,0
"H39402-04-01","P39402-001",1,1,54,1,100,3,1,2,0
"H39402-04-01","P39402-002",2,3,11,5,100,3,1,2,0
"H39402-04-01","P39402-003",1,3,14,5,100,3,1,2,0
"H39403-04-01","P39403-001",1,1,29,2,3,5,1,2,1
"H39403-04-01","P39403-002",2,2,23,2,3,5,1,2,1
"H39403-04-01","P39403-003",2,3,1,NA,100,5,1,2,1
"H39403-04-01","P39403-004",2,7,15,5,3,5,1,2,1
"H39403-04-01","P39403-005",2,8,6,NA,1,5,1,2,1
"H39404-04-01","P39404-001",2,1,40,4,8,5,1,4,2
"H39404-04-01","P39404-002",1,3,7,NA,100,5,1,4,2
"H39404-04-01","P39404-003",1,3,5,NA,100,5,1,4,2
"H39404-04-01","P39404-004",2,3,3,NA,100,5,1,4,2
"H39404-04-01","P39404-005",2,3,2,NA,100,5,1,4,2
"H39405-04-01","P39405-001",2,1,45,2,12,9,1,4,1
"H39405-04-01","P39405-002",1,2,48,2,100,9,2,4,1
"H39405-04-01","P39405-003",2,3,24,5,100,9,2,4,1
"H39405-04-01","P39405-004",1,3,19,5,100,9,2,4,1
"H39405-04-01","P39405-005",1,3,16,5,100,9,2,4,1
"H39405-04-01","P39405-006",1,3,10,5,100,9,2,4,1
"H39405-04-01","P39405-007",2,3,6,NA,100,9,2,4,1
"H39405-04-01","P39405-008",1,3,2,NA,1,9,1,4,1
"H39405-04-01","P39405-009",2,7,14,5,2,9,1,4,1
"H39406-04-01","P39406-001",2,1,34,2,100,9,1,6,0
"H39406-04-01","P39406-002",1,2,37,2,20,9,2,6,0
"H39406-04-01","P39406-003",1,3,17,5,100,9,2,6,0
"H39406-04-01","P39406-004",1,3,14,5,100,9,1,6,0
"H39406-04-01","P39406-005",1,3,11,5,100,9,1,6,0
"H39406-04-01","P39406-006",2,3,9,NA,100,9,1,6,0
"H39406-04-01","P39406-007",1,3,6,NA,100,9,1,6,0
"H39406-04-01","P39406-008",1,7,14,5,100,9,1,6,0
"H39406-04-01","P39406-009",2,7,9,NA,100,9,1,6,0
"H39407-04-01","P39407-001",1,1,64,1,100,5,1,3,0
"H39407-04-01","P39407-002",2,2,63,1,27,5,1,3,0
"H39407-04-01","P39407-004",2,4,13,5,100,5,1,3,0
"H39407-04-01","P39407-005",2,4,6,NA,100,5,1,3,0
"H39407-04-01","P39407-006",2,4,5,NA,100,5,1,3,0
"H39408-04-01","P39408-001",2,2,41,2,100,4,1,0,0
"H39408-04-01","P39408-002",1,1,50,2,100,4,1,0,0
"H39408-04-01","P39408-005",2,3,17,5,100,4,1,0,0
"H39408-04-01","P39408-011",1,4,NA,NA,100,4,2,0,0
"H39409-04-01","P39409-001",2,1,40,2,100,9,1,5,1
"H39409-04-01","P39409-002",1,2,40,2,100,9,1,5,1
"H39409-04-01","P39409-003",2,3,20,5,100,9,2,5,1
"H39409-04-01","P39409-004",2,3,17,5,100,9,2,5,1
"H39409-04-01","P39409-005",1,3,12,5,100,9,1,5,1
"H39409-04-01","P39409-006",2,3,10,5,100,9,1,5,1
"H39409-04-01","P39409-007",2,3,8,NA,100,9,1,5,1
"H39409-04-01","P39409-008",1,3,5,NA,100,9,1,5,1
"H39409-04-01","P39409-009",1,7,3,NA,100,9,1,5,1
"H39410-04-01","P39410-001",1,1,34,1,100,8,1,6,1
"H39410-04-01","P39410-002",2,2,29,1,100,8,1,6,1
"H39410-04-01","P39410-003",1,3,11,5,100,8,2,6,1
"H39410-04-01","P39410-004",2,3,9,NA,100,8,2,6,1
"H39410-04-01","P39410-005",2,3,3,NA,100,8,1,6,1
"H39410-04-01","P39410-006",1,7,12,5,100,8,1,6,1
