"id_hh","id_ind","ind_sex","ind_position","ind_age","ind_marital_status","ind_years_in_location","n_ind_household","ind_permanent","n_child_15","n_child_5"
"H03003-04-01","P03003-002",2,2,21,1,7,5,1,3,2
"H03003-04-01","P03003-003",2,3,6,NA,100,5,1,3,2
"H03003-04-01","P03003-004",2,3,4,NA,100,5,1,3,2
"H03003-04-01","P03003-006",1,3,2,NA,100,5,1,3,2
"H03005-04-01","P03005-001",2,1,73,3,53,5,1,3,1
"H03005-04-01","P03005-002",2,3,31,5,100,5,1,3,1
"H03005-04-01","P03005-004",2,4,10,5,100,5,1,3,1
"H03005-04-01","P03005-005",1,4,2,NA,100,5,1,3,1
"H03005-04-01","P03005-006",2,4,12,5,100,5,1,3,1
"H03006-04-01","P03006-001",2,1,68,3,49,9,1,2,0
"H03006-04-01","P03006-002",1,3,26,5,100,9,1,2,0
"H03006-04-01","P03006-003",1,4,27,5,100,9,1,2,0
"H03006-04-01","P03006-004",1,4,26,5,7,9,1,2,0
"H03006-04-01","P03006-008",1,4,8,NA,4,9,1,2,0
"H03006-04-01","P03006-010",2,4,5,NA,100,9,1,2,0
"H03006-04-01","P03006-011",2,4,17,5,4,9,1,2,0
"H03006-04-01","P03006-012",1,4,15,5,3,9,1,2,0
"H03006-04-01","P03006-013",2,4,18,5,3,9,1,2,0
"H03010-04-01","P03010-001",1,1,37,1,7,6,1,3,0
"H03010-04-01","P03010-002",2,2,34,1,7,6,1,3,0
"H03010-04-01","P03010-003",2,3,15,5,7,6,2,3,0
"H03010-04-01","P03010-004",2,3,13,5,7,6,2,3,0
"H03010-04-01","P03010-005",2,3,11,5,7,6,1,3,0
"H03010-04-01","P03010-006",2,3,5,NA,100,6,1,3,0
"H03401-04-01","P03401-002",2,7,19,5,14,6,1,0,0
"H03401-04-01","P03401-005",1,3,22,5,100,6,1,0,0
"H03401-04-01","P03401-006",2,1,41,1,25,6,1,0,0
"H03401-04-01","P03401-007",2,10,20,5,3,6,1,0,0
"H03401-04-01","P03401-008",2,5,49,3,NA,6,2,0,0
"H03401-04-01","P03401-009",2,8,23,5,NA,6,1,0,0
"H03408-04-01","P03408-001",2,1,29,3,14,5,1,4,2
"H03408-04-01","P03408-003",2,3,12,5,2,5,1,4,2
"H03408-04-01","P03408-004",1,3,9,NA,2,5,1,4,2
"H03408-04-01","P03408-005",1,3,2,NA,100,5,1,4,2
"H03408-04-01","P03408-006",1,8,1,NA,0,5,2,4,2
"H03409-04-01","P03409-001",1,3,48,3,100,17,1,8,1
"H03409-04-01","P03409-003",1,4,20,5,100,17,1,8,1
"H03409-04-01","P03409-004",2,1,64,4,50,17,1,8,1
"H03409-04-01","P03409-005",1,4,30,5,8,17,1,8,1
"H03409-04-01","P03409-006",2,3,27,1,100,17,1,8,1
"H03409-04-01","P03409-009",2,4,28,4,100,17,1,8,1
"H03409-04-01","P03409-010",1,8,10,5,100,17,1,8,1
"H03409-04-01","P03409-011",1,4,15,5,100,17,2,8,1
"H03409-04-01","P03409-013",1,4,8,NA,100,17,1,8,1
"H03409-04-01","P03409-014",2,4,5,NA,100,17,1,8,1
"H03409-04-01","P03409-016",1,4,28,5,3,17,1,8,1
"H03409-04-01","P03409-018",1,4,14,5,100,17,1,8,1
"H03409-04-01","P03409-019",2,4,13,5,10,17,1,8,1
"H03409-04-01","P03409-020",1,4,15,5,100,17,1,8,1
"H03409-04-01","P03409-033",1,4,14,5,10,17,1,8,1
"H03409-04-01","P03409-034",2,4,13,5,100,17,1,8,1
"H03409-04-01","P03409-035",1,4,0,NA,100,17,2,8,1
"H03409-04-02","P03409-002",2,2,22,1,3,3,1,1,1
"H03409-04-02","P03409-036",1,1,24,1,100,3,1,1,1
"H03409-04-02","P03409-037",2,3,0,NA,100,3,1,1,1
"H03410-04-01","P03410-001",1,1,42,1,100,10,1,4,0
"H03410-04-01","P03410-002",2,2,37,1,23,10,1,4,0
"H03410-04-01","P03410-003",1,3,16,5,100,10,1,4,0
"H03410-04-01","P03410-004",1,3,14,5,100,10,1,4,0
"H03410-04-01","P03410-005",1,3,13,5,100,10,1,4,0
"H03410-04-01","P03410-006",1,3,10,5,100,10,1,4,0
"H03410-04-01","P03410-008",1,3,18,5,100,10,1,4,0
"H03410-04-01","P03410-010",1,3,13,5,100,10,1,4,0
"H03410-04-01","P03410-013",1,8,18,5,100,10,1,4,0
"H03410-04-01","P03410-014",2,8,26,5,3,10,1,4,0
"H03410-04-02","P03410-007",2,2,21,1,100,5,1,1,1
"H03410-04-02","P03410-009",2,8,15,5,100,5,2,1,1
"H03410-04-02","P03410-015",1,1,25,1,3,5,1,1,1
"H03410-04-02","P03410-016",1,3,0,NA,100,5,2,1,1
"H03410-04-02","P03410-017",2,10,24,5,5,5,1,1,1
"H03503-04-01","P03503-001",1,1,52,2,30,6,1,2,0
"H03503-04-01","P03503-002",2,2,41,2,23,6,1,2,0
"H03503-04-01","P03503-006",1,3,20,5,100,6,1,2,0
"H03503-04-01","P03503-007",1,3,16,5,100,6,1,2,0
"H03503-04-01","P03503-008",1,3,14,5,100,6,1,2,0
"H03503-04-01","P03503-009",2,3,13,5,100,6,1,2,0
"H03511-04-01","P03511-001",1,1,46,2,20,3,1,1,1
"H03511-04-01","P03511-002",2,2,32,2,6,3,1,1,1
"H03511-04-01","P03511-005",2,3,2,NA,100,3,1,1,1
"H03512-04-01","P03512-001",1,1,44,1,0,2,1,0,0
"H03512-04-01","P03512-002",2,2,26,1,0,2,1,0,0
"H03515-04-01","P03515-001",1,1,69,1,50,3,1,0,0
"H03515-04-01","P03515-002",1,3,31,5,6,3,1,0,0
"H03515-04-01","P03515-003",2,3,27,5,1,3,1,0,0
"H03601-04-01","P03601-001",1,1,33,1,30,4,1,2,2
"H03601-04-01","P03601-009",2,2,21,1,7,4,1,2,2
"H03601-04-01","P03601-012",1,3,2,NA,100,4,1,2,2
"H03601-04-01","P03601-014",2,3,0,NA,100,4,2,2,2
"H03602-04-04","P03602-001",2,1,62,3,24,10,1,6,3
"H03602-04-04","P03602-003",1,3,17,5,100,10,1,6,3
"H03602-04-04","P03602-004",2,4,15,5,100,10,1,6,3
"H03602-04-04","P03602-005",1,4,11,5,100,10,1,6,3
"H03602-04-04","P03602-006",1,4,9,NA,100,10,1,6,3
"H03602-04-04","P03602-008",1,4,5,NA,100,10,1,6,3
"H03602-04-04","P03602-010",2,3,28,3,24,10,1,6,3
"H03602-04-04","P03602-011",1,4,4,NA,3,10,1,6,3
"H03602-04-04","P03602-013",1,4,4,NA,100,10,1,6,3
"H03602-04-04","P03602-015",1,4,2,NA,100,10,1,6,3
"H03603-04-05","P03603-001",2,1,54,4,11,6,1,3,0
"H03603-04-05","P03603-002",1,8,23,5,6,6,1,3,0
"H03603-04-05","P03603-003",1,3,15,5,11,6,1,3,0
"H03603-04-05","P03603-004",2,3,10,5,100,6,1,3,0
"H03603-04-05","P03603-005",2,3,13,5,11,6,1,3,0
"H03603-04-05","P03603-006",2,4,6,NA,4,6,1,3,0
"H03604-04-04","P03604-001",2,1,67,3,19,9,1,3,1
"H03604-04-04","P03604-002",2,4,20,5,100,9,1,3,1
"H03604-04-04","P03604-003",2,4,20,3,100,9,1,3,1
"H03604-04-04","P03604-004",2,4,17,5,100,9,1,3,1
"H03604-04-04","P03604-005",1,4,17,5,100,9,1,3,1
"H03604-04-04","P03604-007",1,4,12,5,100,9,1,3,1
"H03604-04-04","P03604-008",2,4,10,5,100,9,1,3,1
"H03604-04-04","P03604-049",2,4,0,NA,100,9,1,3,1
"H03604-04-04","P03604-050",1,10,41,3,7,9,1,3,1
"H03604-04-08","P03604-022",1,1,36,2,20,5,1,3,0
"H03604-04-08","P03604-023",2,2,28,2,100,5,1,3,0
"H03604-04-08","P03604-025",1,3,11,5,100,5,1,3,0
"H03604-04-08","P03604-027",2,3,8,NA,100,5,1,3,0
"H03604-04-08","P03604-028",1,3,5,NA,100,5,1,3,0
"H03604-04-09","P03604-029",2,4,6,NA,100,12,1,5,0
"H03604-04-09","P03604-030",2,3,34,3,30,12,1,5,0
"H03604-04-09","P03604-031",1,1,58,1,40,12,1,5,0
"H03604-04-09","P03604-032",2,2,54,1,37,12,1,5,0
"H03604-04-09","P03604-033",1,3,20,5,100,12,1,5,0
"H03604-04-09","P03604-034",1,3,20,5,100,12,1,5,0
"H03604-04-09","P03604-036",1,3,15,5,100,12,1,5,0
"H03604-04-09","P03604-037",1,3,10,5,100,12,1,5,0
"H03604-04-09","P03604-038",1,4,12,5,100,12,1,5,0
"H03604-04-09","P03604-039",2,4,12,5,100,12,1,5,0
"H03604-04-09","P03604-040",1,4,7,NA,100,12,1,5,0
"H03604-04-09","P03604-041",1,4,15,5,100,12,1,5,0
"H03605-04-02","P03605-002",2,3,28,4,100,7,1,4,2
"H03605-04-02","P03605-003",2,4,12,5,100,7,1,4,2
"H03605-04-02","P03605-004",2,4,11,5,100,7,1,4,2
"H03605-04-02","P03605-005",2,4,4,NA,100,7,1,4,2
"H03605-04-02","P03605-006",1,1,77,1,40,7,1,4,2
"H03605-04-02","P03605-007",2,2,65,1,40,7,1,4,2
"H03605-04-02","P03605-008",2,4,2,NA,100,7,1,4,2
"H03607-04-01","P03607-001",1,1,42,1,100,6,1,3,0
"H03607-04-01","P03607-004",1,3,10,5,100,6,1,3,0
"H03607-04-01","P03607-005",2,3,6,NA,100,6,1,3,0
"H03607-04-01","P03607-006",2,2,51,1,5,6,1,3,0
"H03607-04-01","P03607-007",1,8,12,5,5,6,1,3,0
"H03607-04-01","P03607-008",1,8,17,5,5,6,1,3,0
"H03608-04-01","P03608-001",2,1,47,2,10,2,1,0,0
"H03608-04-01","P03608-008",1,2,32,2,5,2,1,0,0
"H03704-04-01","P03704-001",1,1,55,1,20,3,1,0,0
"H03704-04-01","P03704-002",2,2,65,1,100,3,1,0,0
"H03704-04-01","P03704-003",1,8,28,1,0,3,2,0,0
"H03705-04-01","P03705-001",1,2,66,2,46,5,2,0,0
"H03705-04-01","P03705-002",2,1,54,2,22,5,1,0,0
"H03705-04-01","P03705-003",2,3,24,5,22,5,1,0,0
"H03705-04-01","P03705-004",1,3,23,5,22,5,1,0,0
"H03705-04-01","P03705-005",1,3,15,5,100,5,1,0,0
"H03706-04-01","P03706-001",1,1,79,1,100,8,1,6,2
"H03706-04-01","P03706-002",2,2,30,1,14,8,1,6,2
"H03706-04-01","P03706-003",1,3,13,5,100,8,1,6,2
"H03706-04-01","P03706-004",1,3,11,5,100,8,1,6,2
"H03706-04-01","P03706-005",2,3,9,NA,100,8,1,6,2
"H03706-04-01","P03706-006",1,3,5,NA,100,8,1,6,2
"H03706-04-01","P03706-008",2,3,2,NA,100,8,1,6,2
"H03706-04-01","P03706-010",1,3,0,NA,100,8,1,6,2
"H03707-04-01","P03707-001",1,2,53,2,25,8,2,2,0
"H03707-04-01","P03707-002",2,1,53,2,25,8,1,2,0
"H03707-04-01","P03707-003",2,3,22,5,100,8,1,2,0
"H03707-04-01","P03707-005",1,3,19,5,100,8,1,2,0
"H03707-04-01","P03707-006",1,3,15,5,100,8,1,2,0
"H03707-04-01","P03707-007",2,4,11,5,9,8,1,2,0
"H03707-04-01","P03707-011",1,3,15,5,11,8,1,2,0
"H03707-04-01","P03707-012",1,8,14,5,2,8,1,2,0
"H03707-04-02","P03707-013",2,1,23,1,3,2,1,0,0
"H03707-04-02","P03707-014",1,2,25,1,5,2,2,0,0
"H03709-04-01","P03709-001",1,1,53,1,30,4,1,1,0
"H03709-04-01","P03709-002",2,2,47,1,25,4,1,1,0
"H03709-04-01","P03709-003",2,4,17,5,14,4,1,1,0
"H03709-04-01","P03709-004",2,4,13,5,10,4,1,1,0
"H03711-04-02","P03711-006",1,1,31,1,14,4,1,2,2
"H03711-04-02","P03711-008",2,2,22,1,8,4,1,2,2
"H03711-04-02","P03711-014",2,3,2,NA,100,4,1,2,2
"H03711-04-02","P03711-028",2,3,0,NA,100,4,2,2,2
"H03711-04-03","P03711-001",1,2,31,2,100,5,1,3,2
"H03711-04-03","P03711-002",2,1,30,2,100,5,1,3,2
"H03711-04-03","P03711-003",1,3,12,5,100,5,1,3,2
"H03711-04-03","P03711-004",2,3,4,NA,100,5,1,3,2
"H03711-04-03","P03711-012",1,3,2,NA,100,5,1,3,2
"H03711-04-04","P03711-010",2,2,31,2,1,8,1,6,2
"H03711-04-04","P03711-011",2,8,8,NA,1,8,1,6,2
"H03711-04-04","P03711-015",2,3,2,NA,100,8,1,6,2
"H03711-04-04","P03711-023",1,1,31,2,100,8,1,6,2
"H03711-04-04","P03711-024",1,3,13,5,100,8,1,6,2
"H03711-04-04","P03711-025",1,3,10,5,100,8,1,6,2
"H03711-04-04","P03711-026",1,3,6,NA,100,8,1,6,2
"H03711-04-04","P03711-027",2,3,0,NA,100,8,2,6,2
"H03804-04-01","P03804-001",1,1,49,2,14,1,1,0,0
"H03807-04-01","P03807-001",2,1,101,4,100,5,1,2,1
"H03807-04-01","P03807-005",2,4,26,3,100,5,1,2,1
"H03807-04-01","P03807-006",1,4,5,NA,100,5,1,2,1
"H03807-04-01","P03807-007",2,4,1,NA,100,5,1,2,1
"H03807-04-01","P03807-008",2,8,60,4,100,5,2,2,1
"H03809-04-01","P03809-002",2,1,54,4,35,8,1,3,1
"H03809-04-01","P03809-003",1,3,26,5,100,8,1,3,1
"H03809-04-01","P03809-004",1,3,18,5,100,8,1,3,1
"H03809-04-01","P03809-005",2,3,14,5,100,8,1,3,1
"H03809-04-01","P03809-006",2,4,6,NA,100,8,1,3,1
"H03809-04-01","P03809-007",1,3,21,5,100,8,1,3,1
"H03809-04-01","P03809-010",1,3,28,5,100,8,1,3,1
"H03809-04-01","P03809-011",2,4,2,NA,100,8,1,3,1
"H03810-04-01","P03810-001",1,1,54,1,100,5,1,3,2
"H03810-04-01","P03810-010",2,2,28,1,4,5,1,3,2
"H03810-04-01","P03810-011",2,3,3,NA,100,5,1,3,2
"H03810-04-01","P03810-012",1,3,1,NA,100,5,1,3,2
"H03810-04-01","P03810-013",1,8,5,NA,3,5,1,3,2
"H03811-04-01","P03811-001",2,1,35,3,7,6,1,3,1
"H03811-04-01","P03811-002",1,3,15,5,7,6,1,3,1
"H03811-04-01","P03811-003",2,3,9,NA,7,6,1,3,1
"H03811-04-01","P03811-004",2,3,11,5,7,6,1,3,1
"H03811-04-01","P03811-005",2,6,24,4,0,6,1,3,1
"H03811-04-01","P03811-006",2,7,1,NA,0,6,1,3,1
"H03813-04-01","P03813-001",1,2,41,2,13,4,1,2,0
"H03813-04-01","P03813-002",2,1,33,1,100,4,1,2,0
"H03813-04-01","P03813-003",2,3,13,5,100,4,1,2,0
"H03813-04-01","P03813-004",1,3,7,NA,100,4,1,2,0
"H03901-04-01","P03901-001",1,1,28,5,19,1,1,0,0
"H03902-04-01","P03902-001",1,2,53,1,22,5,1,3,1
"H03902-04-01","P03902-002",2,1,39,1,10,5,1,3,1
"H03902-04-01","P03902-006",1,3,8,NA,100,5,1,3,1
"H03902-04-01","P03902-007",2,3,5,NA,100,5,1,3,1
"H03902-04-01","P03902-008",2,3,2,NA,100,5,1,3,1
"H03903-04-01","P03903-001",1,8,67,4,7,7,1,5,2
"H03903-04-01","P03903-003",2,1,31,3,12,7,1,5,2
"H03903-04-01","P03903-007",1,3,13,5,100,7,1,5,2
"H03903-04-01","P03903-008",1,3,10,5,100,7,1,5,2
"H03903-04-01","P03903-009",2,3,7,NA,100,7,1,5,2
"H03903-04-01","P03903-010",1,3,3,NA,100,7,1,5,2
"H03903-04-01","P03903-011",2,8,4,NA,3,7,1,5,2
"H03906-04-01","P03906-001",2,1,93,4,62,3,1,0,0
"H03906-04-01","P03906-002",2,8,15,5,100,3,1,0,0
"H03906-04-01","P03906-006",1,3,57,3,100,3,1,0,0
"H03907-04-01","P03907-001",1,1,36,1,100,5,1,2,0
"H03907-04-01","P03907-002",2,2,33,1,10,5,1,2,0
"H03907-04-01","P03907-003",1,3,12,5,11,5,1,2,0
"H03907-04-01","P03907-004",1,3,11,5,100,5,1,2,0
"H03907-04-01","P03907-006",2,3,15,5,2,5,2,2,0
"H03908-04-01","P03908-001",1,1,35,1,6,5,1,3,2
"H03908-04-01","P03908-002",2,2,31,1,6,5,1,3,2
"H03908-04-01","P03908-003",2,3,6,NA,6,5,1,3,2
"H03908-04-01","P03908-004",1,3,4,NA,100,5,1,3,2
"H03908-04-01","P03908-005",1,3,2,NA,100,5,1,3,2
"H03909-04-01","P03909-001",1,1,44,1,100,9,1,4,1
"H03909-04-01","P03909-002",2,2,38,1,23,9,1,4,1
"H03909-04-01","P03909-005",2,3,18,5,100,9,1,4,1
"H03909-04-01","P03909-006",1,3,15,5,100,9,1,4,1
"H03909-04-01","P03909-007",2,3,12,5,100,9,1,4,1
"H03909-04-01","P03909-008",2,3,10,5,100,9,1,4,1
"H03909-04-01","P03909-009",1,3,5,NA,100,9,1,4,1
"H03909-04-01","P03909-015",2,3,18,5,100,9,1,4,1
"H03909-04-01","P03909-033",1,4,4,NA,4,9,1,4,1
"H03909-04-02","P03909-026",1,1,74,1,100,9,1,5,1
"H03909-04-02","P03909-027",2,2,64,1,50,9,1,5,1
"H03909-04-02","P03909-028",1,4,28,5,100,9,1,5,1
"H03909-04-02","P03909-029",1,3,27,5,100,9,1,5,1
"H03909-04-02","P03909-031",2,4,12,5,100,9,1,5,1
"H03909-04-02","P03909-032",2,4,5,NA,100,9,1,5,1
"H03909-04-02","P03909-037",2,4,9,NA,100,9,1,5,1
"H03909-04-02","P03909-038",2,4,5,NA,100,9,1,5,1
"H03909-04-02","P03909-039",1,4,1,NA,100,9,1,5,1
"H03910-04-01","P03910-001",2,1,47,1,25,14,1,7,0
"H03910-04-01","P03910-002",1,3,24,5,100,14,1,7,0
"H03910-04-01","P03910-003",2,3,23,5,100,14,2,7,0
"H03910-04-01","P03910-004",1,3,21,5,100,14,2,7,0
"H03910-04-01","P03910-005",2,3,17,5,100,14,2,7,0
"H03910-04-01","P03910-006",1,3,11,5,100,14,1,7,0
"H03910-04-01","P03910-012",2,7,12,5,4,14,1,7,0
"H03910-04-01","P03910-013",2,4,8,NA,5,14,1,7,0
"H03910-04-01","P03910-014",2,10,19,5,3,14,1,7,0
"H03910-04-01","P03910-016",2,10,6,NA,0,14,1,7,0
"H03910-04-01","P03910-017",2,10,7,NA,0,14,1,7,0
"H03910-04-01","P03910-019",1,4,10,5,4,14,1,7,0
"H03910-04-01","P03910-020",1,4,8,NA,7,14,1,7,0
"H03910-04-01","P03910-021",2,10,17,5,2,14,1,7,0
"H04001-04-01","P04001-001",1,1,56,2,25,8,1,2,0
"H04001-04-01","P04001-002",2,2,43,2,23,8,1,2,0
"H04001-04-01","P04001-003",2,3,21,5,100,8,2,2,0
"H04001-04-01","P04001-004",1,3,18,5,100,8,1,2,0
"H04001-04-01","P04001-005",1,3,15,5,100,8,1,2,0
"H04001-04-01","P04001-006",1,3,15,5,100,8,1,2,0
"H04001-04-01","P04001-007",1,3,12,5,100,8,1,2,0
"H04001-04-01","P04001-008",1,3,6,NA,100,8,1,2,0
"H04002-04-01","P04002-001",1,1,42,1,3,10,1,7,1
"H04002-04-01","P04002-002",2,2,34,1,3,10,1,7,1
"H04002-04-01","P04002-003",2,3,14,5,3,10,2,7,1
"H04002-04-01","P04002-004",1,3,13,5,3,10,2,7,1
"H04002-04-01","P04002-005",2,3,10,5,3,10,2,7,1
"H04002-04-01","P04002-006",1,3,8,NA,3,10,1,7,1
"H04002-04-01","P04002-007",1,3,5,NA,3,10,1,7,1
"H04002-04-01","P04002-008",2,3,3,NA,3,10,1,7,1
"H04002-04-01","P04002-009",2,7,16,5,0,10,1,7,1
"H04002-04-01","P04002-010",2,7,7,NA,0,10,2,7,1
"H04003-04-01","P04003-001",1,1,52,1,100,9,1,3,0
"H04003-04-01","P04003-002",2,2,52,1,100,9,1,3,0
"H04003-04-01","P04003-004",1,3,22,5,100,9,1,3,0
"H04003-04-01","P04003-005",1,3,20,5,100,9,1,3,0
"H04003-04-01","P04003-006",2,3,17,5,100,9,1,3,0
"H04003-04-01","P04003-007",2,3,15,5,100,9,1,3,0
"H04003-04-01","P04003-008",1,4,5,NA,5,9,1,3,0
"H04003-04-01","P04003-010",2,4,11,5,2,9,1,3,0
"H04003-04-01","P04003-024",2,4,7,NA,100,9,1,3,0
"H04003-04-03","P04003-011",1,1,31,5,2,2,1,0,0
"H04003-04-03","P04003-012",1,6,27,5,20,2,1,0,0
"H04004-04-01","P04004-001",2,1,45,3,30,3,1,0,0
"H04004-04-01","P04004-002",1,8,20,5,100,3,1,0,0
"H04004-04-01","P04004-003",1,3,30,5,20,3,1,0,0
"H04005-04-01","P04005-001",1,1,33,1,100,8,1,5,2
"H04005-04-01","P04005-003",1,3,10,5,100,8,1,5,2
"H04005-04-01","P04005-005",2,6,13,5,100,8,1,5,2
"H04005-04-01","P04005-008",2,8,83,4,60,8,1,5,2
"H04005-04-01","P04005-014",2,6,11,5,2,8,1,5,2
"H04005-04-01","P04005-015",2,2,20,1,2,8,1,5,2
"H04005-04-01","P04005-016",2,3,2,NA,2,8,1,5,2
"H04005-04-01","P04005-017",1,3,0,NA,100,8,1,5,2
"H04006-04-01","P04006-001",1,1,81,3,60,1,1,0,0
"H04007-04-01","P04007-001",2,1,59,4,30,2,1,0,0
"H04007-04-01","P04007-002",2,4,18,5,10,2,1,0,0
"H04009-04-01","P04009-001",1,1,58,3,100,1,1,0,0
"H04010-04-01","P04010-001",1,1,50,1,100,8,1,3,0
"H04010-04-01","P04010-002",2,2,44,1,27,8,1,3,0
"H04010-04-01","P04010-005",1,3,21,5,100,8,1,3,0
"H04010-04-01","P04010-006",2,3,18,5,100,8,1,3,0
"H04010-04-01","P04010-007",2,3,15,5,100,8,1,3,0
"H04010-04-01","P04010-008",1,3,13,5,100,8,1,3,0
"H04010-04-01","P04010-009",1,3,9,NA,100,8,1,3,0
"H04010-04-01","P04010-010",1,3,6,NA,100,8,1,3,0
"H04010-04-02","P04010-004",1,1,25,5,0,1,1,0,0
"H04011-04-01","P04011-001",1,1,68,1,2,8,1,2,0
"H04011-04-01","P04011-002",2,2,54,1,2,8,1,2,0
"H04011-04-01","P04011-003",1,3,24,5,2,8,1,2,0
"H04011-04-01","P04011-004",1,3,22,5,2,8,1,2,0
"H04011-04-01","P04011-005",2,3,19,5,2,8,1,2,0
"H04011-04-01","P04011-006",1,3,16,5,2,8,1,2,0
"H04011-04-01","P04011-007",2,4,8,NA,2,8,1,2,0
"H04011-04-01","P04011-013",2,4,7,NA,2,8,1,2,0
"H04011-04-02","P04011-009",2,1,30,5,6,2,1,1,1
"H04011-04-02","P04011-010",1,3,4,NA,4,2,1,1,1
"H04201-04-01","P04201-001",2,1,54,4,35,12,1,5,2
"H04201-04-01","P04201-003",1,3,19,5,100,12,1,5,2
"H04201-04-01","P04201-004",2,4,19,5,100,12,1,5,2
"H04201-04-01","P04201-005",1,4,16,5,100,12,1,5,2
"H04201-04-01","P04201-006",1,4,15,5,100,12,1,5,2
"H04201-04-01","P04201-007",1,4,13,5,100,12,1,5,2
"H04201-04-01","P04201-008",1,4,7,NA,100,12,1,5,2
"H04201-04-01","P04201-010",1,4,4,NA,100,12,1,5,2
"H04201-04-01","P04201-011",1,7,15,5,100,12,1,5,2
"H04201-04-01","P04201-012",1,4,13,5,100,12,1,5,2
"H04201-04-01","P04201-013",1,4,3,NA,100,12,1,5,2
"H04201-04-01","P04201-014",2,8,50,5,0,12,2,5,2
"H04202-04-01","P04202-001",1,1,37,1,100,4,1,2,0
"H04202-04-01","P04202-002",2,2,27,1,8,4,1,2,0
"H04202-04-01","P04202-003",2,3,6,NA,100,4,1,2,0
"H04202-04-01","P04202-004",1,3,10,5,100,4,1,2,0
"H04203-04-01","P04203-001",1,1,43,1,100,6,1,4,1
"H04203-04-01","P04203-002",2,2,26,1,4,6,1,4,1
"H04203-04-01","P04203-003",1,8,9,NA,4,6,1,4,1
"H04203-04-01","P04203-004",1,8,8,NA,4,6,1,4,1
"H04203-04-01","P04203-005",1,8,6,NA,4,6,1,4,1
"H04203-04-01","P04203-007",1,3,2,NA,100,6,1,4,1
"H04204-04-01","P04204-001",1,1,41,1,100,8,1,5,2
"H04204-04-01","P04204-002",2,2,23,1,10,8,1,5,2
"H04204-04-01","P04204-003",2,3,11,5,100,8,1,5,2
"H04204-04-01","P04204-004",1,3,9,NA,100,8,1,5,2
"H04204-04-01","P04204-005",1,3,7,NA,100,8,1,5,2
"H04204-04-01","P04204-006",2,3,4,NA,100,8,1,5,2
"H04204-04-01","P04204-007",2,3,2,NA,100,8,1,5,2
"H04204-04-01","P04204-021",1,3,15,5,100,8,1,5,2
"H04205-04-01","P04205-001",1,1,39,1,100,5,1,3,3
"H04205-04-01","P04205-002",2,2,37,1,100,5,1,3,3
"H04205-04-01","P04205-004",1,3,4,NA,100,5,1,3,3
"H04205-04-01","P04205-005",2,3,3,NA,100,5,1,3,3
"H04205-04-01","P04205-006",1,3,1,NA,100,5,1,3,3
"H04206-04-01","P04206-001",1,1,64,3,100,1,1,0,0
"H04207-04-01","P04207-001",1,1,30,1,100,7,1,5,2
"H04207-04-01","P04207-002",2,2,28,1,9,7,1,5,2
"H04207-04-01","P04207-003",2,7,9,NA,4,7,1,5,2
"H04207-04-01","P04207-004",1,3,8,NA,100,7,1,5,2
"H04207-04-01","P04207-005",2,3,6,NA,100,7,1,5,2
"H04207-04-01","P04207-006",1,3,3,NA,100,7,1,5,2
"H04207-04-01","P04207-007",1,3,0,NA,100,7,1,5,2
"H04208-04-01","P04208-012",1,1,20,5,10,1,1,0,0
"H04208-04-02","P04208-001",1,1,43,2,100,8,1,4,1
"H04208-04-02","P04208-002",2,2,35,2,100,8,1,4,1
"H04208-04-02","P04208-003",2,3,17,5,100,8,1,4,1
"H04208-04-02","P04208-004",1,3,15,5,100,8,1,4,1
"H04208-04-02","P04208-005",1,3,12,5,100,8,1,4,1
"H04208-04-02","P04208-006",2,3,10,5,100,8,1,4,1
"H04208-04-02","P04208-007",1,3,9,NA,100,8,1,4,1
"H04208-04-02","P04208-010",2,3,3,NA,100,8,1,4,1
"H04209-04-01","P04209-001",2,1,45,4,30,13,1,7,2
"H04209-04-01","P04209-003",2,3,22,5,100,13,1,7,2
"H04209-04-01","P04209-004",1,3,20,5,100,13,1,7,2
"H04209-04-01","P04209-005",1,3,18,5,100,13,1,7,2
"H04209-04-01","P04209-006",1,3,13,5,100,13,1,7,2
"H04209-04-01","P04209-007",2,3,11,5,100,13,1,7,2
"H04209-04-01","P04209-008",2,3,9,NA,100,13,1,7,2
"H04209-04-01","P04209-009",2,3,6,NA,100,13,1,7,2
"H04209-04-01","P04209-010",1,7,15,5,12,13,1,7,2
"H04209-04-01","P04209-011",2,4,6,NA,3,13,1,7,2
"H04209-04-01","P04209-012",1,4,4,NA,3,13,1,7,2
"H04209-04-01","P04209-013",2,3,15,5,100,13,2,7,2
"H04209-04-01","P04209-014",2,4,3,NA,2,13,1,7,2
"H04210-04-01","P04210-001",1,1,31,1,100,4,1,2,2
"H04210-04-01","P04210-002",2,2,33,1,15,4,1,2,2
"H04210-04-01","P04210-005",1,3,4,NA,100,4,1,2,2
"H04210-04-01","P04210-007",2,3,1,NA,100,4,1,2,2
"H04501-04-01","P04501-001",2,1,53,4,15,6,1,3,0
"H04501-04-01","P04501-002",1,3,14,5,100,6,1,3,0
"H04501-04-01","P04501-003",2,4,16,5,13,6,1,3,0
"H04501-04-01","P04501-004",1,4,9,NA,100,6,1,3,0
"H04501-04-01","P04501-009",1,4,6,NA,100,6,1,3,0
"H04501-04-01","P04501-010",2,4,17,5,15,6,1,3,0
"H04505-04-01","P04505-001",2,1,58,4,30,4,1,2,1
